SW_ID,TYPE_C,TYPE_D,MATERIAL_C,MATERIAL_D,GeoJSON
756,1,Concrete,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[374242.4447,4899450.8092],[374248.9807,4899449.9922],[374249.0667,4899451.0672],[374254.5681,4899450.5569],[374255.968,4899448.6469],[374257.178,4899446.7569],[374258.3779,4899443.6569],[374258.6907,4899438.802],[374257.7479,4899437.971],[374259.7776,4899401.7568],[374260.7784,4899377.2569],[374261.8782,4899362.6568],[374262.978,4899340.4568],[374265.2677,4899303.6557],[374266.9773,4899267.9556],[374267.6782,4899256.3557],[374267.6782,4899253.5556],[374268.1781,4899248.6556],[374268.3781,4899242.4556],[374267.1781,4899242.1557],[374266.9781,4899248.6556],[374266.4782,4899253.5556],[374264.3775,4899290.9557],[374262.278,4899333.0558],[374260.2783,4899365.7568],[374259.1875,4899387.4568],[374258.8775,4899396.5569],[374258.3776,4899401.0569],[374256.2979,4899437.187],[374255.9468,4899441.2632],[374255.5598,4899444.8752],[374255.2158,4899446.2942],[374254.6138,4899446.9392],[374253.8828,4899447.4122],[374252.8078,4899447.7562],[374251.4318,4899447.9712],[374238.9187,4899449.9492],[374221.7402,4899452.6152],[374202.4546,4899455.6252],[374187.2756,4899457.7322],[374147.8015,4899461.6452],[374124.9843,4899463.935],[374126.3391,4899465.4363],[374147.9305,4899463.1073],[374187.4906,4899459.1512],[374202.178,4899456.9569],[374221.7402,4899454.0342],[374223.8194,4899453.7103],[374224.5101,4899458.1811],[374233.4612,4899456.9024],[374232.6024,4899452.3423],[374242.4447,4899450.8092]]]}"
767,1,Concrete,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[373426.2714,4899055.0578],[373428.6714,4899055.2578],[373435.7723,4899055.6577],[373438.5722,4899055.6577],[373456.6719,4899051.7574],[373471.9716,4899048.2572],[373480.7725,4899046.4572],[373488.9724,4899044.357],[373494.1723,4899042.257],[373498.3721,4899039.6569],[373500.7721,4899037.8569],[373503.572,4899035.3568],[373508.3719,4899029.7568],[373509.5729,4899027.8568],[373512.3728,4899022.2567],[373513.7727,4899018.0568],[373514.7726,4899013.1567],[373515.9826,4898996.4576],[373517.2726,4898971.4563],[373518.2627,4898947.9562],[373519.4727,4898927.456],[373521.0726,4898894.7558],[373521.0726,4898886.9557],[373520.8726,4898883.9556],[373520.2726,4898878.8557],[373518.3727,4898868.4556],[373517.1827,4898863.8556],[373515.8727,4898860.1556],[373514.6728,4898857.3556],[373511.8717,4898851.4556],[373509.1718,4898846.9556],[373504.1719,4898839.8556],[373498.7719,4898833.1557],[373502.572,4898829.4555],[373509.2718,4898823.5554],[373514.1717,4898818.9553],[373516.6727,4898816.3553],[373519.4727,4898813.0552],[373520.9727,4898810.9552],[373525.7626,4898802.746],[373526.9726,4898800.156],[373530.0825,4898792.5559],[373531.2725,4898788.8559],[373532.2725,4898784.4557],[373603.5724,4898787.8757],[373615.2332,4898788.5555],[373615.2732,4898787.2054],[373597.3725,4898786.2347],[373532.4725,4898783.2357],[373533.7124,4898770.9556],[373534.9925,4898748.2555],[373535.3825,4898738.0554],[373535.2825,4898732.7554],[373534.7725,4898729.2553],[373534.1725,4898727.1553],[373533.3625,4898725.1553],[373532.2725,4898723.4553],[373531.4726,4898722.5553],[373530.2726,4898721.3553],[373528.1725,4898719.8553],[373541.8724,4898702.1549],[373552.1723,4898688.4547],[373555.3722,4898673.9545],[373562.0721,4898647.1642],[373560.6721,4898646.7442],[373550.8723,4898687.9547],[373540.7724,4898701.655],[373533.0725,4898711.1552],[373527.0726,4898719.2554],[373523.7726,4898723.2554],[373524.9916,4898724.0664],[373527.3726,4898720.7554],[373529.4726,4898722.8553],[373532.0725,4898725.8553],[373532.8725,4898727.5553],[373533.4725,4898729.4554],[373533.9725,4898733.2554],[373533.6925,4898743.7555],[373531.9725,4898776.0557],[373531.4725,4898781.0558],[373531.0725,4898783.3558],[373529.9725,4898787.9559],[373528.0725,4898794.1559],[373526.2826,4898798.856],[373523.8626,4898803.4561],[373518.6727,4898811.1552],[373514.2717,4898816.5553],[373510.5718,4898820.2554],[373507.9919,4898822.4755],[373504.2819,4898826.1655],[373497.672,4898831.8557],[373496.072,4898829.9557],[373495.672,4898831.6557],[373495.472,4898833.7557],[373495.772,4898835.6557],[373497.472,4898834.0557],[373502.372,4898839.7556],[373505.6719,4898844.3556],[373508.0718,4898848.0556],[373511.2717,4898853.8556],[373513.6628,4898859.0556],[373515.0627,4898862.5556],[373516.7727,4898867.7557],[373517.4727,4898870.5557],[373518.9726,4898879.8557],[373519.6826,4898888.7558],[373519.5826,4898899.0559],[373518.5726,4898914.956],[373515.5727,4898976.2565],[373514.1727,4899001.5567],[373513.3727,4899012.6567],[373511.8728,4899019.0568],[373510.4728,4899022.6568],[373508.5729,4899026.1567],[373505.972,4899030.1568],[373504.0719,4899032.4568],[373502.172,4899034.3568],[373497.5721,4899038.157],[373495.5722,4899039.557],[373492.6723,4899041.257],[373490.5723,4899042.057],[373486.7723,4899043.357],[373480.4725,4899044.8572],[373455.1719,4899050.3575],[373441.6721,4899053.5676],[373438.2722,4899054.1577],[373422.5715,4899053.4578],[373407.2717,4899052.5581],[373407.0717,4899050.6581],[373405.8417,4899051.4731],[373404.9619,4899067.6581],[373404.1721,4899086.1581],[373410.4323,4899114.368],[373415.4713,4899136.1579],[373415.6713,4899137.458],[373413.3614,4899137.878],[373414.4714,4899138.858],[373416.6713,4899140.058],[373417.6714,4899140.3679],[373417.1713,4899138.448],[373424.1722,4899137.0578],[373441.1719,4899133.1586],[373464.4726,4899128.2583],[373501.8729,4899119.5578],[373520.3725,4899115.7576],[373521.2725,4899118.4676],[373522.6726,4899118.1376],[373521.9725,4899115.3576],[373527.2724,4899114.1575],[373532.9723,4899113.1575],[373542.1732,4899112.5573],[373553.473,4899113.0572],[373570.6728,4899113.558],[373587.9735,4899114.3578],[373593.2734,4899114.3577],[373595.1733,4899114.1576],[373597.9734,4899113.5575],[373601.0733,4899112.5575],[373605.8732,4899111.3574],[373608.3731,4899110.5574],[373609.9731,4899110.3574],[373610.473,4899108.7673],[373595.9734,4899112.5476],[373592.0734,4899113.1477],[373588.4735,4899113.2578],[373586.5725,4899113.2578],[373582.4726,4899112.8578],[373568.8728,4899112.468],[373551.673,4899111.6972],[373540.6722,4899111.1773],[373539.8722,4899111.0173],[373534.6723,4899111.4474],[373529.4724,4899112.3575],[373524.5725,4899113.5576],[373509.8727,4899116.4578],[373506.3827,4899117.3878],[373435.882,4899132.9576],[373434.5721,4899133.2577],[373416.9713,4899136.9579],[373405.592,4899086.058],[373406.9718,4899059.558],[373407.0717,4899054.1581],[373426.2714,4899055.0578]]]}"
1966,1,Concrete,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[379685.4451,4904412.1812],[379684.9259,4904413.0255],[379684.9259,4904413.1255],[379681.0258,4904419.9256],[379679.9258,4904421.8256],[379674.9257,4904430.4255],[379672.3246,4904435.0256],[379669.9246,4904439.1255],[379662.2245,4904440.1256],[379662.5246,4904441.8256],[379662.7246,4904442.8256],[379665.2246,4904444.1256],[379665.0246,4904441.9256],[379665.8246,4904441.8256],[379671.1246,4904441.2255],[379672.2247,4904441.8255],[379673.0247,4904442.3255],[379671.6247,4904444.9255],[379672.8247,4904445.5255],[379673.7247,4904446.0255],[379675.1247,4904443.4255],[379677.7248,4904444.8254],[379686.2252,4904449.4253],[379686.2252,4904449.3253],[379686.5152,4904448.7253],[379687.0252,4904447.9253],[379687.1252,4904447.8253],[379686.9252,4904447.6253],[379686.7252,4904447.5253],[379680.1249,4904444.0255],[379677.9248,4904442.8254],[379676.4248,4904441.3255],[379674.8247,4904436.5255],[379674.5247,4904435.5255],[379675.9257,4904433.0255],[379678.0258,4904429.3256],[379678.1258,4904429.3256],[379680.4258,4904425.2256],[379683.0259,4904420.6255],[379687.3005,4904413.3237],[379685.4451,4904412.1812]]]}"
431,1,Concrete,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[373365.6851,4898374.9074],[373368.662,4898371.1459],[373418.4713,4898373.7531],[373419.7043,4898373.753],[373420.3373,4898372.453],[373367.7371,4898369.4221],[373363.9916,4898374.1622],[373365.6851,4898374.9074]]]}"
4042,,,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[384908.0275,4902894.5258],[384903.4926,4902935.9509],[384902.5497,4902938.1076],[384906.0635,4902938.638],[384905.4791,4902936.0678],[384910.1749,4902894.1921],[384909.3681,4902894.346],[384908.0275,4902894.5258]]]}"
805,3,Paved,6,PAVEMENT,"{""type"":""Polygon"",""coordinates"":[[[381612.0193,4899128.1871],[381612.1193,4899128.8871],[381612.7193,4899129.5871],[381613.3193,4899129.7871],[381614.1193,4899129.7871],[381699.0183,4899108.0879],[381704.5157,4899106.5884],[381707.2181,4899104.9881],[381708.618,4899103.1881],[381709.2179,4899100.8882],[381709.1178,4899098.6882],[381708.8178,4899097.2882],[381683.8148,4898990.6888],[381682.7148,4898988.8888],[381681.3148,4898988.2888],[381679.7148,4898988.3887],[381652.2146,4898997.6881],[381640.415,4899001.8878],[381617.9156,4899009.5872],[381616.0156,4899010.4871],[381614.1157,4899012.1871],[381613.0158,4899014.1871],[381612.6158,4899016.5871],[381612.0172,4899079.2875],[381612.0193,4899128.1871]],[[381662.0144,4898996.0883],[381680.2148,4898989.8887],[381681.3148,4898989.8887],[381681.8148,4898990.2888],[381682.3148,4898991.0888],[381698.4161,4899058.6885],[381702.7165,4899077.6883],[381707.0179,4899095.7882],[381707.4179,4899099.1882],[381707.218,4899101.6882],[381706.318,4899103.3881],[381704.7181,4899104.588],[381643.3186,4899121.0878],[381616.1191,4899127.9871],[381615.2192,4899128.1871],[381613.8193,4899128.1871],[381612.9192,4899126.8871],[381612.9192,4899124.9871],[381613.5172,4899079.4875],[381613.9159,4899017.0871],[381614.3158,4899014.8871],[381615.5157,4899012.8871],[381617.2157,4899011.4872],[381618.1156,4899011.0872],[381650.5147,4898999.888],[381662.0144,4898996.0883]]]}"
283,3,Paved,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[381694.314,4898966.3883],[381694.8139,4898962.9884],[381695.3138,4898960.8884],[381697.1137,4898956.8884],[381699.5136,4898953.2886],[381702.5134,4898950.1887],[381705.7133,4898947.8887],[381709.4132,4898946.0889],[381711.3131,4898945.4889],[381714.213,4898944.789],[381715.113,4898944.889],[381717.513,4898946.2891],[381731.3126,4898942.9894],[381730.8126,4898940.8894],[381724.9127,4898942.1893],[381713.713,4898943.189],[381708.3131,4898944.8889],[381705.5132,4898946.1888],[381702.0134,4898948.5886],[381698.6136,4898951.8886],[381695.9137,4898955.7884],[381693.8605,4898960.2041],[381692.8936,4898963.7416],[381691.1297,4898955.8393],[381690.861855702,4898955.05770344],[381690.662928566,4898954.25579213],[381690.534422931,4898953.43963035],[381690.477310595,4898952.61539013],[381690.492023454,4898951.78930461],[381690.578450248,4898950.96762088],[381690.735937393,4898950.15655272],[381690.963293928,4898949.36223367],[381691.258800519,4898948.59067058],[381691.620222466,4898947.84769822],[381692.044826596,4898947.13893515],[381692.529401936,4898946.46974124],[381693.070283993,4898945.84517711],[381693.66338247,4898945.26996589],[381694.304212193,4898944.74845748],[381694.987927031,4898944.28459568],[381695.709356544,4898943.88188833],[381696.463045085,4898943.54338082],[381697.243293054,4898943.27163303],[381698.0442,4898943.0687],[381697.6208,4898941.0226],[381713.1973,4898937.3325],[381713.5129,4898939.189],[381718.6837,4898938.6222],[381718.1227,4898937.8192],[381718.1228,4898937.2392],[381718.7127,4898936.5892],[381746.8119,4898929.3899],[381747.5619,4898929.3],[381748.3369,4898929.558],[381750.1118,4898928.2901],[381750.5118,4898926.7901],[381747.6119,4898927.39],[381697.3156,4898939.8004],[381693.1338,4898940.8322],[381692.218146178,4898941.42734373],[381691.359641158,4898942.10231567],[381690.565223227,4898942.85166081],[381689.84131273,4898943.66932308],[381689.193760184,4898944.54869426],[381688.627798993,4898945.48266745],[381688.148003157,4898946.46369444],[381687.758250301,4898947.48384673],[381687.461690338,4898948.53487964],[381687.260720014,4898949.6082989],[381687.156963534,4898950.69542933],[381687.151259442,4898951.78748494],[381687.243653836,4898952.87563992],[381687.4334,4898953.9511],[381721.3237,4899098.7268],[381723.6642,4899101.9739],[381724.9076,4899101.8185],[381724.0176,4899097.4886],[381708.5152,4899030.6889],[381695.6142,4898976.2882],[381694.4141,4898970.6882],[381694.314,4898968.6882],[381694.314,4898966.3883]]]}"
60,1,Concrete,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[381715.113,4898944.889],[381714.213,4898944.789],[381711.3131,4898945.4889],[381715.1528,4898951.9274],[381712.5081,4898958.4499],[381707.7808,4898973.9016],[381703.3843,4898985.8583],[381702.3134,4898990.1102],[381704.4443,4898989.5353],[381704.7943,4898987.0583],[381709.3839,4898974.5186],[381714.1309,4898959.0143],[381718.523,4898947.9291],[381731.7026,4898944.5494],[381731.3126,4898942.9894],[381717.513,4898946.2891],[381716.1131,4898948.589],[381713.7131,4898947.089],[381715.113,4898944.889]]]}"
4044,,,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[384003.2657,4902080.2125],[384002.711869448,4902079.79951129],[384002.122255249,4902079.4394515],[384001.5019,4902079.1354],[383993.8864,4902155.5844],[383994.482738589,4902155.41618369],[383995.065178335,4902155.20480635],[383995.6306,4902154.9514],[384003.2657,4902080.2125]]]}"
4794,,,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[385351.131,4899452.1764],[385340.8278,4899450.9408],[385340.6133,4899452.905],[385350.8908,4899454.2152],[385351.131,4899452.1764]]]}"
4796,,,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[385372.8523,4899322.6254],[385373.046551456,4899323.58441335],[385373.321993523,4899324.52333395],[385373.676613654,4899325.43530149],[385374.107820783,4899326.31365258],[385374.612464251,4899327.15196947],[385375.18685683,4899327.9441269],[385375.826801662,4899328.6843369],[385376.527622926,4899329.36719105],[385377.2842,4899329.9877],[385378.0813,4899328.6555],[385377.44066623,4899328.1533535],[385376.846279916,4899327.59723514],[385376.30267303,4899326.99138509],[385375.813990368,4899326.34042273],[385375.38395795,4899325.64931142],[385375.015854612,4899324.92332061],[385374.712487002,4899324.1679857],[385374.476168184,4899323.38906584],[385374.3087,4899322.5925],[385377.6771,4899292.547],[385384.9526,4899293.2207],[385385.473525711,4899293.2584896],[385385.995741318,4899293.24940609],[385386.515037662,4899293.19352266],[385387.027229115,4899293.09128976],[385387.528187314,4899292.9435314],[385388.01387444,4899292.75143855],[385388.480375761,4899292.5165595],[385388.923931185,4899292.24078742],[385389.340965571,4899291.92634511],[385389.728117541,4899291.57576701],[385390.082266575,4899291.19187886],[385390.400558163,4899290.77777487],[385390.680426814,4899290.3367928],[385390.919616732,4899289.87248704],[385391.1162,4899289.3886],[385391.6086,4899285.7447],[385393.9513,4899285.9545],[385394.6118,4899280.1288],[385395.1981,4899280.1952],[385395.1473,4899280.643],[385397.3283,4899280.8905],[385397.9355,4899275.6258],[385391.0177,4899274.7144],[385389.4419,4899285.1538],[385388.9495,4899288.6008],[385388.801529884,4899288.92605069],[385388.625764125,4899289.23716091],[385388.423541514,4899289.53176095],[385388.196402363,4899289.80760687],[385387.946076769,4899290.06259758],[385387.67447144,4899290.29479085],[385387.383655167,4899290.50241807],[385387.075843071,4899290.68389777],[385386.753379729,4899290.83784763],[385386.418721314,4899290.96309504],[385386.074416889,4899291.05868599],[385385.723088987,4899291.12389238],[385385.367413642,4899291.15821753],[385385.0101,4899291.1614],[385377.9192,4899290.275],[385379.3964,4899277.4719],[385377.9086,4899277.3393],[385372.8523,4899322.6254]]]}"
2848,1,Concrete,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[371282.3568,4900566.1612],[371280.9569,4900566.8812],[371279.7178,4900567.8932],[371278.7568,4900568.8612],[371277.9569,4900570.061],[371280.9569,4900570.2611],[371279.2667,4900625.6597],[371276.6668,4900700.4586],[371275.9572,4900727.0575],[371274.9566,4900749.5576],[371273.8571,4900783.8571],[371273.0574,4900803.3563],[371271.9569,4900840.2558],[371273.257,4900840.9557],[371274.4574,4900800.8564],[371275.357,4900777.4574],[371276.0566,4900753.9574],[371277.3671,4900722.5577],[371278.1467,4900694.1589],[371282.3469,4900570.2811],[371355.0581,4900572.7313],[371354.5581,4900571.3613],[371354.3581,4900571.1613],[371282.4569,4900569.0411],[371282.3568,4900566.1612]]]}"
8262,,,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[372790.6491,4902661.8639],[372789.953847654,4902662.38374134],[372789.304192687,4902662.95955317],[372788.704627981,4902663.58735331],[372788.1593,4902664.2628],[372789.1818,4902664.2564],[372789.6092,4902734.2439],[372788.5126,4902734.2289],[372789.083405834,4902735.02353759],[372789.718939862,4902735.76742246],[372790.414710391,4902736.45529713],[372791.1658,4902737.0823],[372791.3188,4902735.8467],[372824.4427,4902735.7399],[372824.4378,4902734.21],[372791.5318,4902734.3161],[372790.5709,4902664.3633],[372822.6262,4902664.3633],[372822.6262,4902662.7605],[372790.669,4902662.7605],[372790.6491,4902661.8639]]]}"
6942,,,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[383493.4789,4901102.4937],[383492.5688,4901100.0237],[383492.2488,4901098.8337],[383492.6988,4901097.6138],[383493.7488,4901096.8037],[383494.6848,4901096.8337],[383494.7288,4901096.2937],[383494.8288,4901095.6938],[383496.2288,4901095.7938],[383498.9288,4901095.9938],[383504.1289,4901096.3939],[383505.129,4901096.4939],[383506.9289,4901096.5939],[383507.056,4901094.9388],[383492.9287,4901094.2438],[383491.2987,4901093.9537],[383490.8688,4901093.5337],[383490.3687,4901092.7837],[383488.4086,4901086.7328],[383488.3486,4901084.8327],[383488.6386,4901083.5328],[383492.6084,4901068.3328],[383496.7385,4901069.2328],[383498.2985,4901063.4118],[383494.5284,4901062.3219],[383510.3885,4901049.132],[383510.4285,4901048.2919],[383510.5285,4901047.692],[383510.5284,4901046.592],[383510.7274,4901043.992],[383504.9013,4901043.419],[383488.9473,4901056.0519],[383412.1785,4901061.0304],[383405.0331,4900935.0688],[383404.4814,4900906.8736],[383403.7483,4900875.4328],[383402.1764,4900875.9568],[383402.9848,4900906.9719],[383402.9879,4900907.1167],[383403.5547,4900934.8414],[383410.4866,4901061.1404],[383405.8975,4901061.4424],[383406.0265,4901061.5924],[383406.2265,4901061.7924],[383406.7265,4901062.1924],[383407.4265,4901062.7924],[383407.7266,4901062.9924],[383408.2265,4901063.2923],[383409.0905,4901063.8683],[383410.3165,4901063.7923],[383410.3665,4901064.7184],[383411.9566,4901065.7784],[383411.9266,4901065.3924],[383411.8366,4901063.7023],[383444.6069,4901061.8226],[383457.6161,4901068.3916],[383458.0471,4901067.2327],[383460.0671,4901065.0127],[383463.3071,4901062.2427],[383466.1671,4901061.3717],[383468.1671,4901060.7017],[383471.8772,4901060.3218],[383473.6071,4901060.4318],[383476.9572,4901061.1018],[383479.1773,4901062.0617],[383482.8284,4901065.2928],[383485.3584,4901068.8328],[383486.2944,4901072.2058],[383486.5285,4901075.5928],[383486.3985,4901078.4428],[383485.2986,4901082.1827],[383484.9276,4901082.6407],[383489.0187,4901095.7537],[383487.1398,4901096.3327],[383487.7567,4901098.3737],[383489.6788,4901097.7938],[383490.3288,4901100.1037],[383488.4068,4901100.5238],[383488.9988,4901102.4837],[383490.7288,4901101.8137],[383491.1789,4901105.4937],[383490.619,4901112.7537],[383489.76,4901120.9606],[383491.67,4901121.1997],[383493.2689,4901104.3937],[383493.4789,4901102.4937]]]}"
993,1,Concrete,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[385346.1489,4899402.2056],[385345.9192,4899404.3092],[385356.3729,4899405.2553],[385356.6329,4899403.0353],[385346.1489,4899402.2056]]]}"
266,1,Concrete,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[385354.7987,4899322.985],[385354.5248,4899325.4934],[385365.3508,4899326.7327],[385365.6468,4899323.9687],[385354.7987,4899322.985]]]}"
7242,,,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[379631.4984,4897576.7614],[379634.1764,4897579.5384],[379652.121,4897581.14],[379652.272,4897579.7808],[379659.1185,4897581.6938],[379667.8253,4897583.1602],[379668.657081374,4897582.83582461],[379669.455890054,4897582.4370962],[379670.215096117,4897581.96732413],[379670.928398337,4897581.43040738],[379671.589876475,4897580.83080224],[379672.194040422,4897580.17348529],[379672.735875762,4897579.4639121],[379673.210885392,4897578.70797196],[379673.615126845,4897577.91193898],[379673.945245015,4897577.08242006],[379674.1985,4897576.2263],[379674.982921342,4897572.10131469],[379675.399808312,4897567.9231541],[379675.4459,4897563.7245],[379673.5313,4897563.7084],[379673.510671145,4897566.43415695],[379673.404970141,4897569.15794178],[379673.2143,4897571.8771],[379673.008362897,4897573.13509971],[379672.693096515,4897574.37024361],[379672.270921224,4897575.57304924],[379671.745078157,4897576.73428238],[379671.119604326,4897577.84502801],[379670.399301633,4897578.89675867],[379669.5897,4897579.8814],[379669.547980477,4897579.93349455],[379669.50182492,4897579.9817027],[379669.45159374,4897580.025648],[379669.397679176,4897580.0649873],[379669.340502228,4897580.09941342],[379669.280509371,4897580.12865752],[379669.218169067,4897580.15249127],[379669.153968111,4897580.17072854],[379669.088407825,4897580.18322693],[379669.022000146,4897580.18988884],[379668.955263629,4897580.19066225],[379668.888719397,4897580.18554113],[379668.822887068,4897580.17456545],[379668.758280706,4897580.15782094],[379668.695404799,4897580.13543833],[379668.634750323,4897580.10759241],[379668.576790906,4897580.07450061],[379668.521979135,4897580.03642135],[379668.470743015,4897579.99365195],[379668.423482631,4897579.94652641],[379668.380567022,4897579.8954127],[379668.342331302,4897579.84070995],[379668.309074041,4897579.78284532],[379668.281054931,4897579.72227066],[379668.258492766,4897579.65945896],[379668.241563724,4897579.5949007],[379668.2304,4897579.5291],[379668.178500928,4897579.42726214],[379668.117856551,4897579.33037704],[379668.04893575,4897579.23919378],[379667.972271399,4897579.15441737],[379667.888456242,4897579.07670326],[379667.798138311,4897579.00665232],[379667.702015914,4897578.94480615],[379667.600832239,4897578.89164294],[379667.495369605,4897578.84757372],[379667.386443415,4897578.81293923],[379667.274895851,4897578.78800724],[379667.161589363,4897578.77297051],[379667.0474,4897578.76794532],[379666.933210637,4897578.77297051],[379666.819904149,4897578.78800724],[379666.708356585,4897578.81293923],[379666.599430396,4897578.84757372],[379666.493967762,4897578.89164294],[379666.392784087,4897578.94480615],[379666.29666169,4897579.00665232],[379666.206343758,4897579.07670326],[379666.122528601,4897579.15441737],[379666.04586425,4897579.23919378],[379665.97694345,4897579.33037704],[379665.916299072,4897579.42726214],[379665.8644,4897579.5291],[379665.7637,4897580.6869],[379659.5213,4897580.2338],[379653.4299,4897578.5222],[379652.2174,4897578.4248],[379652.2217,4897576.1058],[379646.1806,4897575.8037],[379646.0788,4897577.932],[379631.4984,4897576.7614]]]}"
909,3,Paved,6,PAVEMENT,"{""type"":""Polygon"",""coordinates"":[[[385380.5894,4899410.8734],[385380.3472,4899413.4671],[385396.3392,4899414.8787],[385396.0032,4899417.9087],[385400.5392,4899418.3127],[385400.8113,4899415.5677],[385422.2245,4899417.0384],[385427.0136,4899417.2393],[385427.2506,4899414.7974],[385396.0762,4899412.2687],[385397.3162,4899395.6666],[385428.4827,4899398.4223],[385428.5817,4899397.1173],[385397.6462,4899394.1466],[385397.6312,4899392.5856],[385397.1512,4899392.5776],[385397.3512,4899389.7776],[385396.1572,4899389.6736],[385396.0761,4899394.0166],[385382.2682,4899392.5835],[385382.1181,4899394.5027],[385395.6661,4899395.4766],[385394.3162,4899412.1987],[385380.5894,4899410.8734]]]}"
6744,,,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[374792.4134,4901910.9386],[374792.887197625,4901912.38191711],[374793.493707633,4901913.77468201],[374794.227629323,4901915.10472239],[374795.082548454,4901916.36041412],[374796.050993312,4901917.53078288],[374797.1245,4901918.6056],[374798.6638,4901917.0623],[374797.0458,4901914.965],[374796.8661,4901912.3883],[374795.4878,4901909.4521],[374792.4134,4901910.9386]]]}"
5307,,,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[379675.4459,4897563.7245],[379675.222054479,4897559.18210382],[379674.656213125,4897554.66953321],[379673.7516,4897550.2125],[379673.5188,4897549.2973],[379673.125126512,4897549.02165012],[379672.708490238,4897548.78211749],[379672.272195496,4897548.58060181],[379671.819702518,4897548.41870131],[379671.3546,4897548.2977],[379672.500098,4897553.36943152],[379673.227286265,4897558.51781218],[379673.5313,4897563.7084],[379675.4459,4897563.7245]]]}"
3665,,,1,CONCRETE,"{""type"":""Polygon"",""coordinates"":[[[374849.6922,4900643.7647],[374849.168502363,4900643.10806593],[374848.591011699,4900642.49820362],[374847.963887749,4900641.93950597],[374847.291647767,4900641.43599736],[374846.579133986,4900640.99130463],[374845.831478737,4900640.60863096],[374845.054067477,4900640.2907328],[374844.2525,4900640.0399],[374823.5485,4900639.1733],[374822.305151951,4900639.23307924],[374821.071460509,4900639.39889044],[374819.856451341,4900639.66952053],[374818.669013432,4900640.0429896],[374817.51783406,4900640.51656533],[374816.411335232,4900641.08678307],[374815.357612076,4900641.74947111],[374814.364373613,4900642.49978124],[374813.438886359,4900643.33222419],[374812.587921163,4900644.24070983],[374811.817703672,4900645.2185917],[374811.133868784,4900646.25871562],[374810.541419425,4900647.35347207],[374810.044689943,4900648.49485183],[374809.647314404,4900649.67450458],[374809.3522,4900650.8838],[374804.4554,4900791.246],[374804.758477563,4900792.16753136],[374805.140348104,4900793.0592998],[374805.59813295,4900793.91458285],[374806.128381156,4900794.72693308],[374806.727095522,4900795.49022671],[374807.389762727,4900796.19870977],[374808.111387351,4900796.84704144],[374808.886529531,4900797.43033439],[374809.70934597,4900797.94419153],[374810.573633987,4900798.38473924],[374811.472878271,4900798.74865651],[374812.4003,4900799.0332],[374844.4994,4900800.225],[374845.3734,4900799.4305],[374846.009,4900798.477],[374846.4063,4900792.9948],[374845.6118,4900792.1208],[374844.4994,4900791.6441],[374844.1467,4900797.5099],[374843.335,4900798.4231],[374815.0269,4900797.4084],[374814.553718157,4900797.40411367],[374814.082540339,4900797.36039991],[374813.616646069,4900797.27756298],[374813.159278094,4900797.15617944],[374812.713619816,4900796.99709415],[374812.282773135,4900796.8014144],[374811.86973686,4900796.57050215],[374811.477385831,4900796.30596463],[374811.108450916,4900796.00964309],[374810.7655,4900795.6836],[374808.3304,4900793.0455],[374808.078652096,4900792.77873547],[374807.850103994,4900792.49184509],[374807.646358078,4900792.1868403],[374807.468842836,4900791.86585952],[374807.318802852,4900791.53115319],[374807.197290078,4900791.18506798],[374807.105156455,4900790.83003035],[374807.043047946,4900790.46852952],[374807.0114,4900790.1031],[374808.7362,4900720.2461],[374811.4757,4900653.2807],[374811.711663279,4900652.08974759],[374812.04948384,4900650.92358997],[374812.486643078,4900649.79092139],[374813.019881772,4900648.70018641],[374813.645224383,4900647.65951694],[374814.358008696,4900646.67667166],[374815.15292058,4900645.75897814],[374816.024033604,4900644.91327818],[374816.964853221,4900644.14587688],[374817.968365194,4900643.46249555],[374819.027087881,4900642.86822912],[374820.133128022,4900642.36750812],[374821.278239582,4900641.96406565],[374822.453885234,4900641.66090955],[374823.6513,4900641.4603],[374842.7262,4900641.9676],[374843.457383437,4900642.16928307],[374844.167557,4900642.43566397],[374844.851008711,4900642.76460019],[374845.502241514,4900643.15344606],[374846.116017493,4900643.59907407],[374846.6874,4900644.0979],[374848.2426,4900644.1613],[374849.6922,4900643.7647]]]}"
