NAME,COUNCILLOR,URL,POPULATION,GeoJSON
Countryside,Gary Oosterhof ,https://www.cityofkingston.ca/city-hall/mayor-and-council/district1,9065,"{""type"":""Polygon"",""coordinates"":[[[389937.5466,4900351.8222],[389926.2472,4901081.7585],[389980.0877,4901293.7555],[390001.2577,4901381.662],[390035.6536,4901500.7247],[390056.8203,4901561.579],[390006.5494,4901640.9542],[389942.3878,4901720.3294],[389893.4398,4901847.3296],[389881.5335,4901869.8192],[389864.3356,4901888.3401],[389839.2001,4901897.6005],[389770.4944,4901898.5122],[389748.8655,4901901.3374],[389719.3513,4901903.2323],[389667.9518,4901863.5416],[389645.7778,4901908.3834],[389609.5587,4901992.3542],[389584.782,4902043.7641],[389579.396,4902055.8761],[389576.164,4902064.4891],[389575.0031,4902067.6821],[389573.9492,4902070.9111],[389573.0062,4902074.1751],[389572.1742,4902077.4681],[389571.4532,4902080.7881],[389570.8452,4902084.1301],[389570.3512,4902087.4911],[389569.9702,4902090.8671],[389558.3903,4902161.6571],[389538.9995,4902276.0501],[389537.5805,4902284.4312],[389536.4396,4902292.8541],[389535.5786,4902301.3102],[389534.9966,4902309.7901],[389534.6965,4902318.2852],[389534.6775,4902326.7852],[389534.9396,4902335.2812],[389535.4836,4902343.7632],[389536.3075,4902352.2232],[389545.2284,4902407.0373],[389546.5855,4902414.9683],[389547.6795,4902422.9403],[389548.5084,4902430.9444],[389549.0725,4902438.9713],[389549.3696,4902447.0124],[389549.3996,4902455.0593],[389542.0667,4902575.7415],[389534.7325,4902670.4825],[389531.6288,4902720.3916],[389524.7872,4902848.8727],[389523.731,4902868.7068],[389506.2107,4903078.6259],[389491.5194,4903319.9172],[389456.9133,4903871.4824],[389454.2887,4903914.0716],[389454.1797,4903917.4267],[389453.9567,4903920.7757],[389453.6218,4903924.1156],[389453.1728,4903927.4416],[389452.6128,4903930.7517],[389451.9409,4903934.0397],[389451.1579,4903937.3037],[389450.2649,4903940.5387],[389449.263,4903943.7428],[389448.1539,4903946.9108],[389446.9379,4903950.0388],[389445.6169,4903953.1247],[389444.1919,4903956.1637],[389442.666,4903959.1528],[389441.039,4903962.0888],[389439.314,4903964.9678],[389437.492,4903967.7878],[389435.577,4903970.5438],[389433.569,4903973.2328],[389431.471,4903975.8537],[389429.286,4903978.4008],[389404.46,4904005.8048],[389401.734,4904009.0538],[389399.119,4904012.3928],[389396.619,4904015.8178],[389394.235,4904019.3249],[389391.9711,4904022.9109],[389389.8291,4904026.5718],[389387.8121,4904030.3018],[389385.9221,4904034.0989],[389384.1611,4904037.9569],[389382.5312,4904041.8719],[389381.0341,4904045.8399],[389379.6721,4904049.856],[389378.4471,4904053.916],[389378.0521,4904055.4041],[389377.3592,4904058.0149],[389371.4743,4904086.0421],[389365.5207,4904140.6343],[389343.9681,4904454.422],[389304.9253,4905032.3075],[389292.1773,4905220.9945],[389279.6246,4905403.4675],[389247.445,4905830.4933],[389229.2476,4906109.1061],[389220.6161,4906136.248],[389106.2587,4906080.075],[389014.6564,4906030.6594],[388913.1593,4905970.7151],[388832.0173,4905918.803],[388748.5481,4905863.792],[388500.4191,4905699.431],[388393.7091,4905630.0818],[388341.0111,4905596.5873],[388312.4608,4905581.3622],[388282.6048,4905568.983],[388127.2787,4905504.5798],[387950.0496,4905431.0952],[387913.4185,4905419.3551],[387889.9279,4905413.1451],[387725.4512,4905386.2064],[387616.1314,4905373.8038],[387428.811,4905354.5708],[387386.9209,4905347.1935],[387347.139,4905336.1283],[387306.9531,4905322.736],[387005.5607,4905222.2946],[386978.5698,4905211.9505],[386843.6646,4905158.7744],[386663.888,4905084.5239],[386636.6312,4905073.2664],[386261.3244,4904919.7312],[386159.7913,4904879.1843],[386042.4752,4904832.3345],[385921.7121,4904789.4579],[385919.3291,4904788.8799],[385916.9282,4904788.3829],[385914.5112,4904787.9669],[385912.0823,4904787.6329],[385909.6423,4904787.3809],[385907.1963,4904787.2111],[385904.7453,4904787.1241],[385902.2933,4904787.1201],[385899.8423,4904787.1981],[385897.3954,4904787.3601],[385894.9554,4904787.6031],[385892.5254,4904787.9291],[385890.1075,4904788.3371],[385887.7045,4904788.8261],[385885.3195,4904789.3961],[385882.9545,4904790.0471],[385880.6136,4904790.7761],[385878.2986,4904791.5842],[385876.0116,4904792.4702],[385873.7567,4904793.4332],[385871.5347,4904794.4712],[385869.35,4904795.5845],[385875.4805,4904805.86],[385881.2654,4904816.3339],[385886.6962,4904826.9957],[385891.7691,4904837.8335],[385896.4779,4904848.8334],[385900.8168,4904859.9852],[385904.7807,4904871.275],[385908.3665,4904882.6918],[385924.5548,4904954.9189],[385927.8965,4904971.0916],[385731.4842,4904846.4125],[385675.9079,4904815.6992],[385610.5259,4904783.025],[385483.0318,4904727.8038],[385373.5191,4904690.5535],[385206.4483,4904638.2258],[385143.2703,4904618.4381],[384957.6288,4904561.2985],[384866.9378,4904533.384],[384736.1573,4904493.0954],[384590.6018,4904447.9445],[383707.1581,4904173.9027],[383612.1222,4904144.2595],[383123.513,4903991.8548],[382760.7482,4903879.3932],[382605.2035,4903831.1724],[382520.9327,4903801.4676],[382383.2882,4903757.1779],[382384.7032,4903761.6342],[382297.6462,4903733.9108],[382269.9221,4903724.6759],[382242.5201,4903714.5281],[382215.468,4903703.4794],[382188.7977,4903691.5406],[382162.5366,4903678.7259],[382136.7145,4903665.0471],[382111.3603,4903650.5224],[382086.5001,4903635.1657],[382062.1628,4903618.9939],[382038.3735,4903602.0252],[381938.1541,4903530.6694],[381710.8654,4903368.8408],[381708.2169,4903366.9551],[381646.1685,4903322.7768],[381170.9397,4902987.9935],[381114.753004556,4902950.52765823],[381055.829970507,4902917.5320509],[380994.525515139,4902889.20542391],[380931.2089,4902865.7184],[380931.0019,4902865.6506],[380925.694623284,4902863.93329751],[380920.376450483,4902862.25004114],[380915.0476,4902860.6009],[380848.863666807,4902843.1661796],[380781.514185683,4902830.98710407],[380713.415828448,4902824.13902183],[380644.9899,4902822.6643],[380615.1437,4902823.3803],[380585.3386,4902825.1093],[380555.6096,4902827.8484],[380525.9905,4902831.5943],[380357.4385,4902851.9663],[380234.2158,4902866.6532],[379733.0337,4902926.389],[379663.1225,4902934.6228],[379600.2872,4902942.0231],[379504.141777542,4902954.11903818],[379408.849198726,4902971.7138784],[379314.7237,4902994.7496],[379302.002417382,4902998.30631657],[379289.309391002,4903001.96259138],[379276.6454,4903005.7182],[379163.0297,4903043.516],[379029.8625,4903096.303],[378826.3236,4903178.2949],[378817.5654,4903181.823],[378812.6933,4903183.7781],[378812.2503,4903183.9561],[378312.8491,4903386.2595],[378218.098,4903423.8317],[377768.6448,4903601.4965],[377659.665961733,4903641.09589569],[377548.189102993,4903672.99274969],[377434.7579,4903697.0315],[377399.7076,4903703.0302],[377032.5444,4903765.8691],[376770.7707,4903808.4996],[376704.2153,4903820.319],[376638.1169,4903834.4675],[376572.5545,4903850.928],[376507.611,4903869.6796],[376443.3657,4903890.6991],[376379.8983,4903913.9616],[376317.2861,4903939.4369],[376219.1995,4903982.8092],[376146.5116,4904017.9695],[376007.6416,4904085.1441],[375674.663,4904244.7449],[375531.3517,4904314.4552],[375479.6992,4904339.5809],[375459.924,4904349.2003],[375369.2567,4904395.3305],[375153.834,4904501.1648],[375012.5837,4904568.7576],[374977.9401,4904584.8984],[374943.8693,4904602.2141],[374910.4097,4904620.6838],[374877.6011,4904640.2865],[374844.3395,4904662.5642],[374811.4649,4904686.4239],[374782.3032,4904708.6936],[374753.6706,4904730.4324],[374724.7298,4904754.786],[374623.9162,4904839.6202],[374598.9592,4904860.3402],[374390.0482,4905033.7843],[374315.9009,4905095.3205],[374250.574364127,4905142.10590306],[374181.238305047,4905182.71305932],[374108.47528522,4905216.80078694],[374032.896660474,4905244.08268039],[373955.137443386,4905264.32951684],[373875.850967899,4905277.37118213],[373795.7034,4905283.0981],[373759.731941896,4905283.07300633],[373723.791559234,4905281.57790701],[373687.9423,4905278.6153],[373605.21506532,4905266.07430363],[373524.052784012,4905245.73330954],[373445.189155601,4905217.77619843],[373369.3371,4905182.4557],[373277.0377,4905130.0513],[373238.9269,4905110.3999],[373163.841976625,4905077.35758171],[373085.98383442,4905051.51865354],[373006.041785647,4905033.11187885],[372924.723592303,4905022.30022089],[372842.7492,4905019.1794],[372768.8186,4905020.139],[372744.2119,4905020.2908],[372587.7705,4905021.2556],[371753.1917,4905026.1846],[371682.1004,4905026.5509],[371091.7694,4905029.5929],[370775.6118,4905032.9693],[370616.46,4905035.2716],[370326.0728,4905039.4725],[370189.4506,4905041.7529],[370022.2034,4905043.0849],[369877.0132,4905042.8503],[369802.0685,4905040.608],[369712.185,4905035.1284],[369658.9693,4905030.5137],[369513.2975,4905017.8815],[369387.1774,4905006.513],[369280.3412,4904996.3308],[369010.4683,4904972.5126],[368629.4701,4904938.6392],[368202.9652,4904900.2687],[367747.6383,4904860.4565],[367702.7487,4904856.5929],[367659.2172,4904853.3533],[367640.3203,4904852.6231],[367615.5966,4904851.6678],[367571.9441,4904851.5372],[366966.4149,4904851.0307],[366956.2445,4904872.4057],[366935.6649,4904915.6578],[366825.1167,4905150.9702],[366459.7469,4905940.4009],[366167.382,4906542.6347],[366158.938,4906560.2208],[365825.1102,4907265.7513],[365816.5234,4907283.9422],[365807.7646,4907302.5551],[365799.0426,4907320.7841],[365600.859,4907726.7286],[365474.3632,4907984.7639],[365346.1906,4908266.9978],[365337.8376,4908284.8737],[365206.2017,4908565.9824],[364496.2099,4910026.6637],[364490.602,4910038.2257],[364361.8765,4910327.8582],[364291.2215,4910503.2688],[364092.9272,4910995.738],[363873.4928,4911509.4425],[363502.3823,4912360.1953],[363493.8772,4912378.62],[364025.4589,4912384.8061],[364116.827,4912382.6364],[364256.4922,4912379.9519],[364313.8742,4912382.569],[364808.5155,4912397.6028],[365070.4324,4912405.7497],[365524.1167,4912419.6532],[365834.0425,4912451.2001],[365973.2493,4912465.3426],[366366.3005,4912517.7909],[366736.4921,4912562.335],[366752.425,4912564.5591],[367524.2264,4912622.2026],[367915.0334,4912647.6404],[367950.0472,4912648.8237],[368586.4748,4912670.8018],[368679.3542,4912671.54],[369201.9997,4912675.5878],[369507.4849,4912676.2936],[369992.6441,4912668.0979],[370072.9347,4912664.531],[370270.7787,4912655.2468],[370425.9489,4912645.5819],[371048.6082,4912639.0785],[371608.2473,4912647.4535],[372256.9987,4912691.9354],[372860.6854,4912714.6348],[373294.474,4912726.1746],[373389.2116,4912728.666],[373463.8491,4912730.5433],[373768.4185,4912732.7377],[374074.0096,4912736.5429],[374345.7231,4912730.9153],[374639.1908,4912726.9983],[374719.9667,4912730.414],[375019.9686,4912749.0917],[375020.0058,4912154.066],[375001.2593,4911650.2401],[374999.2593,4911573.2405],[374996.2593,4911483.2401],[374993.2592,4911403.2405],[374992.2592,4911333.2409],[374990.2591,4911279.2403],[374978.1697,4910688.4756],[374978.3716,4910682.3477],[375370.3227,4910701.6877],[375494.0248,4910705.4982],[375570.1943,4910707.4065],[375772.3087,4910714.2772],[375872.856,4910716.7806],[375970.2922,4910719.259],[376558.519,4910733.1081],[376590.5168,4910733.8702],[376630.1685,4910734.8513],[376641.7365,4910735.0893],[376750.2957,4910737.6314],[376942.3654,4910741.5735],[377328.3165,4910759.1544],[377340.4425,4910759.2863],[377687.9454,4910765.2482],[377715.0333,4910765.6],[378121.6305,4910774.6086],[378512.875,4910790.5319],[378903.1617,4910817.2244],[379292.0309,4910834.3363],[379686.7877,4910850.9024],[380076.3373,4910868.7975],[380099.0423,4910869.3302],[380318.3094,4910881.1772],[380561.5956,4910896.915],[380779.2983,4910904.4385],[380833.9932,4910906.6499],[381758.9511,4910972.7059],[382406.5904,4911018.9567],[382640.1539,4911035.7204],[382833.5756,4911049.2159],[383044.7991,4911064.0043],[383169.7235,4911072.8084],[383593.2815,4911085.336],[383983.8674,4911100.4455],[384320.79,4911111.7256],[384643.928,4911125.444],[384674.756,4911123.5492],[384715.602,4911123.7714],[385028.9547,4911133.8701],[385100.4677,4911135.9964],[385112.6797,4911136.2655],[385895.1928,4911166.6383],[385965.9602,4911170.4753],[386284.0464,4911186.6334],[386664.5057,4911198.7607],[386676.4165,4910951.2089],[386678.4981,4910914.8868],[388209.5733,4911227.3041],[388233.7216,4911248.8642],[388262.7208,4911279.8644],[388290.7209,4911311.8634],[388317.721,4911344.8635],[388345.7212,4911374.8647],[388372.7204,4911406.8638],[388399.7216,4911441.8639],[388430.7208,4911471.864],[388457.721,4911499.8642],[388483.7214,4911524.8644],[388508.7208,4911543.8645],[388531.7212,4911566.8646],[388555.7216,4911594.8637],[388581.7208,4911620.8639],[388607.7211,4911648.864],[388635.7214,4911680.8642],[388643.7211,4911689.8643],[388692.7361,4911748.6284],[388743.3641,4911808.6847],[388788.3673,4911863.1098],[388838.9964,4911938.18],[388883.9997,4911996.3592],[388931.05,4912041.2585],[388945.7208,4912058.8635],[388970.7215,4912091.8645],[388985.7212,4912105.8637],[389006.7209,4912131.8638],[389027.7206,4912161.8638],[389042.7215,4912194.8638],[389054.7212,4912228.8638],[389067.721,4912265.8638],[389083.7207,4912302.8639],[389106.7215,4912340.864],[389130.7212,4912376.864],[389157.721,4912411.8641],[389189.7207,4912447.8641],[389218.7215,4912481.8642],[389244.7213,4912515.8643],[389272.721,4912546.8643],[389300.7208,4912578.8644],[389319.7207,4912597.8643],[389331.7216,4912610.8644],[389361.7213,4912633.8644],[389397.7211,4912642.8646],[389433.7209,4912644.8637],[389466.7208,4912643.8638],[389488.5418,4912622.853],[389523.7108,4912599.8793],[389558.6036,4912600.1554],[389583.8036,4912600.4325],[389601.7214,4912598.8645],[389629.7203,4912588.8637],[389686.7212,4912570.8641],[389711.7211,4912561.8641],[389712.7211,4912560.8641],[389728.721,4912553.8642],[389737.721,4912549.8643],[389802.7207,4912521.8637],[389833.7215,4912507.8638],[389865.7213,4912497.8639],[389902.7211,4912491.8641],[389940.7208,4912484.8642],[389979.7206,4912475.8644],[390018.7213,4912472.8636],[390030.7213,4912468.8647],[390092.4008,4912475.4139],[390154.8803,4912481.9711],[390235.7846,4912491.8803],[390256.7214,4912492.8644],[390353.8379,4912464.6288],[390484.9451,4912426.7033],[390532.1559,4912412.6025],[390657.8204,4912377.3688],[390842.8922,4912411.3057],[390875.2911,4912414.9887],[391048.4941,4912434.4317],[391158.3397,4912449.0825],[391256.7305,4912463.9322],[391262.6924,4912464.3442],[391269.3254,4912465.5482],[391301.7494,4912467.3961],[391332.2613,4912470.448],[391349.7212,4912475.8639],[391482.7208,4912563.864],[391618.67,4912731.5056],[391643.1237,4912760.3803],[391659.4364,4912781.7771],[391665.1373,4912788.7749],[391670.4833,4912795.3989],[391711.7827,4912845.4714],[391735.5243,4912874.5412],[391757.2239,4912902.361],[391785.0135,4912935.5486],[391808.7212,4912965.8643],[391745.4256,4913024.821],[391574.1855,4913178.8163],[391487.7209,4913264.8639],[391485.7213,4913338.8644],[391686.7207,4913927.8639],[391937.9728,4913920.7806],[392043.0426,4913920.2536],[392240.3031,4913911.7215],[392410.6538,4913902.2876],[392416.7207,4913901.8646],[392633.7212,4914148.8642],[392677.721,4914133.8642],[392698.7208,4914143.8641],[392739.6214,4914163.7499],[392781.075,4914180.8077],[392927.721,4914267.8636],[392969.7207,4914275.8644],[393040.7205,4914337.8637],[393150.7212,4914458.864],[393206.7212,4914482.8635],[393292.7206,4914505.8639],[393392.7213,4914578.8637],[393417.7208,4914586.8635],[393488.7213,4914623.8638],[393563.7205,4914685.8638],[393620.8688,4914748.7258],[393683.6863,4914797.129],[393724.5345,4914895.7366],[393734.5662,4914988.2114],[393822.9619,4915153.739],[393892.023,4915213.2341],[393993.3321,4915387.7525],[394118.4579,4915531.233],[394204.0872,4915600.7268],[394245.6409,4915616.7405],[394346.0038,4915707.5259],[394394.299,4915787.7206],[394442.6251,4915879.2201],[394461.8246,4915940.2161],[394475.2582,4915982.2185],[394493.1087,4916032.7267],[394527.0172,4916213.7208],[394594.1432,4916416.7211],[394658.1731,4916582.2189],[394695.0459,4916681.7161],[394721.4819,4916814.2127],[394801.7334,4916899.8451],[394814.2633,4916913.1968],[394883.7008,4916998.7151],[395011.0578,4917121.5916],[395092.1699,4917302.2022],[395046.7284,4917348.1965],[394946.3558,4917454.1951],[394968.4244,4917616.6832],[394994.9515,4917679.707],[395078.9818,4917879.695],[395190.3586,4918041.6793],[395250.5489,4918120.1839],[395304.5481,4918190.6888],[395367.0115,4918270.6444],[395431.7416,4918429.6748],[395442.0233,4918521.1154],[395447.4767,4918561.9947],[395457.0202,4918628.7647],[395469.9843,4918767.6814],[395484.2677,4918815.4826],[395502.7628,4918842.173],[395536.2939,4918865.1033],[395576.0199,4918884.5507],[395632.1299,4918912.9157],[395675.84,4918951.6676],[395743.677,4919128.67],[395764.9274,4919204.1691],[395748.7173,4919328.154],[395858.6209,4919590.657],[395838.5292,4919778.6664],[395915.0009,4919964.6538],[395914.3748,4920058.0342],[395914.1779,4920085.0798],[395913.5627,4920178.6502],[395915.4347,4920181.1642],[396304.5364,4920815.6322],[396438.8013,4921008.6488],[396715.7784,4921200.6327],[396833.5511,4921504.1328],[396856.4579,4922183.6242],[396905.2536,4922465.6098],[397292.8204,4922823.1126],[397908.5643,4923407.5943],[398131.0953,4923584.0938],[398221.3428,4923958.6001],[398255.8567,4924187.0891],[398274.1146,4924305.595],[398624.3146,4924692.1023],[398717.6916,4924843.0934],[398934.2939,4925070.589],[399144.6647,4925250.0687],[399422.2869,4925345.1072],[399741.547,4925582.0956],[400147.168,4925872.5915],[400368.295,4926068.4314],[400383.4657,4925959.426],[400428.7254,4925624.3784],[400530.4656,4924698.5635],[400534.7665,4924659.9266],[400535.2455,4924655.3065],[400555.1438,4924469.0388],[400672.396,4923284.1968],[400710.2807,4922265.0544],[400703.9913,4922264.9113],[400655.5367,4922265.9103],[400739.6982,4921257.99],[400843.1678,4920017.8384],[400923.0108,4919060.9612],[401007.5019,4918048.2898],[401009.1255,4918035.9089],[401009.1947,4918032.373],[401074.3677,4916685.0461],[401112.8933,4915901.2884],[401120.1572,4915730.8159],[401118.6627,4915697.6912],[401171.8997,4914975.8511],[401206.3429,4914406.611],[401229.3277,4914031.8668],[401266.2245,4913778.5566],[401267.6753,4913765.8307],[401309.7754,4913445.7283],[401365.0185,4913036.235],[401427.1886,4912525.4178],[401474.0555,4912155.6751],[401478.4695,4912135.0149],[401494.3689,4911968.0652],[401497.5303,4911937.652],[401534.9916,4911650.4488],[401526.5684,4911636.0328],[401522.7869,4911106.5266],[401512.2239,4909514.949],[401511.2074,4909365.6975],[401509.6744,4909106.8561],[401511.4919,4908727.7062],[401509.3805,4908524.8053],[401533.8803,4908090.5975],[401535.1494,4908064.2969],[401567.2889,4906992.3406],[401573.7253,4906993.4435],[401565.8403,4906492.292],[400087.7869,4906247.011],[399146.113,4906417.9575],[398194.3478,4906101.6596],[397212.094,4905772.2346],[395726.1733,4904621.4545],[394282.3563,4903417.0301],[394065.0872,4903235.7926],[393668.7206,4902907.8636],[393319.7206,4902642.8635],[392304.721,4902098.8641],[391974.7206,4901939.8642],[391754.7207,4901794.8643],[391419.7206,4901523.8644],[390578.721,4900888.8637],[389937.5466,4900351.8222]]]}"
Pittsburgh,Ryan Boehme,https://www.cityofkingston.ca/city-hall/mayor-and-council/district12,10875,"{""type"":""Polygon"",""coordinates"":[[[382468.3393,4897456.4082],[382296.8075,4898064.6057],[382275.6408,4898429.7314],[382341.7867,4898723.4195],[382324.4958,4898997.9735],[382324.1971,4899002.6504],[382313.2215,4899174.5214],[382306.9276,4899306.7783],[382319.5389,4899539.8017],[382338.4446,4899653.165],[382382.5519,4899747.6338],[382455.5075,4899848.6066],[382464.4603,4899860.9975],[382565.271,4899968.0641],[382596.8406,4899997.2214],[382893.4746,4900271.1889],[382934.6163,4900331.0037],[382968.2152,4900389.773],[383006.3279,4900471.9035],[383025.2333,4900553.7782],[383031.5366,4900616.7595],[382965.7241,4900846.2819],[382760.6246,4900988.3529],[382666.1165,4901057.6339],[382546.407,4901152.1059],[382489.7024,4901202.4913],[382420.3987,4901328.4539],[382414.1965,4901458.7162],[382414.1014,4901460.7141],[382423.5663,4901563.1828],[382426.0818,4901588.7132],[382496.0131,4901731.5328],[382609.4214,4901863.792],[382855.1392,4902122.0117],[383119.7468,4902348.7446],[383374.0436,4902780.3117],[383390.6538,4902808.501],[383409.5572,4902909.2669],[383428.4585,4902940.7574],[383453.6609,4902984.8428],[383504.0626,4903035.2275],[383541.8646,4903079.3133],[383573.3669,4903129.6979],[383623.7703,4903205.2736],[383611.1724,4903261.9532],[383604.8744,4903324.9319],[383573.3758,4903400.5046],[383573.3788,4903469.7813],[383592.2808,4903532.7616],[383630.0828,4903576.8478],[383674.1842,4903614.6373],[383781.2862,4903671.3224],[383857.8653,4903683.9954],[383938.7879,4903690.2206],[384001.515,4903683.9526],[384058.4886,4903683.9272],[384096.2891,4903690.2262],[384178.19,4903709.1233],[384260.0934,4903778.4038],[384354.601,4903923.2591],[384394.0808,4904037.6978],[384417.2208,4904104.7728],[384335.7892,4904084.769],[384345.9996,4904103.0021],[384353.997,4904123.9924],[384354.9927,4904128.9992],[384355.0037,4904129.9965],[384360.0016,4904138.996],[384360.0053,4904149.9965],[384358.4393,4904149.5574],[384440.8272,4904328.4238],[384444.8401,4904337.1359],[384447.9983,4904340.9972],[384448.6775,4904345.9546],[384473.4465,4904411.6032],[384590.6018,4904447.9445],[384736.1573,4904493.0954],[384866.9378,4904533.384],[384957.6288,4904561.2985],[385143.2703,4904618.4381],[385206.4483,4904638.2258],[385373.5191,4904690.5535],[385483.0318,4904727.8038],[385610.5259,4904783.025],[385675.9079,4904815.6992],[385731.4842,4904846.4125],[385927.8965,4904971.0916],[385924.5548,4904954.9189],[385908.3665,4904882.6918],[385904.7807,4904871.275],[385900.8168,4904859.9852],[385896.4779,4904848.8334],[385891.7691,4904837.8335],[385886.6962,4904826.9957],[385881.2654,4904816.3339],[385875.4805,4904805.86],[385869.35,4904795.5845],[385871.5347,4904794.4712],[385873.7567,4904793.4332],[385876.0116,4904792.4702],[385878.2986,4904791.5842],[385880.6136,4904790.7761],[385882.9545,4904790.0471],[385885.3195,4904789.3961],[385887.7045,4904788.8261],[385890.1075,4904788.3371],[385892.5254,4904787.9291],[385894.9554,4904787.6031],[385897.3954,4904787.3601],[385899.8423,4904787.1981],[385902.2933,4904787.1201],[385904.7453,4904787.1241],[385907.1963,4904787.2111],[385909.6423,4904787.3809],[385912.0823,4904787.6329],[385914.5112,4904787.9669],[385916.9282,4904788.3829],[385919.3291,4904788.8799],[385921.7121,4904789.4579],[386042.4752,4904832.3345],[386159.7913,4904879.1843],[386261.3244,4904919.7312],[386636.6312,4905073.2664],[386663.888,4905084.5239],[386843.6646,4905158.7744],[386978.5698,4905211.9505],[387005.5607,4905222.2946],[387306.9531,4905322.736],[387347.139,4905336.1283],[387386.9209,4905347.1935],[387428.811,4905354.5708],[387616.1314,4905373.8038],[387725.4512,4905386.2064],[387889.9279,4905413.1451],[387913.4185,4905419.3551],[387950.0496,4905431.0952],[388127.2787,4905504.5798],[388282.6048,4905568.983],[388312.4608,4905581.3622],[388341.0111,4905596.5873],[388393.7091,4905630.0818],[388500.4191,4905699.431],[388748.5481,4905863.792],[388832.0173,4905918.803],[388913.1593,4905970.7151],[389014.6564,4906030.6594],[389106.2587,4906080.075],[389220.6161,4906136.248],[389229.2476,4906109.1061],[389247.445,4905830.4933],[389279.6246,4905403.4675],[389292.1773,4905220.9945],[389304.9253,4905032.3075],[389343.9681,4904454.422],[389365.5207,4904140.6343],[389371.4743,4904086.0421],[389377.3592,4904058.0149],[389378.0521,4904055.4041],[389378.4471,4904053.916],[389379.6721,4904049.856],[389381.0341,4904045.8399],[389382.5312,4904041.8719],[389384.1611,4904037.9569],[389385.9221,4904034.0989],[389387.8121,4904030.3018],[389389.8291,4904026.5718],[389391.9711,4904022.9109],[389394.235,4904019.3249],[389396.619,4904015.8178],[389399.119,4904012.3928],[389401.734,4904009.0538],[389404.46,4904005.8048],[389429.286,4903978.4008],[389431.471,4903975.8537],[389433.569,4903973.2328],[389435.577,4903970.5438],[389437.492,4903967.7878],[389439.314,4903964.9678],[389441.039,4903962.0888],[389442.666,4903959.1528],[389444.1919,4903956.1637],[389445.6169,4903953.1247],[389446.9379,4903950.0388],[389448.1539,4903946.9108],[389449.263,4903943.7428],[389450.2649,4903940.5387],[389451.1579,4903937.3037],[389451.9409,4903934.0397],[389452.6128,4903930.7517],[389453.1728,4903927.4416],[389453.6218,4903924.1156],[389453.9567,4903920.7757],[389454.1797,4903917.4267],[389454.2887,4903914.0716],[389456.9133,4903871.4824],[389491.5194,4903319.9172],[389506.2107,4903078.6259],[389523.731,4902868.7068],[389524.7872,4902848.8727],[389531.6288,4902720.3916],[389534.7325,4902670.4825],[389542.0667,4902575.7415],[389549.3996,4902455.0593],[389549.3696,4902447.0124],[389549.0725,4902438.9713],[389548.5084,4902430.9444],[389547.6795,4902422.9403],[389546.5855,4902414.9683],[389545.2284,4902407.0373],[389536.3075,4902352.2232],[389535.4836,4902343.7632],[389534.9396,4902335.2812],[389534.6775,4902326.7852],[389534.6965,4902318.2852],[389534.9966,4902309.7901],[389535.5786,4902301.3102],[389536.4396,4902292.8541],[389537.5805,4902284.4312],[389538.9995,4902276.0501],[389558.3903,4902161.6571],[389569.9702,4902090.8671],[389570.3512,4902087.4911],[389570.8452,4902084.1301],[389571.4532,4902080.7881],[389572.1742,4902077.4681],[389573.0062,4902074.1751],[389573.9492,4902070.9111],[389575.0031,4902067.6821],[389576.164,4902064.4891],[389579.396,4902055.8761],[389584.782,4902043.7641],[389609.5587,4901992.3542],[389645.7778,4901908.3834],[389667.9518,4901863.5416],[389719.3513,4901903.2323],[389748.8655,4901901.3374],[389770.4944,4901898.5122],[389839.2001,4901897.6005],[389864.3356,4901888.3401],[389881.5335,4901869.8192],[389893.4398,4901847.3296],[389942.3878,4901720.3294],[390006.5494,4901640.9542],[390056.8203,4901561.579],[390035.6536,4901500.7247],[390001.2577,4901381.662],[389980.0877,4901293.7555],[389926.2472,4901081.7585],[389937.5466,4900351.8222],[389706.1378,4900157.9965],[387241.5967,4898646.0491],[384264.5935,4897218.2574],[384152.313,4897182.3808],[382796.7209,4896714.8637],[382683.6183,4896693.0968],[382468.3393,4897456.4082]]]}"
