POI_ID,POI_NAME,ADDRESS,POI_TYPE_C,POI_TYPE_D,DESCRIP,GeoJSON
3450,AMBASSADOR CONFERENCE RESORT,1550 Princess St,89,Hotel / Motel,,"{""type"":""Point"",""coordinates"":[377285.8228,4901047.7897]}"
3451,CONWAY'S MOTEL,1155 PRINCESS ST,89,Hotel / Motel,,"{""type"":""Point"",""coordinates"":[378630.9672,4900280.4965]}"
3469,COURTYARD MARRIOTT,103 DALTON AV,89,Hotel / Motel,,"{""type"":""Point"",""coordinates"":[379973.4657,4902573.3802]}"
2008,INVISTA CENTRE,1350 GARDINERS RD,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[374787.7615,4903639.6689]}"
3471,FIRST CANADA INN,1 First Canada Av,89,Hotel / Motel,,"{""type"":""Point"",""coordinates"":[380551.3169,4902164.8627]}"
3472,COMFORT INN,55 WARNE CR,89,Hotel / Motel,,"{""type"":""Point"",""coordinates"":[380126.9244,4902696.1471]}"
872,THE NEW APOSTOLIC CHURCH,820 ROWANTREE CRES,24,Place of Worship,Place of Worship,"{""type"":""Point"",""coordinates"":[373146.8295,4901209.0833]}"
873,FIRST BAPTIST CHURCH,215 JOHNSON ST,24,Place of Worship,Place of Worship,"{""type"":""Point"",""coordinates"":[381170.6175,4898572.717]}"
2884,EMERGENCY OPERATIONS CENTRE (EOC),500 O'CONNOR DR,83,Emergency Response Facility,Emergency Response Facility,"{""type"":""Point"",""coordinates"":[374902.9949,4901863.8513]}"
2977,WEST WASTEWATER TREATMENT PLANT,409 Front Rd,88,Municipal Government Facility,Municipal Wastewater Treatment Plant,"{""type"":""Point"",""coordinates"":[376094.1302,4896823.501]}"
3088,CHRIST CHURCH,990 SYDENHAM RD,24,Place of Worship,Place of Worship,"{""type"":""Point"",""coordinates"":[376810.9822,4902332.2722]}"
1895,HOLIDAY INN,2 Princess St,89,Hotel / Motel,Parking Lot,"{""type"":""Point"",""coordinates"":[381930.9721,4898564.6343]}"
3473,LORD NELSON HOTEL,1664 HWY 15,89,Hotel / Motel,,"{""type"":""Point"",""coordinates"":[385680.0105,4904641.3677]}"
3474,KINGSTON MOTEL EAST,1488 Hwy 15,89,Hotel / Motel,,"{""type"":""Point"",""coordinates"":[385164.4688,4904046.8477]}"
3475,EXECUTIVE INN & SUITES,794 HWY 2,89,Hotel / Motel,,"{""type"":""Point"",""coordinates"":[385841.8035,4899854.5164]}"
3735,NEWLANDS PAVILION,1 KING ST,14,Heritage Site,Washroom,"{""type"":""Point"",""coordinates"":[381002.0094,4897600.0414]}"
3736,EVANGEL PENTECOSTAL CHURCH,251 WILSON ST,24,Place of Worship,Place of Worship,"{""type"":""Point"",""coordinates"":[381343.343,4902405.7823]}"
3737,EMMA MARTIN PARK,9 ORCHARD ST,25,Playground,Park,"{""type"":""Point"",""coordinates"":[381745.0268,4899919.9001]}"
3738,KINGSTON MEMORIAL CENTRE COMMUNITY GARDEN,303 YORK ST,,,Community Garden,"{""type"":""Point"",""coordinates"":[380054.8277,4899666.617]}"
3739,TUGWOOD PARK PLAYGROUND,179 RAILWAY ST,25,Playground,,"{""type"":""Point"",""coordinates"":[380656.6261,4900547.6835]}"
3740,MOLLY MCGLYNN PARK PLAYGROUND,460 Molly McGlynn St,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[384421.75,4902469.6013]}"
3741,MOLLY MCGLYNN PARK PLAYGROUND,460 Molly McGlynn St,25,Playground,Future Splash Pad,"{""type"":""Point"",""coordinates"":[384438.7617,4902451.2466]}"
3742,,151 ORDNANCE ST,48,Picnic Facility,Bench,"{""type"":""Point"",""coordinates"":[381151.3414,4899196.7003]}"
3743,,33 BAGOT ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[380985.167,4897780.5548]}"
3731,MACLEAN TRAIL PARK (OFF-LEASH DOG PARK),914 15 HWY,65,Off-Leash Dog Park,Off-Leash Dog Park,"{""type"":""Point"",""coordinates"":[383390.9225,4901852.5491]}"
3732,GRASS CREEK (OFF LEASH DOG PARK),2991 2 HWY,65,Off-Leash Dog Park,Off-Leash Dog Park,"{""type"":""Point"",""coordinates"":[395229.339,4905206.1553]}"
3733,INVISTA CENTRE SPORTS FACILITY,1350 GARDINERS RD,28,Recreation Facility,Recreation Facility,"{""type"":""Point"",""coordinates"":[374919.771,4903657.829]}"
3744,,33 BAGOT ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[380998.4936,4897769.5316]}"
3745,,151 ORDNANCE ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[381115.2864,4899142.5984]}"
3746,,151 ORDNANCE ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[381131.2076,4899152.5116]}"
3747,FORMER KINGSTON PSYCHIATRIC HOSPITAL,752 KING ST W,15,Historic Site,Hospital,"{""type"":""Point"",""coordinates"":[378345.0464,4896969.8729]}"
3751,QUEEN'S DAYCARE,169 UNION ST,27,Queen's University,Queen's University,"{""type"":""Point"",""coordinates"":[380197.4449,4898176.2746]}"
2208,LANCASTER PS SOCCER FIELD,1020 LANCASTER DR,47,Multi-Use Court,Multi-Use Court,"{""type"":""Point"",""coordinates"":[372551.6976,4901465.0381]}"
2667,GRANT HOUSE,440 KING ST,62,Provincial Government,Grant House,"{""type"":""Point"",""coordinates"":[379642.1238,4897516.1542]}"
2951,Utilities Kingston Service Centre,91 Lappan's Ln,88,Municipal Government Facility,Municipal Government Facility,"{""type"":""Point"",""coordinates"":[379595.1764,4901920.1814]}"
2952,Utilities Kingston Garage,95 Lappan's Ln,88,Municipal Government Facility,Municipal Government Facility,"{""type"":""Point"",""coordinates"":[379609.7285,4902005.5097]}"
2969,SERVICE ONTARIO-PRINCESS ST,1055 PRINCESS ST,67,Government Centre,Government Centre,"{""type"":""Point"",""coordinates"":[378910.6749,4900106.3108]}"
3211,WASTE TRANSFER STATION,62 ST REMI PL,64,Significant Industrial,Waste Transfer Station,"{""type"":""Point"",""coordinates"":[379035.768,4902617.8075]}"
3628,KINGSTON CURLING CLUB,130 Days Rd,28,Recreation Facility,Curling Centre,"{""type"":""Point"",""coordinates"":[374712.2264,4897545.6361]}"
3587,SERVICE ONTARIO-DIVISION ST,1201 DIVISION ST,67,Government Centre,Government Centre,"{""type"":""Point"",""coordinates"":[380524.5651,4902421.3451]}"
3573,"FAMILY & CHILDREN'S SERVICES OF FRONTENAC,LENNOX & ADDINGTON",817 DIVISION ST,61,Local Government,FACSFLA,"{""type"":""Point"",""coordinates"":[380568.0027,4901183.9079]}"
3708,YMCA KINGSTON,100 Wright Cr,28,Recreation Facility,Recreation Facility,"{""type"":""Point"",""coordinates"":[378917.1655,4899639.2843]}"
3203,ACFOMI,760 HWY 15,61,Local Government,Settlement Services,"{""type"":""Point"",""coordinates"":[383344.5757,4900993.1325]}"
3763,RIDEAU TRAIL  GREEVIEW ACCESS PNT,66 GREENVIEW DR,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[377182.4911,4899171.9134]}"
3729,BOYS & GIRLS CLUB,559 Bagot St,28,Recreation Facility,Recreation Facility,"{""type"":""Point"",""coordinates"":[381418.4721,4899433.4833]}"
2953,Utilities Kingston Bldg,85 Lappan's Ln,88,Municipal Government Facility,Municipal Government Facility,"{""type"":""Point"",""coordinates"":[379537.6294,4901909.598]}"
2954,KINGSTON TRANSIT GARAGE,1183 JOHN COUNTER BV,88,Municipal Government Facility,Municipal Government Facility,"{""type"":""Point"",""coordinates"":[379747.495,4902064.914]}"
3728,BOYS & GIRLS CLUB WEST,1300 Bath Rd,28,Recreation Facility,Recreation Facility,"{""type"":""Point"",""coordinates"":[376482.7084,4899608.1772]}"
3730,ARTILLERY PARK RECREATION CENTRE,382 BAGOT ST,28,Recreation Facility,Athletic Centre,"{""type"":""Point"",""coordinates"":[381480.5837,4898987.2698]}"
186,ABERFOYLE PARK PLAYGROUND,49 ABERFOYLE RD,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[378698.5673,4901547.4154]}"
3219,AOG,1032 LEN BIRCHALL WY,67,Government Centre,,"{""type"":""Point"",""coordinates"":[372768.4635,4897645.4234]}"
1069,ARTILLERY PARK ,76 ORDNANCE ST,22,Park,Park,"{""type"":""Point"",""coordinates"":[381463.499,4898988.6974]}"
953,ARTILLERY PARK AQUATIC CENTRE,76 ORDNANCE ST,34,Swimming Pool,Swimming Pool,"{""type"":""Point"",""coordinates"":[381433.9552,4898965.285]}"
178,ARROWHEAD BEACH RECREATION AREA (CFB) PLAYGROUND,4 YACHT CLUB LANE,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[384198.0933,4899008.0544]}"
187,ARBOUR RIDGE PARK PLAYGROUND,588 TANNER DR,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[375844.2617,4899848.7571]}"
2328,HALIFAX DR PARK PLAYGROUND,1170 HALIFAX DR,25,Playground,,"{""type"":""Point"",""coordinates"":[375702.6066,4902668.1609]}"
349,HOLSGROVE PUBLIC SCHOOL,1410 SPROULE ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[370693.1945,4903059.4926]}"
3528,MUNICIPAL OPERATION CENTRE,701 DIVISION ST,88,Municipal Government Facility,,"{""type"":""Point"",""coordinates"":[380647.8004,4900649.5795]}"
1350,,292 MOWAT AVE,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[378421.718,4898144.5752]}"
166,WOODLANDS PARK,292 MOWAT AVE,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[378412.7086,4898151.2362]}"
503,WOODBINE PARK MINI SOCCER FIELD 2,1180 WOODBINE RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[372186.6468,4902188.5337]}"
495,WOODBINE PARK SOCCER FIELD 4,1180 WOODBINE RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[371996.6356,4902092.3613]}"
220,BAYRIDGE PUBLIC SCHOOL,1066 HUDSON DR,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[372735.1429,4900798.2205]}"
493,WOODBINE PARK SOCCER FIELD 3,1180 WOODBINE RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[372100.7477,4902139.0337]}"
220,BAYRIDGE PUBLIC SCHOOL,1066 HUDSON DR,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[372761.4954,4900813.778]}"
559,WOODBINE PARK SOCCER FIELD 2,1180 WOODBINE RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[372172.5483,4902078.723]}"
220,BAYRIDGE PUBLIC SCHOOL,1066 HUDSON DR,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[372814.9943,4900765.5179]}"
509,WOODBINE PARK SOCCER FIELD 5,1180 WOODBINE RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[371838.6735,4902167.0307]}"
513,WOODBINE PARK MINI SOCCER FIELD 1,1180 WOODBINE RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[372179.5066,4902150.1902]}"
461,WOODBINE PARK SOCCER FIELD 1,1180 WOODBINE RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[372134.1597,4901946.5092]}"
1094,BRIDLE PATH PARK,825 LANCASTER DR,22,Park,Park,"{""type"":""Point"",""coordinates"":[373006.1808,4901293.5499]}"
82,ROTARY PARK TOTEM POLE,1280 COVERDALE DR,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[371653.8805,4899490.2247]}"
241,ROTARY PARK PLAYGROUND ,1280 COVERDALE DR,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[371773.6956,4899547.1972]}"
1183,,1280 COVERDALE DR,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[371811.2966,4899538.6209]}"
1222,,1280 COVERDALE DR,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[371690.8083,4899536.4879]}"
1227,,1280 COVERDALE DR,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[371758.2539,4899485.1912]}"
1232,,1280 COVERDALE DR,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[371656.9639,4899500.1965]}"
1303,,1280 COVERDALE DR,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[371770.213,4899474.6997]}"
241,ROTARY PARK PLAYGROUND 2,1280 COVERDALE DR,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[371780.9615,4899531.6408]}"
990,MADOMA PARK,1805 2 HWY,22,Park,Park,"{""type"":""Point"",""coordinates"":[390217.4841,4902163.4564]}"
279,J E HORTON PUBLIC SCHOOL (Closed),411 WELLINGTON ST,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[383359.4328,4899800.9117]}"
408,J E HORTON PUBLIC SCHOOL (Closed),411 WELLINGTON ST,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[383294.6852,4899742.0798]}"
811,FORMER J. E. HORTON PUBLIC SCHOOL (Closed),411 WELLINGTON ST,,,Closed Education Facility,"{""type"":""Point"",""coordinates"":[383324.1582,4899756.7661]}"
2184,LUNDY'S LANE PLAYGROUND 2 ,59 LUNDY'S LANE,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[384006.0462,4899287.1949]}"
3754,YMCA KINGSTON WEST,745 Progress Av,28,Recreation Facility,Recreation Facility,"{""type"":""Point"",""coordinates"":[374257.0637,4900591.0449]}"
190,LUNDY'S LANE PLAYGROUND 1,59 LUNDY'S LANE,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[383980.3319,4899325.7932]}"
2185,LUNDY'S LANE PLAUGROUND 3,59 LUNDY'S LANE,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[383922.6811,4899321.2296]}"
268,ASSORO PARK (CFB),15 ASSORO CRES,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[383555.3939,4899477.4451]}"
3756,Conservatory Pond Park Playground,506 Conservatory Dr,25,Playground,,"{""type"":""Point"",""coordinates"":[373089.2393,4899230.4005]}"
3755,HOLSGROVE PUBLIC SCHOOL,1410 SPROULE ST,2,Ball Diamond,Ball Diamond,"{""type"":""Point"",""coordinates"":[370628.3715,4903062.0061]}"
3758,KCHC PARKETTE BASKETBALL,263 WELLER AVE,3,Basketball Court,Parkette,"{""type"":""Point"",""coordinates"":[380972.0452,4902081.8337]}"
3757,KCHC PARKETTE,263 WELLER AVE,22,Park,Parkette,"{""type"":""Point"",""coordinates"":[380977.5272,4902080.2062]}"
1527,F.C.C.C. - R.G. SINCLAIR,20 CRANBROOK ST,8,Childcare Facility,Childcare Facility,"{""type"":""Point"",""coordinates"":[374527.7024,4897494.0373]}"
3753,ELMWOOD COMMUNITY GARDEN,36 ELMWOOD ST,,,Community Garden,"{""type"":""Point"",""coordinates"":[378519.3167,4899791.5129]}"
2929,FRONTENAC COUNTY COURT HOUSE,5 COURT ST,68,Court House,Court House,"{""type"":""Point"",""coordinates"":[381021.9989,4898257.3634]}"
2989,LIMESTONE DISTRICT BOARD OF EDUCATION,220 PORTSMOUTH AV,67,Government Centre,Education,"{""type"":""Point"",""coordinates"":[378066.3807,4898359.0386]}"
1556,WHISTLE MARSH DAY CARE,17 SHAW STREET,8,Childcare Facility,Childcare Facility (Private),"{""type"":""Point"",""coordinates"":[382142.0976,4902594.5427]}"
3108,QUEEN'S UNIVERSITY AQUATICS AND RECREATION CENTRE (ARC),284 EARL ST,27,Queen's University,Queen's University,"{""type"":""Point"",""coordinates"":[380666.0955,4898433.837]}"
396,CONSTANTINE ARENA,7 NAVY WY,1,Arena,Arena,"{""type"":""Point"",""coordinates"":[382788.4439,4899342.319]}"
3565,BEECHGROVE PROVINCIAL OFFICES,51 HEAKES LANE,62,Provincial Government,Provincial Government,"{""type"":""Point"",""coordinates"":[378490.8209,4897265.6438]}"
3760,JANETTE ST PARKETTE,339 Janette St,22,Park,Parkette,"{""type"":""Point"",""coordinates"":[372945.3043,4902228.6452]}"
3762,VICKI KEITH PARKETTE,76 ORDNANCE ST,22,Park,Park,"{""type"":""Point"",""coordinates"":[381439.2976,4898927.1498]}"
1566,WEE WATCH PRIVATE HOME,1046 FINCH STREET,8,Childcare Facility,Childcare Facility (Private),"{""type"":""Point"",""coordinates"":[371546.472,4901884.4807]}"
1571,GENTLY ROCKING HORSE DAYCARE,388 EARL ST,8,Childcare Facility,Childcare Facility (Private),"{""type"":""Point"",""coordinates"":[380218.5834,4898459.4145]}"
2848,K&P ST REMY PL TRAIL ACCESS PNT,18 ST REMY PL,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[379461.9304,4902709.93]}"
1526,LIMESTONE ADVISORY - READY SET GO PRESCHOOL (CFB),1 BYNG AVENUE,8,Childcare Facility,Childcare Facility (CFB),"{""type"":""Point"",""coordinates"":[385124.2596,4899224.6489]}"
4091,LEAHURST COLLEGE,4 CATARAQUI ST 109,10,Education Facility,Education Facility,"{""type"":""Point"",""coordinates"":[381775.6751,4899810.8111]}"
3296,WESTBROOK MEADOWS PARK,MANDARA CT,22,Park,Park,"{""type"":""Point"",""coordinates"":[370116.2088,4903384.3314]}"
3848,RIDEAU TRAIL VAN ORDER DR ACCESS PNT,3131 VAN ORDER DR,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[371959.843,4910492.3488]}"
2848,K&P MONTREAL ST TRAIL ACCESS PNT,663 MONTREAL ST,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[381319.8464,4900555.7006]}"
956,K&P TRAILHEAD CODUKES RD TRAILHEAD,1980 CORDUKES RD,38,Trail,Trail and Parking,"{""type"":""Point"",""coordinates"":[374386.3212,4906221.4123]}"
2848,K&P TRAILHEAD - RIVER ST,10 RIVER ST,38,Trail,Trailhead,"{""type"":""Point"",""coordinates"":[381819.9099,4900068.2312]}"
2848,K&P TRAILHEAD - DALTON AV,174 DALTON AV,38,Trail,Trail Head & Parking,"{""type"":""Point"",""coordinates"":[377947.664,4903021.0806]}"
2848,K&P ELLIOTT AV TRAIL ACCESS PNT,18 ST REMY PL,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[380885.7172,4901472.8541]}"
1756,EMMA MARTIN PARK BOAT RAMP,9 ORCHARD ST,6,Boat Ramp,Boat Ramp,"{""type"":""Point"",""coordinates"":[381858.5679,4899871.2426]}"
3752,CATARAQUI ROWING CLUB RAMP,9 ORCHARD ST,6,Boat Ramp,Boat Ramp,"{""type"":""Point"",""coordinates"":[381857.0117,4899925.4257]}"
2852,K&P TRAILHEAD - MCIVOR RD,2534 MCIVOR RD,38,Trail,Trailhead and Parking,"{""type"":""Point"",""coordinates"":[375443.1319,4904909.501]}"
3888,RIDEAU TRAIL  QUEEN MARY ACCESS PNT,358 QUEEN MARY,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[377341.2109,4899737.0803]}"
3889,RIDEAU TRAIL  SHERWOOD DR ACCESS PNT,116 SHERWOOD DR,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[377352.4146,4900210.1275]}"
3890,RIDEAU TRAIL  PARKWAY ACCESS PNT,130 PARKWAY,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[377450.1362,4900557.4437]}"
3891,RIDEAU TRAIL  PURDY'S MILL RD ACCESS PNT,937 PURDY'S MILLS RD,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[377008.2105,4901904.3833]}"
3892,RIDEAU TRAIL  CATARAQUI CEMETARY RD ACCESS PNT,CATARAQUI CEMETARY,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[376766.085,4902801.3056]}"
3893,RIDEAU TRAIL BULLEN RD ACCESS PNT,BULLEN RD,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[375963.7722,4905408.667]}"
3894,RIDEAU TRAIL JACKSON MILLS RD ACCESS PNT,1992 JACKSON MILLS RD,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[375559.8148,4906108.2788]}"
3895,K&P JACKSON MILLS RD ACCESS PNT,1992 JACKSON MILLS RD,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[375560.4372,4906099.5648]}"
3896,K&P HWY 401 TUNNEL ACCESS PNT,401,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[375196.7315,4904449.5928]}"
3897,K&P TRAILHEAD - SYDENHAM RD,1249 SYDENHAM RD,38,Trail,Trailhead and Parking,"{""type"":""Point"",""coordinates"":[376750.2554,4903456.9357]}"
3898,K&P BUR BROOK RD ACCESS PNT,2426 BUR BROOK RD,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[375561.9189,4906264.7709]}"
3899,RIDEAU TRAIL BUR BROOK RD ACCESS PNT,2426 BUR BROOK RD,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[375573.1919,4906265.8437]}"
3202,SALVATION ARMY CITADEL,816 CENTENNIAL DR,61,Local Government,Settlement Services,"{""type"":""Point"",""coordinates"":[375964.8942,4900724.1142]}"
956,K&P TRAILHEAD PARK,1980 CORDUKES RD,22,Park,Park,"{""type"":""Point"",""coordinates"":[374419.6587,4906241.4148]}"
333,WELBORNE PUBLIC SCHOOL PLAYGROUND,190 WELBORNE AVE,25,Playground,,"{""type"":""Point"",""coordinates"":[373924.8937,4897786.0158]}"
274,WELBORNE PARK,237 GLEN CASTLE RD,22,Park,Park,"{""type"":""Point"",""coordinates"":[373850.6744,4897922.5197]}"
11,WESTBROOK GOLF CLUB DRIVING RANGE,3567 GENGE RD,9,Driving Range,Driving Range,"{""type"":""Point"",""coordinates"":[369918.9104,4904807.1332]}"
157,WELBORNE PARK PLAYGROUND 1,237 GLEN CASTLE RD,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[373852.409,4897889.4517]}"
274,WELBORNE PARK PLAYGROUND 2,237 GLEN CASTLE RD,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[373856.0719,4897912.3597]}"
1788,WOODBINE PARK BEACH VOLLEYBALL 1,1180 WOODBINE RD,4,Beach Volleyball Court,Beach Volleyball Court,"{""type"":""Point"",""coordinates"":[372110.7984,4901879.8358]}"
1789,WOODBINE PARK BEACH VOLLEYBALL 3,1180 WOODBINE RD,4,Beach Volleyball Court,Beach Volleyball Court,"{""type"":""Point"",""coordinates"":[372119.2194,4901879.9799]}"
1791,WOODBINE PARK BEACH VOLLEYBALL 2,1180 WOODBINE RD,4,Beach Volleyball Court,Beach Volleyball Court,"{""type"":""Point"",""coordinates"":[372102.7244,4901879.8276]}"
2976,WEST WATER PURIFICATION CENTRE,86 Sunny Acres Rd,67,Government Centre,Water Purification Plant,"{""type"":""Point"",""coordinates"":[375252.7339,4896424.2755]}"
157,WELBORNE PARK SWING SET 1,237 GLEN CASTLE RD,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[373851.4564,4897875.7991]}"
157,WELBORNE PARK SWING SET 2,237 GLEN CASTLE RD,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[373871.3002,4897887.7054]}"
3586,SERVICE CANADA-BATH RD,1300 BATH RD,67,Government Centre,Government Centre,"{""type"":""Point"",""coordinates"":[376578.2654,4899611.5589]}"
2848,WATERFRONT PATHWAYTRAILHEAD - RIVER ST,10 RIVER ST,38,Trail,Trailhead,"{""type"":""Point"",""coordinates"":[381819.9099,4900068.2312]}"
3868,LAKE ONTARIO PARK WATER PARK,920 KING ST W,49,Splash Pad,Water Park,"{""type"":""Point"",""coordinates"":[377714.0663,4897042.4542]}"
28,FRONTENAC MALL,1300 BATH RD,30,Shopping Centre,Shopping Centre,"{""type"":""Point"",""coordinates"":[376494.8319,4899593.8429]}"
1254,,920 KING ST,4,Beach Volleyball Court,Beach Volleyball,"{""type"":""Point"",""coordinates"":[377661.7354,4897165.1172]}"
2668,CARACO OUTDOOR ATHLETIC PARK-RUNNING TRACK,1350 GARDINERS RD,29,Running Track,,"{""type"":""Point"",""coordinates"":[374947.9132,4903701.2052]}"
2848,WATERFRONT PATHWAY SIMCOE ST TRAIL ACCESS,SIMCOE ST (WATERSIDE),38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[381265.1554,4897760.5362]}"
2433,BATTERY PARK,3 GORE ST,22,Park,Park,"{""type"":""Point"",""coordinates"":[381693.5455,4898045.3609]}"
1884,CRAWFORD WHARF,,59,Parking Lot,Parking Lot,"{""type"":""Point"",""coordinates"":[381913.6032,4898524.0744]}"
1276,,920 KING ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[377631.7521,4897151.7973]}"
1420,,,,,,"{""type"":""Point"",""coordinates"":[377739.7934,4897340.3662]}"
2848,WATERFRONT PATHWAY LAKE ONTARIO PARK TRAILHEAD,920 KING ST,38,Trail,Trailhead and Parking,"{""type"":""Point"",""coordinates"":[377585.3646,4897137.288]}"
1280,,920 KING ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[377660.6189,4897202.5976]}"
1301,,920 KING ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[377686.2607,4897190.0424]}"
1410,,920 KING ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[377730.8176,4897332.0234]}"
1420,,920 KING ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[377736.1517,4897322.8862]}"
1420,,,,,,"{""type"":""Point"",""coordinates"":[377736.1517,4897322.8862]}"
1420,,920 KING ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[377743.1923,4897335.7534]}"
1420,,,,,,"{""type"":""Point"",""coordinates"":[377743.1923,4897335.7534]}"
1420,,920 KING ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[377739.7934,4897340.3662]}"
185,LAKE ONTARIO PARK PLAYGROUND,920 KING ST,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[377711.7451,4897318.5728]}"
1121,LAKE ONTARIO PARK,920 KING ST,22,Park,Park,"{""type"":""Point"",""coordinates"":[377704.7771,4897236.7316]}"
2848,WATERFRONT PATHWAY KING ST W TRAIL ACCESS,1066 KING ST,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[377215.1545,4897440.1431]}"
2848,WATERFRONT PATHWAY COMMODORES COVE TRAIL ACCESS,COMMODORES COVE,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[376929.9325,4897459.9908]}"
2848,WATERFRONT PATHWAY TRAILHEAD - WELLINGTON ST,377 WELLINGTON ST,38,Trail,Trailhead and Parking,"{""type"":""Point"",""coordinates"":[381750.571,4899338.8557]}"
1055,WATERFRONT PATHWAY,,22,Park,Park,"{""type"":""Point"",""coordinates"":[381755.4755,4898099.4389]}"
2848,WATERFRONT PATHWAY BROCK ST TRAIL ACCESS,225 BROCK ST,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[381886.5728,4898496.0557]}"
2848,WATERFRONT PATHWAY GORE ST TRAIL ACCESS,3 GORE ST,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[381619.4997,4897991.9136]}"
2848,WATERFRONT PATHWAY KING ST TRAIL ACCESS,KING AT L. UNIVERSITY AV,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[380553.6581,4897707.8897]}"
2848,WATERFRONT PATHWAY EMILY ST TRAIL ACCESS,2 EMILY ST,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[381091.6932,4897656.1049]}"
2848,WATERFRONT PATHWAY ST.LAWRENCE TRAIL ACCESS,200 KING ST W,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[380334.231,4897683.3139]}"
2848,WATERFRONT PATHWAY KING ST W ACCESS,300 KING ST W,38,Trail,Trail Access,"{""type"":""Point"",""coordinates"":[380063.0192,4897641.1839]}"
