POI_ID,POI_NAME,ADDRESS,POI_TYPE_C,POI_TYPE_D,DESCRIP,GeoJSON
1863,GREENWOOD TRAIL,1139 HWY 15,38,Trail,Trail,"{""type"":""Point"",""coordinates"":[384085.9793,4902619.1268]}"
470,J. MACHEN TURF SPORTS FIELD,750 INNOVATION DR,32,Soccer Field,Artificial Turf Soccer Field,"{""type"":""Point"",""coordinates"":[385471.8044,4903216.7205]}"
427,,151 ORDNANCE ST,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[381165.8905,4899097.7732]}"
428,,1805 2 HWY,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[390246.2375,4902188.2962]}"
434,,360 KINGSTON MILLS RD,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[386576.5856,4906265.3814]}"
437,,64 DRENNAN ST,3,Basketball Court,Basketball Court,"{""type"":""Point"",""coordinates"":[381506.1453,4901896.5995]}"
740,GANANOQUE AIRPORT,,52,Airport,Airport,"{""type"":""Point"",""coordinates"":[400875.9369,4917207.1994]}"
742,WOLFE ISLAND FERRY DOCK (WINTER),,55,Ferry Dock,Ferry Dock,"{""type"":""Point"",""coordinates"":[386119.0757,4896758.8406]}"
744,HOWE ISLAND FERRY DOCK,,55,Ferry Dock,Ferry Dock,"{""type"":""Point"",""coordinates"":[394162.5199,4903114.7135]}"
747,KATINGS FIELDS,412 RIDEAU ST,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[381408.168,4900029.7235]}"
748,POLSON PARK,153 ROBERT WALLACE DR,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[377908.7222,4899185.3343]}"
749,LAKESHORE SWIMMING POOL,792 HENDERSON BLVD,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[373974.96,4898502.9396]}"
750,WOODBINE PARK,1180 WOODBINE RD,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[371914.4786,4902041.0551]}"
753,BELLE PARK FAIRWAYS,731 MONTREAL ST,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[382027.9912,4900806.9614]}"
755,CHURCHILL PARK,685 BROCK ST,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[379601.5234,4898886.1758]}"
756,PIERSON PARK,1648 JOYCEVILLE RD,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[393896.0728,4906364.6022]}"
757,J. MACHEN SPORTS FIELDS,750 INNOVATION DR,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[385484.2212,4903152.0103]}"
758,SHANNON PARK A&B,199 WILSON ST,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[381450.2614,4902197.103]}"
760,CITY PARK,33 BAGOT ST,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[381080.293,4898073.7021]}"
761,KINGSTON MEMORIAL CENTRE,303 YORK ST,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[380287.0915,4899570.0698]}"
765,JIM BEATTIE PARK,900 HENDERSON BLVD,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[373607.0219,4898437.9921]}"
766,PORTSMOUTH OLYMPIC HARBOUR,53 YONGE ST,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[378991.8796,4897397.4703]}"
767,ROTARY PARK,1280 COVERDALE DR,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[371736.2934,4899529.7169]}"
768,JOHN BREWER PARK,3513 BREWER'S MILLS RD,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[397988.1265,4918317.2628]}"
771,GRASS CREEK PARK,2991 2 HWY,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[395168.0051,4905474.7013]}"
772,GRASS CREEK PARK,2991 2 HWY,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[395401.7227,4905164.0452]}"
774,WOODBINE PARK,1180 WOODBINE RD,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[372018.8983,4902003.3328]}"
487,J. MACHEN SPORTS FIELDS,750 INNOVATION DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[385389.316,4903188.7535]}"
1662,MACGILLIVRAY-BROWN HALL,218 BARRIE ST,27,Queen's University,Queen's University,"{""type"":""Point"",""coordinates"":[380905.3598,4898416.7445]}"
2392,ELIZABETH COTTAGE HOME,251 BROCK ST,18,Long Term Care,Long Term Care,"{""type"":""Point"",""coordinates"":[381087.7432,4898706.9419]}"
1703,FLEMING HALL - STEWART-POLLOCK WING,78 FIFTH FIELD COMPANY LANE,27,Queen's University,Queen's University,"{""type"":""Point"",""coordinates"":[380649.1092,4898141.7849]}"
1720,GOODWIN HALL,25 UNION ST,27,Queen's University,Queen's University,"{""type"":""Point"",""coordinates"":[380821.1935,4898288.1164]}"
1499,METAL CRAFT MARINE,349 WELLINGTON ST,19,Marina,Marina,"{""type"":""Point"",""coordinates"":[381806.4492,4899237.7059]}"
3747,BEACHGROVE,752 KING ST W,67,Government Centre,Hospital,"{""type"":""Point"",""coordinates"":[378501.5038,4897273.8303]}"
3522,QUEEN'S COMMUNITY HOUSING,169 UNIVERSITY AV,27,Queen's University,Queen's University,"{""type"":""Point"",""coordinates"":[380574.9902,4898403.8446]}"
490,JOYCEVILLE PUBLIC SCHOOL SOCCER FIELD 2,2903 JOYCEVILLE RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[393669.4785,4912560.7455]}"
491,SHANNON PARK A&B,199 WILSON ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[381446.0781,4902292.2693]}"
492,BAYRIDGE PARK SOCCER FIELD 2,755 BAYRIDGE DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[372848.1402,4900594.613]}"
38,THE LANDINGS GOLF COURSE,1025 LEN BIRCHALL WAY,13,Golf Course,Golf Course,"{""type"":""Point"",""coordinates"":[372841.5734,4897593.062]}"
494,R G SINCLAIR PUBLIC SCHOOL SOCCER FIELD,19 CRERAR BLVD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[374590.9192,4897065.5791]}"
763,MEADOWCREST COMMUNITY CENTRE,360 KINGSTON MILLS RD,50,Washroom,Washroom,"{""type"":""Point"",""coordinates"":[386545.1498,4906271.034]}"
496,GLENBURNIE PUBLIC SCHOOL,2252 BATTERSEA RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[383512.6578,4908462.197]}"
497,NEWCOURT FIELDS,,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[377914.0624,4898318.5296]}"
1108,MEADOWCREST PARK,360 KINGSTON MILLS RD,22,Park,Park,"{""type"":""Point"",""coordinates"":[386551.6379,4906282.3064]}"
502,ROYAL MILITARY COLLEGE OF CANADA,9 DE LA MERITE DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[382999.8599,4899006.6577]}"
151,RIVERSIDE CENTRAL,31 FAIRCREST BLVD,25,Playground,Playground,"{""type"":""Point"",""coordinates"":[387388.5981,4900309.0178]}"
504,LAFLEUR PARK,,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[378347.759,4899558.3639]}"
505,FRONTENAC SECONDARY SCHOOL,1789 BATH RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[374107.3602,4899315.9275]}"
506,ROYAL MILITARY COLLEGE OF CANADA,9 DE LA MERITE DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[382926.9806,4898860.3823]}"
507,LORD STRATHCONA PUBLIC SCHOOL,251 MCMAHON AVE,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[378484.4605,4900865.018]}"
511,LA SALLE HS FOOTBALL FIELD 1,773 HWY 15,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[383752.282,4901024.0268]}"
512,CENTENNIAL PUBLIC SCHOOL,120 NORMAN ROGERS DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[378708.9423,4898705.0037]}"
925,KINGSWAY OUTREACH CENTRE,541 DAYS RD,24,Place of Worship,Place of Worship,"{""type"":""Point"",""coordinates"":[374478.8783,4899615.7916]}"
515,J. MACHEN SPORTS FIELDS,750 INNOVATION DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[385400.3021,4903061.3871]}"
519,CITY PARK,33 BAGOT ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[381015.2014,4897889.0478]}"
521,LA SALLE HS FOOTBALL FIELD 2,773 HWY 15,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[383788.1124,4901124.5688]}"
522,CANADIAN FORCES BASE KINGSTON,30 CANAL DU NORD DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[385496.0723,4899294.76]}"
523,REGIOPOLIS-NOTRE DAME SECONDARY SCHOOL,130 RUSSELL ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[380674.0644,4899927.6242]}"
524,HIGHGATE PARK MINI SOCCER FIELD,1229 CARMIL BLVD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[371710.1055,4900779.537]}"
525,LA SALLE HS SOCCER FIELD 3,773 HWY 15,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[383963.5167,4901119.2232]}"
526,MCCULLOUGH SOCCER FIELD (WEST),83 RUNNYMEDE RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[377680.975,4899280.2708]}"
527,HIGHGATE PARK SOCCER FIELD,1229 CARMIL BLVD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[371661.2033,4900756.0399]}"
528,FRONTENAC SECONDARY SCHOOL FOOTBALL FIELD,1789 BATH RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[374022.3337,4899225.8879]}"
529,J. MACHEN SPORTS FIELDS,750 INNOVATION DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[385332.1694,4903181.7735]}"
530,NOVELIS SOCCER FIELD,1 LAPPANS LANE,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[379210.047,4899928.1211]}"
1423,,900 HENDERSON BLVD,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[373589.543,4898436.362]}"
1424,,33 BAGOT ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[381247.2602,4897923.8371]}"
1425,,2991 2 HWY,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[395382.721,4905258.8037]}"
1426,,920 KING ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[377600.2411,4897183.4109]}"
1427,,920 KING ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[377539.043,4897226.1934]}"
1429,,1660 JOHN COUNTER BLVD,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[377910.0547,4901597.4882]}"
1431,,1250 ACADIA DR,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[372496.551,4899243.8434]}"
1432,,920 KING ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[377500.208,4897359.6963]}"
1433,,111 NORMAN ROGERS DR,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[378797.4404,4898919.4587]}"
1435,,2991 2 HWY,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[395227.4708,4905451.6515]}"
1436,,2991 2 HWY,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[395444.0947,4905123.789]}"
1437,,69 NICKLE AVE,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[377891.1248,4898218.9113]}"
1439,,1180 WOODBINE RD,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[371905.0358,4901933.6241]}"
1441,,2991 2 HWY,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[395501.622,4905087.7807]}"
1442,,487 BROCK ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[380403.2749,4898889.3523]}"
1443,,2991 2 HWY,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[395456.1944,4905252.4477]}"
531,KATINGS FIELDS,412 RIDEAU ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[381405.3852,4899978.4092]}"
1445,,2991 2 HWY,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[395506.0638,4905109.4338]}"
1446,,2991 2 HWY,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[395418.8566,4905306.7897]}"
1447,,2991 2 HWY,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[395542.1777,4905065.0632]}"
532,WELBORNE PUBLIC SCHOOL SOCCER FIELD,190 WELBORNE AVE,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[373908.545,4897713.8764]}"
1449,,1030 SUNNYSIDE RD,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[376456.401,4903957.842]}"
533,ROYAL MILITARY COLLEGE OF CANADA,9 DE LA MERITE DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[382877.6995,4899064.2848]}"
534,SHANNON PARK A&B,199 WILSON ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[381466.517,4902316.105]}"
535,ASHTON PARK SOCCER FIELD 2,704 MILFORD DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[373737.2696,4900341.755]}"
536,REGIMENT (CFB) BASEBALL FIELD,70 CRAFTSMAN BLVD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[384526.8833,4899835.8591]}"
538,J. MACHEN SPORTS FIELDS,750 INNOVATION DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[385384.0229,4903246.9625]}"
539,SHANNON PARK A&B,199 WILSON ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[381437.1254,4902273.4813]}"
540,W. J. HACKETT PARK MINI SOCCER FIELD,1660 JOHN COUNTER BLVD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[378001.861,4901709.964]}"
541,J E HORTON PUBLIC SCHOOL,411 WELLINGTON ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[383262.1518,4899827.2271]}"
542,HOLY CROSS SECONDARY SCHOOL FOOTBALL FIELD,1085 WOODBINE RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[372485.5872,4901643.9234]}"
1451,,1180 WOODBINE RD,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[371872.6804,4902015.5371]}"
1452,,1280 COVERDALE DR,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[371663.8962,4899500.2998]}"
1453,,70 LAKESHORE BLVD,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[374080.5379,4896635.6144]}"
1454,,,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[370837.8304,4900298.466]}"
1455,,2991 2 HWY,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[395552.3475,4905177.7503]}"
1456,,2991 2 HWY,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[395493.9661,4905201.4557]}"
1457,,146 GUTHRIE DR,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[381804.0853,4903316.6454]}"
1461,,53 YONGE ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[378766.0502,4897226.5142]}"
1462,,201 CONACHER DR,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[381112.0703,4902546.7194]}"
1463,,1040 MONA DR,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[372011.7728,4901508.6942]}"
1464,,2 NORTH ST,48,Picnic Facility,Picnic Facility,"{""type"":""Point"",""coordinates"":[381874.1186,4899259.684]}"
41,PITTSBURGH INSTITUTION,3766 HWY 15,23,Penitentiary,Penitentiary,"{""type"":""Point"",""coordinates"":[392598.9823,4912729.0205]}"
43,JOYCEVILLE INSTITUTION,3766 HWY 15,23,Penitentiary,Penitentiary,"{""type"":""Point"",""coordinates"":[392302.3212,4912569.4072]}"
243,KINGSTON MILITARY FAMILY RESOURCE CENTRE-PLAYGROUND,4 YACHT CLUB LANE,28,Recreation Facility,Recreation Centre,"{""type"":""Point"",""coordinates"":[384329.9569,4899227.8349]}"
80,BOUCHER PARK WW1 ARTILLERY MEMORIAL,68 CLARENCE ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381589.4227,4898465.5985]}"
1862,GREENWOOD TRAIL,SHEILA CT,38,Trail,Trail,"{""type"":""Point"",""coordinates"":[384112.0789,4902620.448]}"
2187,PITTSBURGH/JOYCEVILLE INSTITUTE SOCCER FIELD,3766 HWY 15,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[392337.663,4912712.0593]}"
1116,EDEN VALLEY PARK SOUTH,742 KINGSTON MILLS RD,22,Park,Park,"{""type"":""Point"",""coordinates"":[384286.1527,4905288.7503]}"
81,AN GORTA MOR MEMORIAL ANCHOR,23 ONTARIO ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381401.6784,4897785.9049]}"
73,CITY PARK CANON (RCHA 1),33 BAGOT ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381009.4979,4897784.7081]}"
85,CONFEDERATION PARK ANCHOR,225 ONTARIO ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381834.2353,4898478.1537]}"
77,ABERDENE PARK HERITAGE PLAQUE,623 KING ST W,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[378795.9918,4897529.2397]}"
543,CFB HOSPITAL SOCCER FIELD,70 CRAFTSMAN BLVD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[383837.8951,4900425.8723]}"
545,ELMWOOD PARK,245 ELMWOOD ST,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[378266.048,4899896.4732]}"
547,ROYAL MILITARY COLLEGE OF CANADA,22 GENERAL CRERAR CRES,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[382628.2825,4898822.8722]}"
548,HOLY NAME ELEMENTARY SCHOOL,370 KINGSTON MILLS RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[386407.9109,4906334.963]}"
86,CONFDERATION PARK SCULPTURE (ATLANTIS),225 ONTARIO ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381847.8739,4898449.6509]}"
87,BOUCHER PARK WW1 MEMORIAL PLAQUE,68 CLARENCE ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381592.1177,4898469.6896]}"
549,NEWCOURT FIELDS,50 NEWCOURT PL,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[377911.9593,4898386.2208]}"
552,COLLINS BAY PUBLIC SCHOOL SOCCER FIELD,4075 BATH RD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[371336.9711,4900023.4662]}"
553,LOYALIST COLLEGIATE AND VOCATIONAL INSTITUTE,153 VAN ORDER DR,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[378551.6787,4899617.4048]}"
556,BAYRIDGE SECONDARY SCHOOL FOOTBALL FIELD,1059 TAYLOR-KIDD BLVD,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[372743.7433,4900924.9218]}"
557,ITALO-CANADIAN CLUB,1174 ITALIA LANE,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[381628.357,4903753.6941]}"
560,MCCULLOUGH MINI SOCCER FIELD,480 PORTSMOUTH AVE,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[377927.1588,4899256.1005]}"
561,MARKERS ACRES,693 AYLMER CRES,32,Soccer Field,Soccer Field,"{""type"":""Point"",""coordinates"":[381044.6833,4902571.2359]}"
562,SILLSVILLE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[347002.11,4890171.1889]}"
563,CLYDE FORKS,,40,Village,Village,"{""type"":""Point"",""coordinates"":[368129.5879,4998985.6145]}"
564,BURKE SETTLEMENT,,40,Village,Village,"{""type"":""Point"",""coordinates"":[363954.2595,4969682.5666]}"
565,BARDOLPH,,40,Village,Village,"{""type"":""Point"",""coordinates"":[336853.9396,4890688.4488]}"
567,MORTON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[404822.26,4932331.6008]}"
568,PETWORTH,,40,Village,Village,"{""type"":""Point"",""coordinates"":[359824.3143,4919683.8413]}"
569,YARKER,,40,Village,Village,"{""type"":""Point"",""coordinates"":[358378.3445,4914967.377]}"
570,GRETNA,,40,Village,Village,"{""type"":""Point"",""coordinates"":[341689.3975,4895317.4269]}"
571,LITTLE CREEK,,40,Village,Village,"{""type"":""Point"",""coordinates"":[346152.2735,4896084.5824]}"
572,ARDENDALE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[345894.5418,4954295.976]}"
573,APPLETON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[411612.9122,5003787.6835]}"
574,MURVALE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[368360.7575,4913154.0695]}"
575,TOLEDO,,40,Village,Village,"{""type"":""Point"",""coordinates"":[421223.8876,4954553.4159]}"
576,FRANKTOWN,,40,Village,Village,"{""type"":""Point"",""coordinates"":[416435.5406,4988056.2018]}"
577,CLAYTON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[395839.5248,5005138.2659]}"
578,RAILTON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[374672.1235,4915737.1318]}"
579,HARROWSMITH,,40,Village,Village,"{""type"":""Point"",""coordinates"":[368202.3646,4918814.3625]}"
580,PORT ELMSLEY,,40,Village,Village,"{""type"":""Point"",""coordinates"":[411560.1365,4971566.7732]}"
581,WAGERVILLE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[356991.2793,4944740.1163]}"
582,CLAREVIEW,,40,Village,Village,"{""type"":""Point"",""coordinates"":[333398.8645,4930264.0708]}"
583,WASHBURN,,40,Village,Village,"{""type"":""Point"",""coordinates"":[394550.8191,4915745.3968]}"
584,SWITZERVILLE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[352478.1775,4905467.9707]}"
585,GLENDOWER,,40,Village,Village,"{""type"":""Point"",""coordinates"":[370596.3202,4935378.647]}"
586,HALLS MILLS,,40,Village,Village,"{""type"":""Point"",""coordinates"":[389685.5496,5003686.5701]}"
587,DESMOND,,40,Village,Village,"{""type"":""Point"",""coordinates"":[353269.1339,4917479.4156]}"
588,ERINSVILLE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[336940.3181,4927334.7254]}"
589,BURRIDGE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[378034.5185,4945981.2548]}"
590,ELPHIN,,40,Village,Village,"{""type"":""Point"",""coordinates"":[372384.0355,4975672.2481]}"
591,COLLINS BAY,,40,Village,Village,"{""type"":""Point"",""coordinates"":[369893.7315,4898193.073]}"
592,ALGONQUIN,,40,Village,Village,"{""type"":""Point"",""coordinates"":[446921.6052,4950291.132]}"
593,PARHAM,,40,Village,Village,"{""type"":""Point"",""coordinates"":[364096.9154,4946138.1887]}"
594,LEHIGHS CORNER,,40,Village,Village,"{""type"":""Point"",""coordinates"":[424907.261,4951287.3718]}"
595,PARMA,,40,Village,Village,"{""type"":""Point"",""coordinates"":[342678.319,4887351.8389]}"
596,TINCAP,,40,Village,Village,"{""type"":""Point"",""coordinates"":[440020.0231,4940797.6955]}"
597,PHILIPSVILLE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[408479.6369,4943722.6729]}"
598,OLDEN,,40,Village,Village,"{""type"":""Point"",""coordinates"":[359755.8439,4955490.4303]}"
599,CROW LAKE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[373174.2795,4954412.0368]}"
601,CHAMBERS,,40,Village,Village,"{""type"":""Point"",""coordinates"":[349295.9265,4897537.4206]}"
602,OXFORD MILLS,,40,Village,Village,"{""type"":""Point"",""coordinates"":[446688.5393,4979399.2096]}"
603,STRATHCONA,,40,Village,Village,"{""type"":""Point"",""coordinates"":[348114.9998,4907417.5148]}"
604,MARYSVILLE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[384607.0317,4894016.8678]}"
605,JOYCEVILLE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[393529.2862,4912803.4801]}"
606,FERGUSONS FALLS,,40,Village,Village,"{""type"":""Point"",""coordinates"":[398734.1898,4989534.669]}"
607,EMERALD,,40,Village,Village,"{""type"":""Point"",""coordinates"":[358177.134,4889640.5999]}"
608,GLENBURNIE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[380169.8772,4908532.4141]}"
609,CLARENDON STATION,,40,Village,Village,"{""type"":""Point"",""coordinates"":[366150.2206,4970395.157]}"
610,PACKENHAM,,40,Village,Village,"{""type"":""Point"",""coordinates"":[398919.6539,5020867.6875]}"
611,KALADAR,,40,Village,Village,"{""type"":""Point"",""coordinates"":[331467.5814,4945985.0702]}"
612,ZEALAND,,40,Village,Village,"{""type"":""Point"",""coordinates"":[372232.5548,4965928.1992]}"
613,HOPETOWN,,40,Village,Village,"{""type"":""Point"",""coordinates"":[386428.9253,4992964.8563]}"
614,CROYDON,,40,Village,Village,"{""type"":""Point"",""coordinates"":[342441.7471,4920426.4605]}"
615,BOBS LAKE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[368927.4052,4944927.2826]}"
616,MORVIN,,40,Village,Village,"{""type"":""Point"",""coordinates"":[351867.6682,4900128.2997]}"
617,GANANOQUE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[407113.9449,4909078.4818]}"
618,CARLETON PLACE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[409819.7687,4999257.3674]}"
619,CHAFFEYS LOCKS,,40,Village,Village,"{""type"":""Point"",""coordinates"":[395282.7735,4937034.1978]}"
620,MAITLAND,,40,Village,Village,"{""type"":""Point"",""coordinates"":[451459.4798,4942701.5895]}"
621,BUTTERNUT BAY,,40,Village,Village,"{""type"":""Point"",""coordinates"":[437773.6484,4929932.2248]}"
622,BUCK LAKE,,40,Village,Village,"{""type"":""Point"",""coordinates"":[384586.5005,4931126.3653]}"
623,BARRIEFIELD,,40,Village,Village,"{""type"":""Point"",""coordinates"":[383155.9056,4899700.3726]}"
45,WW1  MONUMENT,WEST ST,46,Monument,Monument,"{""type"":""Point"",""coordinates"":[381213.2205,4898018.9726]}"
1056,HUDSON PARK,955 HUDSON DR,22,Park,Park,"{""type"":""Point"",""coordinates"":[373412.1614,4900195.8239]}"
1039,MONA LOOKOUT PARK,710 MONA DR,22,Park,Park,"{""type"":""Point"",""coordinates"":[372107.8563,4900422.2117]}"
2896,BEFORE/AFTER CARE JOHN XXIII CS,736 HIGH GATE PARK DR,8,Childcare Facility,Childcare Facility,"{""type"":""Point"",""coordinates"":[371933.0422,4900502.7466]}"
1026,HILLVIEW PARK,715 TRUMAN DR,22,Park,Park,"{""type"":""Point"",""coordinates"":[372293.5508,4900443.5286]}"
1964,,68 CLARENCE ST,60,Drink Fountain,Drink Fountain,"{""type"":""Point"",""coordinates"":[381594.7779,4898485.6111]}"
1966,,61 ONTARIO ST,60,Drink Fountain,Drink Fountain,"{""type"":""Point"",""coordinates"":[381499.4011,4898017.5503]}"
1967,,685 BROCK ST,60,Drink Fountain,Drink Fountain,"{""type"":""Point"",""coordinates"":[379596.1392,4898888.3707]}"
