MATERIAL_C,MATERIAL_D,DESCRIP,GeoJSON
6,PAVEMENT,,"{""type"":""Polygon"",""coordinates"":[[[378050.7675,4903600.748],[378050.7675,4903600.795],[378050.7675,4903600.841],[378050.7765,4903600.897],[378050.7855,4903600.953],[378050.7955,4903600.99],[378052.0704,4903606.875],[378052.0984,4903606.968],[378054.4165,4903613.4021],[378054.4725,4903613.5321],[378054.5375,4903613.6251],[378059.6776,4903620.059],[378059.6966,4903620.078],[378066.9036,4903628.3179],[378066.9596,4903628.3839],[378070.0416,4903631.205],[378072.9925,4903634.1379],[378074.1846,4903637.9739],[378074.4456,4903644.259],[378073.1786,4903650.5811],[378073.1596,4903650.6931],[378072.8987,4903655.8421],[378072.8987,4903655.9261],[378072.9177,4903656.0382],[378078.8299,4903684.3063],[378083.4561,4903716.2166],[378083.4941,4903716.3556],[378085.8122,4903722.7897],[378085.8772,4903722.9387],[378088.4472,4903727.0637],[378088.5682,4903727.2127],[378094.2391,4903732.6136],[378094.2671,4903732.6316],[378099.8631,4903737.4645],[378104.1551,4903743.2746],[378107.6841,4903750.8356],[378111.5013,4903765.3606],[378111.5013,4903771.7017],[378111.5013,4903771.7297],[378111.7624,4903778.6848],[378111.7804,4903778.8058],[378111.7994,4903778.8898],[378114.6295,4903787.6328],[378118.4565,4903801.423],[378119.2285,4903809.617],[378119.2475,4903809.691],[378119.2665,4903809.775],[378121.8356,4903817.755],[378124.6287,4903828.6671],[378125.1407,4903835.3342],[378125.1497,4903841.8893],[378124.3768,4903849.0963],[378124.3768,4903849.1803],[378124.3768,4903852.5234],[378124.3768,4903852.6254],[378124.3958,4903852.7184],[378124.4228,4903852.7934],[378125.7079,4903856.1454],[378125.7639,4903856.2474],[378125.8199,4903856.3314],[378125.9129,4903856.4334],[378128.4828,4903858.7424],[378128.5198,4903858.7804],[378133.1198,4903862.3554],[378137.6458,4903866.6383],[378140.0848,4903871.5083],[378140.5779,4903875.9684],[378139.069,4903886.4995],[378125.5111,4903908.502],[378125.4551,4903908.604],[378125.4271,4903908.698],[378125.4081,4903908.791],[378124.1233,4903918.5772],[378124.1143,4903918.6792],[378124.1233,4903918.7722],[378125.1474,4903926.6772],[378125.3983,4903932.8603],[378125.3983,4903932.8883],[378125.6494,4903936.3803],[378124.9234,4903939.5454],[378123.8894,4903942.6275],[378123.8615,4903942.7675],[378123.8525,4903942.8695],[378123.8525,4903948.0184],[378123.8525,4903948.0464],[378124.1125,4903955.5146],[378124.1315,4903955.6446],[378125.6765,4903962.8516],[378125.6865,4903962.8796],[378127.2316,4903968.7927],[378127.2596,4903968.8947],[378127.2966,4903968.9687],[378133.2096,4903979.7797],[378133.2836,4903979.8907],[378136.6356,4903984.0157],[378139.6806,4903988.8297],[378139.7456,4903988.9327],[378139.8486,4903989.0257],[378145.5097,4903993.4017],[378145.6397,4903993.4767],[378145.7327,4903993.5227],[378145.8167,4903993.5417],[378150.5006,4903994.5186],[378153.1826,4903996.9675],[378153.2756,4903997.0325],[378153.3596,4903997.0885],[378153.4336,4903997.1165],[378156.2647,4903998.1405],[378157.6797,4903998.8485],[378161.5156,4904001.4095],[378161.5996,4904001.4655],[378161.6746,4904001.4925],[378164.3096,4904002.4424],[378166.1716,4904004.7794],[378169.2256,4904011.4004],[378169.3186,4904011.5394],[378169.3836,4904011.6144],[378169.4676,4904011.6884],[378173.3227,4904014.5194],[378173.3787,4904014.5564],[378175.9577,4904016.1024],[378184.6826,4904021.7543],[378190.5867,4904025.8602],[378190.7167,4904025.9342],[378200.9966,4904030.3011],[378209.1716,4904035.153],[378209.2746,4904035.199],[378218.7166,4904039.0349],[378223.6136,4904041.6048],[378231.0636,4904045.7118],[378238.6896,4904050.7947],[378244.2946,4904055.1247],[378247.8325,4904059.4267],[378247.9265,4904059.5197],[378248.0005,4904059.5757],[378248.0845,4904059.6317],[378248.1585,4904059.6597],[378252.2746,4904061.2046],[378252.3766,4904061.2326],[378255.9805,4904062.0056],[378256.0835,4904062.0246],[378259.2675,4904062.2756],[378261.1485,4904063.2066],[378263.0856,4904064.6595],[378266.8936,4904068.9795],[378270.4316,4904074.5385],[378270.4416,4904074.5665],[378273.7936,4904079.4545],[378273.8866,4904079.5575],[378277.7415,4904083.4215],[378277.8525,4904083.5145],[378277.9465,4904083.5705],[378284.8926,4904086.9135],[378299.9955,4904094.5943],[378309.4376,4904102.7602],[378309.4656,4904102.7882],[378318.7395,4904109.9952],[378327.4735,4904117.6121],[378327.3995,4904117.2301],[378327.0545,4904115.2471],[378319.6985,4904108.8312],[378319.6705,4904108.8032],[378310.3965,4904101.5962],[378300.9085,4904093.3933],[378300.8335,4904093.3373],[378300.7595,4904093.2913],[378285.5725,4904085.5634],[378285.5535,4904085.5534],[378278.7095,4904082.2664],[378275.0225,4904078.5705],[378271.6985,4904073.7285],[378268.0945,4904068.0765],[378268.0295,4904067.9745],[378264.1745,4904063.5975],[378264.0635,4904063.4955],[378262.0056,4904061.9495],[378261.8846,4904061.8755],[378259.8175,4904060.8515],[378259.7235,4904060.8136],[378259.6305,4904060.7856],[378259.5375,4904060.7766],[378256.2225,4904060.5155],[378252.7586,4904059.7806],[378248.8755,4904058.3187],[378245.4025,4904054.1007],[378245.2815,4904053.9797],[378239.6206,4904049.6037],[378239.5736,4904049.5757],[378231.8455,4904044.4268],[378231.7895,4904044.3888],[378224.3316,4904040.2738],[378224.3216,4904040.2638],[378219.4235,4904037.6949],[378219.3495,4904037.6669],[378209.9075,4904033.83],[378201.6946,4904028.9611],[378201.6106,4904028.9141],[378191.3686,4904024.5662],[378185.5207,4904020.4973],[378185.5027,4904020.4873],[378176.7586,4904014.8263],[378176.7396,4904014.8173],[378174.1887,4904013.2904],[378170.5297,4904010.5994],[378167.5127,4904004.0724],[378167.4107,4904003.9134],[378165.3526,4904001.3344],[378165.2596,4904001.2414],[378165.1846,4904001.1854],[378165.1006,4904001.1294],[378165.0266,4904001.1014],[378162.2706,4904000.1055],[378158.4896,4903997.5825],[378158.4056,4903997.5354],[378156.8607,4903996.7624],[378156.7857,4903996.7254],[378154.1047,4903995.7575],[378151.3756,4903993.2715],[378151.2826,4903993.2065],[378151.1986,4903993.1595],[378151.1056,4903993.1125],[378151.0216,4903993.0945],[378146.3107,4903992.1076],[378140.8637,4903987.8986],[378137.8556,4903983.1406],[378137.8096,4903983.0666],[378134.4946,4903978.9876],[378128.6566,4903968.3076],[378127.1385,4903962.5076],[378125.6215,4903955.4025],[378125.3605,4903947.9915],[378125.3604,4903943.0004],[378126.3574,4903940.0204],[378126.3764,4903939.9464],[378127.1493,4903936.6033],[378127.1673,4903936.4823],[378127.1673,4903936.3803],[378126.9074,4903932.7762],[378126.6553,4903926.6211],[378126.6463,4903926.5561],[378125.6223,4903918.6882],[378126.8802,4903909.154],[378140.438,4903887.1515],[378140.494,4903887.0485],[378140.522,4903886.9555],[378140.541,4903886.8625],[378142.0868,4903876.0524],[378142.0958,4903875.9494],[378142.0958,4903875.8664],[378141.5839,4903871.2293],[378141.5379,4903871.0703],[378141.4999,4903870.9773],[378138.9209,4903865.8283],[378138.8559,4903865.6983],[378138.7719,4903865.6143],[378134.1448,4903861.2383],[378134.0888,4903861.1913],[378129.4518,4903857.5883],[378127.0588,4903855.4463],[378125.8848,4903852.3743],[378125.8858,4903849.2643],[378126.6587,4903842.0572],[378126.6587,4903841.9732],[378126.6497,4903835.2781],[378126.6497,4903835.2221],[378126.1376,4903828.5281],[378126.1096,4903828.3971],[378123.2796,4903817.336],[378123.2696,4903817.289],[378120.7275,4903809.412],[378119.9645,4903801.2269],[378119.9365,4903801.0969],[378116.0724,4903787.1958],[378116.0634,4903787.1678],[378113.2704,4903778.5267],[378113.0103,4903771.6736],[378113.0102,4903765.2677],[378113.0002,4903765.1647],[378112.9822,4903765.0716],[378109.1272,4903750.3975],[378109.0812,4903750.2765],[378105.4782,4903742.5575],[378105.4032,4903742.4275],[378101.0271,4903736.5056],[378100.9151,4903736.3846],[378095.2541,4903731.4955],[378089.6761,4903726.1796],[378087.1901,4903722.1846],[378084.9371,4903715.9276],[378080.3199,4903684.0744],[378080.3099,4903684.0274],[378074.4077,4903655.8331],[378074.6687,4903650.796],[378075.9346,4903644.445],[378075.9536,4903644.343],[378075.9536,4903644.269],[378075.6935,4903637.8349],[378075.6745,4903637.7129],[378075.6555,4903637.6389],[378074.3705,4903633.5139],[378074.3055,4903633.3649],[378074.2495,4903633.2809],[378074.1845,4903633.2069],[378071.0935,4903630.1249],[378071.0745,4903630.0969],[378067.9835,4903627.266],[378060.8325,4903619.091],[378055.7854,4903612.769],[378053.5325,4903606.521],[378052.2845,4903600.7849],[378053.2724,4903594.8358],[378063.7672,4903571.2774],[378070.0901,4903562.1991],[378079.504,4903553.5398],[378096.4048,4903544.0702],[378106.8157,4903539.7488],[378117.7106,4903538.2315],[378131.3426,4903537.7093],[378131.4826,4903537.6912],[378138.1775,4903536.154],[378138.3075,4903536.108],[378143.7085,4903533.7888],[378143.7925,4903533.7518],[378143.8675,4903533.7058],[378148.9424,4903529.8966],[378152.8714,4903528.4255],[378161.9973,4903526.8982],[378168.8693,4903527.1591],[378168.9993,4903527.1591],[378169.1113,4903527.1311],[378181.9802,4903523.2668],[378182.0082,4903523.2578],[378195.6491,4903518.6293],[378195.7431,4903518.5833],[378213.7609,4903509.5697],[378213.7799,4903509.5597],[378221.5088,4903505.4444],[378221.6578,4903505.3424],[378226.7327,4903500.7611],[378233.0457,4903496.4678],[378241.4545,4903494.7456],[378250.0585,4903496.7655],[378250.1325,4903496.7755],[378250.2346,4903496.7845],[378253.8386,4903496.7844],[378253.9876,4903496.7654],[378254.0806,4903496.7374],[378254.1736,4903496.7004],[378258.2985,4903494.6422],[378258.4475,4903494.5492],[378262.9644,4903490.7781],[378267.3594,4903489.3259],[378273.9143,4903489.0648],[378291.3093,4903491.1135],[378304.9043,4903493.6733],[378315.9472,4903496.4952],[378316.0872,4903496.5232],[378316.1982,4903496.5232],[378325.2032,4903495.759],[378325.2872,4903495.741],[378325.3612,4903495.722],[378328.7131,4903494.6879],[378328.8531,4903494.6329],[378333.9652,4903491.8208],[378338.2671,4903490.3028],[378338.3141,4903490.2938],[378345.0001,4903487.4626],[378345.0191,4903487.4436],[378352.1791,4903484.1195],[378371.8652,4903477.2202],[378379.4811,4903476.9693],[378384.6592,4903476.9692],[378388.8121,4903479.4083],[378392.8342,4903482.6774],[378397.4253,4903488.0305],[378397.4993,4903488.1055],[378401.6154,4903491.7087],[378401.7084,4903491.7837],[378409.0275,4903496.3277],[378411.9694,4903500.9929],[378413.4776,4903506.523],[378413.5056,4903506.617],[378413.5526,4903506.71],[378413.6086,4903506.793],[378417.2115,4903511.4212],[378417.3515,4903511.5512],[378417.4255,4903511.6072],[378422.3146,4903514.4473],[378422.4076,4903514.4943],[378422.5006,4903514.5223],[378422.5936,4903514.5403],[378422.6966,4903514.5503],[378426.8216,4903514.5502],[378426.9236,4903514.5402],[378427.0166,4903514.5222],[378427.1006,4903514.4942],[378432.2406,4903512.4271],[378434.9696,4903511.4401],[378446.4696,4903509.401],[378450.9106,4903509.149],[378454.5607,4903510.36],[378460.9017,4903514.4201],[378460.9397,4903514.4381],[378471.2378,4903520.3602],[378480.9588,4903526.5153],[378495.3179,4903537.2885],[378512.804,4903552.7078],[378512.86,4903552.7458],[378528.5592,4903564.3287],[378528.6992,4903564.4127],[378536.6792,4903568.0158],[378536.7913,4903568.0528],[378536.8843,4903568.0718],[378536.9863,4903568.0808],[378543.1602,4903568.0807],[378543.3272,4903568.0627],[378550.2833,4903566.5167],[378550.4043,4903566.4797],[378550.4883,4903566.4327],[378550.5723,4903566.3767],[378550.6653,4903566.2937],[378554.4462,4903562.2616],[378557.8732,4903560.3065],[378563.5342,4903557.9875],[378581.7952,4903550.7803],[378581.8042,4903550.7803],[378587.4102,4903548.4813],[378593.9561,4903546.9822],[378604.4322,4903546.9822],[378604.4872,4903546.9822],[378618.6411,4903545.9481],[378618.6602,4903545.9481],[378629.7322,4903544.915],[378641.9953,4903544.6629],[378665.0793,4903547.4849],[378665.1723,4903547.4939],[378671.8673,4903547.4938],[378671.9043,4903547.4938],[378677.5663,4903547.2338],[378677.7053,4903547.2148],[378683.1153,4903545.9297],[378683.2743,4903545.8647],[378686.8773,4903544.0677],[378686.9333,4903544.0397],[378695.3793,4903538.9185],[378701.1803,4903536.1435],[378705.9203,4903535.3984],[378712.8203,4903535.1384],[378725.6703,4903535.1383],[378725.7633,4903535.1283],[378731.6763,4903534.3563],[378731.7043,4903534.3563],[378736.3423,4903533.5832],[378736.4163,4903533.5642],[378736.5093,4903533.5362],[378743.9773,4903530.4451],[378744.1083,4903530.3711],[378748.6524,4903527.345],[378752.9074,4903525.585],[378758.2063,4903524.831],[378758.3083,4903524.812],[378763.7094,4903523.266],[378779.6414,4903519.4208],[378787.8174,4903518.1447],[378787.8644,4903518.1357],[378795.0714,4903516.5907],[378795.1834,4903516.5627],[378803.9275,4903513.2106],[378813.8625,4903509.6445],[378820.4364,4903508.3775],[378826.2195,4903508.8805],[378830.6705,4903509.8674],[378840.8855,4903515.2305],[378846.5465,4903518.3125],[378846.6675,4903518.3685],[378846.7605,4903518.3965],[378846.8635,4903518.4065],[378850.9785,4903518.6665],[378851.0715,4903518.6665],[378855.1876,4903518.4065],[378855.3366,4903518.3785],[378855.4296,4903518.3405],[378855.5136,4903518.3035],[378860.9235,4903515.2124],[378860.9515,4903515.2034],[378866.2876,4903511.9073],[378872.5545,4903509.8953],[378880.2366,4903508.6202],[378880.3666,4903508.5832],[378886.2796,4903506.5252],[378886.4006,4903506.4692],[378895.3407,4903501.3672],[378905.1086,4903497.242],[378905.2016,4903497.195],[378910.8727,4903493.853],[378910.9377,4903493.806],[378914.6627,4903491.069],[378917.0747,4903490.594],[378920.2687,4903490.1],[378925.0637,4903490.6119],[378941.2758,4903492.9119],[378948.9768,4903494.2068],[378949.0978,4903494.2158],[378952.9618,4903494.2159],[378953.1298,4903494.1969],[378957.7578,4903493.1638],[378957.8788,4903493.1268],[378957.9718,4903493.0798],[378958.0648,4903493.0148],[378960.5978,4903490.9938],[378965.1328,4903488.7228],[378965.2258,4903488.6757],[378970.0679,4903485.3708],[378974.7978,4903483.3777],[378982.3779,4903482.1117],[378989.5669,4903481.5997],[378989.5949,4903481.5997],[378996.541,4903480.8267],[378996.699,4903480.7897],[378996.793,4903480.7517],[378996.876,4903480.7057],[378996.951,4903480.6497],[378998.748,4903479.1137],[379007.4272,4903473.4986],[379007.4732,4903473.4616],[379011.8223,4903470.1466],[379015.6494,4903467.5765],[379019.3374,4903465.6126],[379025.5665,4903464.8676],[379029.1145,4903464.8675],[379034.9066,4903465.1185],[379040.4467,4903467.3905],[379040.5867,4903467.4375],[379040.6887,4903467.4465],[379045.0658,4903467.6984],[379045.1588,4903467.6984],[379049.0228,4903467.4464],[379057.2359,4903467.1865],[379057.3019,4903467.1765],[379067.6001,4903465.8914],[379067.7311,4903465.8634],[379073.6533,4903464.0574],[379073.8023,4903463.9924],[379073.8863,4903463.9364],[379073.9603,4903463.8714],[379078.5883,4903459.2433],[379078.6813,4903459.1323],[379080.7124,4903456.0964],[379083.6633,4903453.1354],[379087.2494,4903451.2274],[379095.3125,4903451.2273],[379095.3505,4903451.2273],[379101.0117,4903450.9753],[379120.7159,4903450.9753],[379125.269,4903451.9813],[379125.334,4903451.9903],[379129.4501,4903452.5022],[379129.5431,4903452.5122],[379134.9532,4903452.5122],[379135.0842,4903452.5032],[379139.4512,4903451.7392],[379139.5632,4903451.7112],[379139.6562,4903451.6742],[379139.7402,4903451.6272],[379139.8142,4903451.5712],[379143.4272,4903448.4802],[379143.4832,4903448.4152],[379146.6683,4903444.9892],[379150.7564,4903444.0202],[379158.6055,4903444.0202],[379165.0406,4903444.2811],[379165.0686,4903444.2811],[379170.7296,4903444.2812],[379170.7486,4903444.2812],[379181.0478,4903444.0201],[379193.3481,4903444.0211],[379212.8663,4903445.0541],[379235.8757,4903449.9049],[379245.0567,4903452.969],[379251.9289,4903457.2989],[379252.0869,4903457.3729],[379252.1989,4903457.4009],[379261.2031,4903458.9469],[379261.2771,4903458.9559],[379275.3572,4903459.9708],[379317.4929,4903472.3086],[379330.3431,4903476.6755],[379339.4593,4903481.2285],[379349.6644,4903488.1274],[379361.4527,4903499.9062],[379361.4717,4903499.9342],[379370.0568,4903507.7831],[379366.7228,4903514.2171],[379366.6668,4903514.3571],[379364.3478,4903522.588],[379362.0567,4903528.445],[379362.0477,4903528.473],[379360.2407,4903533.622],[379360.2037,4903533.771],[379360.1947,4903533.854],[379359.9429,4903542.607],[379359.4299,4903554.9439],[379359.4299,4903554.9719],[379359.4301,4903567.5698],[379358.4051,4903575.9869],[379358.3961,4903576.0429],[379358.1351,4903581.9458],[379357.3711,4903587.0398],[379357.3621,4903587.1138],[379356.7753,4903597.8217],[379357.7153,4903599.2277],[379357.7153,4903599.3297],[379358.1623,4903600.1677],[379358.8701,4903587.2068],[379359.6341,4903582.1138],[379359.6431,4903582.0398],[379359.9041,4903576.1179],[379360.9291,4903567.6818],[379360.9381,4903567.5888],[379360.9389,4903554.9999],[379361.4509,4903542.653],[379361.4509,4903542.644],[379361.7028,4903534.003],[379363.4628,4903528.975],[379365.7728,4903523.082],[379365.8008,4903523.007],[379368.1008,4903514.8411],[379371.6678,4903507.9601],[379371.7328,4903507.8111],[379371.7508,4903507.7181],[379371.7508,4903507.6161],[379371.7508,4903507.5131],[379371.7328,4903507.4201],[379371.6958,4903507.3271],[379371.6488,4903507.2341],[379371.6018,4903507.1501],[379371.5088,4903507.0571],[379362.5047,4903498.8353],[379350.6705,4903487.0104],[379350.5584,4903486.9174],[379340.2693,4903479.9625],[379340.1853,4903479.9155],[379330.9201,4903475.2875],[379330.8271,4903475.2415],[379317.9489,4903470.8646],[379317.9209,4903470.8556],[379275.7112,4903458.4998],[379275.5522,4903458.4718],[379261.4261,4903457.4479],[379252.6079,4903455.9389],[379245.7828,4903451.637],[379245.6247,4903451.563],[379236.3497,4903448.4719],[379236.2667,4903448.4529],[379213.1083,4903443.5641],[379212.9873,4903443.5461],[379193.4231,4903442.5121],[379193.3861,4903442.5121],[379181.0288,4903442.5121],[379181.0098,4903442.5121],[379170.7116,4903442.7732],[379165.0966,4903442.7731],[379158.6615,4903442.5122],[379158.6335,4903442.5122],[379150.6534,4903442.5122],[379150.5514,4903442.5122],[379150.4764,4903442.5302],[379146.1003,4903443.5642],[379145.9883,4903443.6012],[379145.9043,4903443.6482],[379145.8203,4903443.7042],[379145.7273,4903443.7872],[379142.4402,4903447.3262],[379138.9762,4903450.2872],[379134.8792,4903451.0032],[379129.5621,4903451.0032],[379125.577,4903450.5102],[379120.9489,4903449.4863],[379120.7899,4903449.4673],[379100.9747,4903449.4673],[379100.9376,4903449.4673],[379095.2755,4903449.7183],[379087.0724,4903449.7184],[379086.9234,4903449.7374],[379086.8304,4903449.7654],[379086.7184,4903449.8114],[379082.8534,4903451.8694],[379082.7514,4903451.9344],[379082.6764,4903451.9994],[379079.5944,4903455.0913],[379079.5014,4903455.2023],[379077.4713,4903458.2383],[379073.0292,4903462.6794],[379067.3491,4903464.4114],[379057.1809,4903465.6775],[379048.9488,4903465.9384],[379048.9298,4903465.9384],[379045.1128,4903466.1894],[379040.9037,4903465.9475],[379035.3626,4903463.6755],[379035.2236,4903463.6295],[379035.1116,4903463.6195],[379029.1895,4903463.3595],[379029.1515,4903463.3595],[379025.5485,4903463.3585],[379025.4555,4903463.3686],[379019.0204,4903464.1416],[379018.8714,4903464.1786],[379018.7604,4903464.2246],[379014.8954,4903466.2825],[379014.8304,4903466.3195],[379010.9753,4903468.8996],[379010.9383,4903468.9266],[379006.6072,4903472.2326],[378997.854,4903477.8937],[378997.77,4903477.9497],[378996.141,4903479.3457],[378989.4269,4903480.0907],[378982.2479,4903480.6027],[378982.1829,4903480.6127],[378974.4628,4903481.9067],[378974.3888,4903481.9257],[378974.2958,4903481.9527],[378969.4069,4903484.0108],[378969.2669,4903484.0857],[378964.3688,4903487.4278],[378959.8338,4903489.6998],[378959.6938,4903489.7838],[378957.2548,4903491.7298],[378952.8778,4903492.7079],[378949.1628,4903492.7078],[378941.4988,4903491.4229],[378941.4808,4903491.4229],[378925.2597,4903489.1129],[378925.2407,4903489.1039],[378920.3527,4903488.583],[378920.2687,4903488.583],[378920.1567,4903488.592],[378916.8137,4903489.113],[378916.7767,4903489.123],[378914.1977,4903489.6349],[378914.0577,4903489.6719],[378913.9737,4903489.7179],[378913.8997,4903489.7649],[378910.0997,4903492.558],[378904.4846,4903495.864],[378894.7536,4903499.9702],[378894.6706,4903500.0162],[378885.7216,4903505.1282],[378879.9476,4903507.1392],[378872.2655,4903508.4152],[378872.1545,4903508.4432],[378865.7196,4903510.5013],[378865.5516,4903510.5753],[378860.1695,4903513.9184],[378854.9276,4903516.9075],[378851.0255,4903517.1584],[378847.1235,4903516.9064],[378841.6025,4903513.8995],[378841.5925,4903513.8905],[378831.3035,4903508.4894],[378831.1915,4903508.4434],[378831.1175,4903508.4244],[378826.4805,4903507.3905],[378826.3775,4903507.3725],[378820.4554,4903506.8604],[378820.3435,4903506.8604],[378820.2505,4903506.8694],[378813.5644,4903508.1545],[378813.4534,4903508.1915],[378803.4145,4903511.7946],[378803.3965,4903511.7946],[378794.6714,4903515.1377],[378787.5844,4903516.6557],[378779.3534,4903517.9407],[378779.2884,4903517.9497],[378763.3274,4903521.8049],[378763.2994,4903521.8139],[378757.9263,4903523.3499],[378752.5914,4903524.114],[378752.4984,4903524.132],[378752.4054,4903524.16],[378748.0283,4903525.966],[378747.8983,4903526.041],[378743.3533,4903529.0671],[378736.0063,4903532.1122],[378731.4623,4903532.8663],[378725.6523,4903533.6292],[378712.7923,4903533.6293],[378712.7643,4903533.6293],[378705.8183,4903533.8904],[378705.7253,4903533.8994],[378700.8363,4903534.6724],[378700.7153,4903534.7004],[378700.6313,4903534.7375],[378694.7093,4903537.5685],[378694.6443,4903537.6055],[378686.1513,4903542.7547],[378682.7063,4903544.4677],[378677.4173,4903545.7247],[378671.8303,4903545.9858],[378665.1903,4903545.9858],[378642.0972,4903543.1639],[378641.9862,4903543.1549],[378629.6381,4903543.406],[378629.5831,4903543.406],[378618.5111,4903544.44],[378604.3762,4903545.4732],[378593.8721,4903545.4732],[378593.7051,4903545.4922],[378587.0092,4903547.0283],[378586.8881,4903547.0653],[378581.2272,4903549.3844],[378562.9662,4903556.5905],[378562.9572,4903556.5905],[378557.2862,4903558.9096],[378557.2022,4903558.9555],[378553.5982,4903561.0136],[378553.5152,4903561.0696],[378553.4222,4903561.1536],[378549.7343,4903565.0917],[378543.0762,4903566.5727],[378537.1543,4903566.5728],[378529.3792,4903563.0618],[378513.8101,4903551.5717],[378496.3049,4903536.1335],[378496.2579,4903536.0965],[378481.8438,4903525.2863],[378481.7878,4903525.2583],[378472.0107,4903519.0751],[378471.9827,4903519.0571],[378461.6847,4903513.135],[378455.2876,4903509.0379],[378455.2126,4903508.9909],[378455.1196,4903508.9539],[378451.2556,4903507.669],[378451.1626,4903507.641],[378451.0596,4903507.632],[378450.9666,4903507.632],[378446.3296,4903507.8919],[378446.2456,4903507.9019],[378434.6716,4903509.9591],[378434.5506,4903509.9971],[378431.7096,4903511.0211],[378431.6816,4903511.0301],[378426.6816,4903513.0412],[378422.9006,4903513.0411],[378418.3195,4903510.3782],[378414.8835,4903505.974],[378413.3844,4903500.4708],[378413.3574,4903500.3778],[378413.3014,4903500.2658],[378410.2194,4903495.3777],[378410.0794,4903495.2097],[378409.9774,4903495.1357],[378402.5374,4903490.5176],[378398.5333,4903487.0065],[378393.9242,4903481.6344],[378393.8312,4903481.5414],[378389.7151,4903478.1983],[378389.6221,4903478.1333],[378385.2451,4903475.5632],[378385.1521,4903475.5162],[378385.0591,4903475.4882],[378384.9662,4903475.4702],[378384.8642,4903475.4602],[378379.4541,4903475.4601],[378379.4261,4903475.4601],[378371.706,4903475.7122],[378371.585,4903475.7302],[378371.483,4903475.7582],[378351.6581,4903482.7134],[378351.5931,4903482.7414],[378344.3951,4903486.0756],[378337.7461,4903488.8967],[378333.3881,4903490.4328],[378333.2761,4903490.4798],[378328.1831,4903493.2819],[378325.0172,4903494.251],[378316.1712,4903495.0051],[378305.2483,4903492.2113],[378305.2023,4903492.1933],[378291.5603,4903489.6234],[378291.5043,4903489.6235],[378273.9983,4903487.5657],[378273.8873,4903487.5567],[378267.2014,4903487.8169],[378267.0804,4903487.8359],[378266.9964,4903487.8549],[378262.3594,4903489.3911],[378262.2194,4903489.4561],[378262.1074,4903489.5311],[378257.5355,4903493.3482],[378253.6716,4903495.2754],[378250.3285,4903495.2755],[378241.6595,4903493.2365],[378241.5285,4903493.2275],[378241.4355,4903493.2275],[378241.3335,4903493.2365],[378232.5807,4903495.0338],[378232.4867,4903495.0528],[378232.3937,4903495.0898],[378232.3007,4903495.1458],[378225.8667,4903499.5221],[378225.7917,4903499.5871],[378220.7168,4903504.1683],[378213.0719,4903508.2376],[378195.165,4903517.1953],[378181.5511,4903521.8147],[378168.7942,4903525.6411],[378161.9783,4903525.3902],[378161.9043,4903525.3902],[378161.8293,4903525.3992],[378152.5554,4903526.9454],[378152.4154,4903526.9824],[378148.2994,4903528.5286],[378148.1784,4903528.5846],[378148.1044,4903528.6306],[378143.0014,4903532.4579],[378137.7955,4903534.693],[378131.2126,4903536.2011],[378117.6456,4903536.7225],[378117.5706,4903536.7325],[378106.4997,4903538.2777],[378106.4057,4903538.2967],[378106.3127,4903538.3247],[378095.7628,4903542.7011],[378095.6788,4903542.7381],[378078.685,4903552.2548],[378078.545,4903552.3568],[378069.0281,4903561.1102],[378068.9261,4903561.2402],[378062.4822,4903570.5054],[378062.4072,4903570.6264],[378051.8564,4903594.3139],[378051.8194,4903594.4259],[378051.8004,4903594.4999],[378050.7855,4903600.646],[378050.7765,4903600.674],[378050.7675,4903600.748]]]}"
6,PAVEMENT,,"{""type"":""Polygon"",""coordinates"":[[[374466.7585,4898889.9828],[374465.6185,4898890.2429],[374467.0684,4898898.9629],[374468.9793,4898914.153],[374468.9793,4898918.153],[374468.1793,4898930.7531],[374467.5792,4898948.6531],[374469.0792,4898947.5531],[374470.3792,4898947.1531],[374469.6792,4898945.0531],[374469.2792,4898941.1531],[374469.9793,4898925.753],[374470.6793,4898914.3529],[374469.3684,4898904.2529],[374468.1084,4898896.7229],[374466.7585,4898889.9828]]]}"
1,CONCRETE,,"{""type"":""Polygon"",""coordinates"":[[[373945.2749,4898628.3526],[373946.1749,4898629.6525],[373952.6749,4898622.9525],[373959.8747,4898616.2533],[373976.2756,4898601.8528],[373988.6464,4898590.5886],[373987.8714,4898589.6036],[373945.2749,4898628.3526]]]}"
6,PAVEMENT,,"{""type"":""Polygon"",""coordinates"":[[[373954.5752,4898480.8523],[373942.5743,4898496.2517],[373938.8743,4898496.3518],[373938.7743,4898498.3518],[373938.1743,4898498.3518],[373938.0743,4898501.5518],[373938.5743,4898501.5518],[373938.5743,4898503.0518],[373943.5742,4898503.2517],[373944.0742,4898496.4517],[373955.7752,4898481.9624],[373954.5752,4898480.8523]]]}"
1,CONCRETE,,"{""type"":""Polygon"",""coordinates"":[[[377773.0358,4896986.2886],[377776.8795,4896985.7828],[377776.1938,4896980.571],[377772.35,4896981.0767],[377773.0358,4896986.2886]]]}"
1,CONCRETE,,"{""type"":""Polygon"",""coordinates"":[[[377783.2031,4896985.2537],[377787.158,4896984.7333],[377786.4576,4896979.4102],[377782.5027,4896979.9306],[377783.2031,4896985.2537]]]}"
