PARK_ID,NAME,ADDRESS,OWNERSHIP,TYPE,DESCRIP,MAP_LABEL,GeoJSON
12,BEXLEY GATE PARK,836 MUIRFIELD CRES,MUNICIPAL,NEIGHBOURHOOD,"Rental facilities, walking trail",Bexley Gate Park,"{""type"":""Polygon"",""coordinates"":[[[375215.9303,4901313.6262],[375227.1,4901304.08],[375234.3178,4901297.9107],[375241.1955,4901292.0335],[375247.9952,4901286.2204],[375254.835,4901280.3762],[375261.6728,4901274.5309],[375268.5116,4901268.6858],[375275.3502,4901262.8406],[375282.211,4901256.9763],[375289.0277,4901251.1512],[375295.8655,4901245.307],[375302.7042,4901239.4609],[375310.3349,4901232.9396],[375317.9645,4901226.4184],[375339.5544,4901255.5268],[375346.6072,4901250.9386],[375354.1699,4901247.2504],[375362.1277,4901244.5182],[375370.3604,4901242.782],[375378.7442,4901242.0697],[375388.7629,4901241.8374],[375387.9372,4901206.3335],[375405.1727,4901205.928],[375422.4072,4901205.5236],[375439.6427,4901205.1191],[375456.8772,4901204.7136],[375462.4911,4901204.5815],[375462.5719,4901201.5804],[375463.3243,4901173.9535],[375464.0936,4901145.7125],[375464.2574,4901139.6985],[375471.3039,4901130.6053],[375480.8684,4901118.2641],[375455.3193,4901118.8708],[375424.9613,4901119.5916],[375414.6936,4901119.8358],[375397.6709,4901105.8583],[375386.7751,4901096.9126],[375388.7018,4901081.6365],[375391.3522,4901060.6065],[375395.0045,4901031.6414],[375381.6541,4901033.6268],[375387.8115,4901065.5526],[375379.0259,4901070.3248],[375370.2413,4901075.097],[375360.1168,4901086.5643],[375350.9844,4901096.9075],[375349.9914,4901098.0315],[375348.9995,4901099.1566],[375339.867,4901109.4999],[375329.7426,4901120.9671],[375319.618,4901132.4344],[375309.4926,4901143.9026],[375299.3681,4901155.3699],[375286.2507,4901170.2262],[375272.2463,4901186.0887],[375256.571,4901203.8431],[375250.5753,4901210.6342],[375247.8894,4901213.6763],[375235.5588,4901213.8697],[375210.0665,4901214.2704],[375207.2916,4901321.0106],[375215.9303,4901313.6262]]]}"
206,CHADWICK PARKETTE,602 CHADWICK DR,MUNICIPAL,NEIGHBOURHOOD, ,Chadwick Parkette,"{""type"":""Polygon"",""coordinates"":[[[376366.5558,4902164.3249],[376398.0955,4902164.0891],[376398.1501,4902125.8575],[376397.678,4902120.5154],[376396.261,4902115.3423],[376393.9469,4902110.5043],[376390.807,4902106.1564],[376368.8248,4902080.8414],[376362.7218,4902080.4106],[376344.6402,4902096.1084],[376339.9523,4902101.1616],[376336.4554,4902107.1018],[376334.3125,4902113.6519],[376333.6225,4902120.5101],[376333.6576,4902125.1992],[376333.6596,4902125.4991],[376333.948,4902164.5698],[376366.5558,4902164.3249]]]}"
201,PITTSBURGH PLACE PARK,696 MACLEAN CRT,MUNICIPAL,NEIGHBOURHOOD, ,Pittsburgh Place Park,"{""type"":""Polygon"",""coordinates"":[[[383484.1536,4901666.9932],[383484.802,4901660.9324],[383485.5393,4901654.0264],[383485.6193,4901653.2815],[383485.6994,4901652.5365],[383486.4386,4901645.6306],[383487.0869,4901639.5697],[383487.7341,4901633.5078],[383488.2854,4901628.3618],[383488.5445,4901625.9369],[383521.8458,4901629.5083],[383522.1648,4901626.5264],[383506.7457,4901624.8722],[383500.2247,4901624.1731],[383493.6927,4901623.4721],[383485.5806,4901622.602],[383483.1945,4901622.346],[383478.5076,4901619.9169],[383473.1016,4901617.1158],[383467.7147,4901614.3238],[383456.1038,4901608.3068],[383455.4208,4901607.9518],[383454.7368,4901607.5978],[383441.1295,4901600.5456],[383440.8245,4901600.3876],[383440.9526,4901603.8346],[383442.1045,4901634.7762],[383444.4741,4901672.3487],[383456.4521,4901673.6218],[383466.3532,4901674.6729],[383483.1423,4901676.4571],[383483.1733,4901676.1601],[383484.1536,4901666.9932]]]}"
200,BLUFFWOOD PARKETTE,1016 BLUFFWOOD AVE,MUNICIPAL,NEIGHBOURHOOD, ,Bluffwood Parkette,"{""type"":""Polygon"",""coordinates"":[[[385178.6851,4902964.8146],[385182.8109,4902927.0505],[385155.5589,4902924.0715],[385151.4331,4902961.8356],[385178.6851,4902964.8146]]]}"
203,RIVERS EDGE PARK,1290 WATERSIDE WAY,MUNICIPAL,NEIGHBOURHOOD,"Pathways, waterfront",Rivers Edge Park,"{""type"":""Polygon"",""coordinates"":[[[383926.1546,4903124.5627],[383857.1956,4903116.8955],[383806.533,4903113.6046],[383806.116,4903113.5776],[383806.6821,4903116.9035],[383806.4532,4903121.5425],[383806.3904,4903126.0254],[383807.7743,4903128.3494],[383810.3303,4903130.9134],[383812.8973,4903132.0534],[383815.8013,4903134.1974],[383824.4481,4903144.1895],[383831.2651,4903152.3666],[383831.8901,4903153.8615],[383831.7022,4903156.4525],[383832.3772,4903157.4505],[383834.0362,4903158.4225],[383837.7571,4903159.3705],[383839.3781,4903159.3136],[383845.9998,4903158.3497],[383849.5109,4903159.5496],[383851.2466,4903157.4228],[383852.2456,4903157.0778],[383853.9695,4903157.023],[383855.6375,4903157.3719],[383856.4944,4903157.9229],[383856.7634,4903158.998],[383856.4055,4903161.1099],[383855.9965,4903162.1209],[383855.7736,4903165.1358],[383855.9857,4903167.6939],[383855.4098,4903170.8998],[383852.6201,4903177.7437],[383852.2,4903180.6776],[383853.1481,4903184.9095],[383854.7412,4903188.4066],[383856.7952,4903193.0815],[383860.1712,4903197.6766],[383862.7771,4903201.3275],[383865.7691,4903204.6116],[383867.0071,4903205.2676],[383869.123,4903204.6837],[383871.403,4903203.8867],[383872.9159,4903203.7358],[383873.4469,4903204.1708],[383873.6458,4903204.9028],[383872.3509,4903206.9167],[383873.167,4903210.0376],[383875.801,4903214.6347],[383879.755,4903220.0167],[383884.517,4903224.2888],[383887.0008,4903225.2878],[383889.2278,4903225.5628],[383893.7767,4903227.5479],[383897.7075,4903229.9429],[383901.4945,4903232.726],[383904.9823,4903234.2861],[383909.3243,4903235.7411],[383915.2342,4903242.6112],[383919.6312,4903249.0152],[383921.9161,4903252.9663],[383922.7242,4903256.4612],[383923.4223,4903261.1572],[383921.3525,4903268.689],[383922.3405,4903270.7641],[383925.3984,4903272.4541],[383933.0221,4903272.6433],[383940.0089,4903272.0745],[383944.2207,4903274.5255],[383948.5127,4903277.7056],[383952.6915,4903281.1157],[383955.7025,4903284.0077],[383958.5265,4903288.6467],[383958.8205,4903291.6297],[383956.7387,4903296.5556],[383955.7029,4903302.7685],[383956.3169,4903303.8735],[383957.5847,4903303.9926],[383962.4796,4903302.6747],[383965.6235,4903302.8908],[383968.8794,4903303.9928],[383971.6253,4903305.4579],[383974.6202,4903305.2159],[383976.7521,4903304.017],[383979.137,4903303.0511],[383980.6529,4903302.9441],[383988.0677,4903307.3372],[383992.5007,4903312.1822],[383995.8356,4903317.1993],[384003.3074,4903322.6534],[384003.4884,4903322.6774],[384091.6032,4903334.0174],[384111.0215,4903336.0289],[384109.8175,4903335.5619],[384095.117,4903329.1636],[384080.9365,4903321.6833],[384067.3558,4903313.1621],[384054.4502,4903303.6488],[384042.2925,4903293.1976],[384030.9518,4903281.8654],[384020.4899,4903269.7163],[384010.9661,4903256.8182],[384002.4351,4903243.2441],[383994.9432,4903229.069],[383988.5332,4903214.374],[383983.2401,4903199.2401],[383980.867,4903191.5491],[383976.519,4903179.7781],[383970.913,4903168.5501],[383964.117,4903158.0001],[383956.2121,4903148.2541],[383947.2913,4903139.427],[383937.4624,4903131.6248],[383926.8416,4903124.9407],[383926.1546,4903124.5627]]]}"
94,MACLEAN PARK,224 GORE RD,MUNICIPAL,DISTRICT,Walkway,MacLean Park,"{""type"":""Polygon"",""coordinates"":[[[383776.8025,4901744.6689],[383756.8056,4901742.5309],[383750.9245,4901797.523],[383745.0425,4901852.5161],[383801.7919,4901858.5842],[383838.5441,4901862.5152],[383844.4259,4901807.5231],[383807.6738,4901803.592],[383770.9216,4901799.6621],[383776.8025,4901744.6689]]]}"
95,MACLEAN TRAILS (PITTSBURGH LIBRARY),914 15 HWY,MUNICIPAL,COMMUNITY,"Rental facilities, walking trail",MacLean Trails (Pittsburgh Library),"{""type"":""Polygon"",""coordinates"":[[[382951.5856,4901648.942],[382951.7516,4901649.917],[382953.1475,4901651.865],[382955.0875,4901652.4351],[382956.9576,4901653.1851],[382958.6176,4901653.8651],[382959.8076,4901654.6151],[382961.2075,4901656.0551],[382962.6475,4901657.4351],[382964.0576,4901658.8651],[382965.4876,4901660.3051],[382966.4576,4901661.2451],[382968.1776,4901662.3051],[382969.1475,4901662.9351],[382969.9575,4901663.865],[382970.6475,4901665.305],[382971.1775,4901667.245],[382971.4575,4901668.745],[382972.2374,4901670.615],[382972.9274,4901672.055],[382974.1474,4901673.615],[382974.4574,4901674.115],[382974.4574,4901676.055],[382974.1774,4901677.935],[382974.1773,4901678.935],[382973.9273,4901679.745],[382973.7373,4901679.995],[382972.2673,4901679.365],[382971.3973,4901678.745],[382970.3673,4901678.435],[382969.3672,4901678.4349],[382968.7673,4901678.6149],[382968.0173,4901679.3649],[382967.6173,4901680.1149],[382967.3372,4901682.1149],[382967.3372,4901682.8649],[382967.9272,4901684.1149],[382969.1472,4901685.6848],[382970.3071,4901687.3048],[382970.9571,4901687.9948],[382971.3671,4901688.2448],[382972.4871,4901688.0548],[382972.9272,4901687.8048],[382973.4872,4901687.8648],[382974.0172,4901688.3648],[382974.2072,4901688.8048],[382973.5571,4901690.6148],[382973.3671,4901690.9348],[382974.1471,4901692.3048],[382975.4871,4901693.8058],[382976.5171,4901694.9348],[382978.1471,4901696.1148],[382979.557,4901697.1858],[382980.867,4901698.7449],[382982.267,4901700.1859],[382983.647,4901701.6159],[382984.927,4901703.1859],[382986.307,4901704.6159],[382987.6169,4901706.1159],[382988.9869,4901707.6158],[382990.5569,4901708.9358],[382991.927,4901710.3658],[382993.177,4901711.4358],[382994.487,4901712.9358],[382995.4868,4901714.4958],[382996.8668,4901715.9358],[382998.3669,4901717.3059],[382999.8969,4901718.5559],[383001.4869,4901719.8059],[383003.0569,4901721.0559],[383004.7368,4901722.1859],[383006.4568,4901723.1859],[383007.6768,4901723.9359],[383009.1168,4901725.3658],[383010.4568,4901726.8058],[383011.8968,4901728.2459],[383013.5167,4901729.4359],[383015.1467,4901730.5559],[383016.8677,4901731.6859],[383018.5178,4901732.8059],[383019.8378,4901733.9359],[383022.0187,4901734.6819],[383024.3837,4901735.864],[383025.9607,4901736.357],[383027.8337,4901737.736],[383030.4277,4901738.8999],[383031.1797,4901739.4259],[383032.1137,4901740.0279],[383032.9907,4901740.533],[383033.8807,4901741.077],[383034.7447,4901741.66],[383035.5377,4901742.313],[383036.2487,4901743.055],[383037.0417,4901743.785],[383038.1236,4901744.111],[383039.1476,4901744.386],[383039.7876,4901745.25],[383040.4726,4901746.069],[383041.1376,4901746.921],[383041.9186,4901747.753],[383042.5966,4901748.489],[383043.3006,4901749.257],[383044.1586,4901750.108],[383045.2206,4901750.357],[383046.1556,4901749.865],[383047.0386,4901749.353],[383048.1266,4901749.641],[383049.0166,4901750.345],[383049.7326,4901751.1],[383050.4306,4901751.919],[383050.9615,4901752.86],[383051.5255,4901753.877],[383052.1205,4901754.869],[383052.7475,4901755.778],[383053.4575,4901756.7],[383054.1235,4901757.6601],[383054.6865,4901758.4921],[383055.3585,4901759.4201],[383056.1394,4901760.1881],[383056.9204,4901761.058],[383057.6694,4901761.724],[383058.4814,4901762.543],[383059.1734,4901763.394],[383059.8324,4901764.258],[383060.5423,4901765.161],[383061.1763,4901766.018],[383061.7393,4901766.895],[383062.3283,4901767.778],[383063.0833,4901768.674],[383063.9603,4901769.27],[383064.9903,4901769.583],[383066.0082,4901769.9221],[383066.8972,4901770.4151],[383067.7422,4901771.081],[383068.6192,4901771.785],[383069.1752,4901772.414],[383069.2972,4901772.553],[383069.9822,4901773.398],[383070.6802,4901774.268],[383071.5312,4901775.017],[383072.4912,4901775.574],[383073.2272,4901776.348],[383073.1572,4901777.423],[383072.7281,4901778.383],[383072.8181,4901779.459],[383073.8481,4901779.465],[383074.6612,4901778.78],[383075.4861,4901779.3631],[383076.2991,4901779.9581],[383077.1381,4901780.643],[383077.9891,4901781.302],[383078.8081,4901781.948],[383079.7361,4901782.71],[383080.5941,4901783.465],[383081.3421,4901784.188],[383082.1361,4901784.905],[383082.955,4901785.622],[383083.915,4901786.339],[383084.8749,4901786.9851],[383085.7329,4901787.5231],[383086.622,4901788.0151],[383087.659,4901788.591],[383088.69,4901789.225],[383089.656,4901789.884],[383090.527,4901790.665],[383091.3069,4901791.311],[383092.1649,4901791.977],[383093.0029,4901792.6681],[383093.7708,4901793.5131],[383094.3858,4901794.3831],[383095.0638,4901795.1901],[383095.8708,4901795.9391],[383096.7278,4901796.681],[383097.6108,4901797.456],[383098.4948,4901798.185],[383099.1598,4901798.979],[383099.7998,4901799.868],[383100.4078,4901800.796],[383100.9587,4901801.68],[383101.5147,4901802.518],[383102.1747,4901803.382],[383102.8847,4901804.2401],[383103.6336,4901805.123],[383104.2476,4901805.929],[383104.8626,4901806.768],[383105.4386,4901807.6],[383105.9626,4901808.47],[383106.3465,4901809.475],[383106.7305,4901810.556],[383107.1465,4901811.523],[383107.7935,4901812.445],[383108.5235,4901813.321],[383109.3355,4901814.0509],[383110.2765,4901814.6719],[383111.2235,4901815.3179],[383112.0945,4901816.009],[383112.8684,4901816.854],[383113.4834,4901817.744],[383113.6494,4901818.749],[383113.5984,4901819.83],[383113.3673,4901820.829],[383113.0673,4901821.808],[383112.7343,4901822.8508],[383112.3313,4901823.7788],[383111.7552,4901824.6048],[383111.1852,4901825.4488],[383110.7432,4901826.4608],[383110.1671,4901827.3948],[383109.6041,4901828.3228],[383108.9641,4901829.2378],[383108.324,4901830.0958],[383107.722,4901831.0298],[383107.5301,4901832.0348],[383107.345,4901833.0527],[383106.788,4901833.9737],[383106.116,4901834.7487],[383105.316,4901835.3947],[383104.4839,4901836.0157],[383103.5749,4901836.5597],[383102.5829,4901836.9947],[383101.4889,4901837.3656],[383100.4968,4901837.7056],[383099.5499,4901838.0506],[383098.5899,4901838.4216],[383097.5659,4901838.8506],[383096.5668,4901839.2986],[383095.4788,4901839.7335],[383094.3718,4901840.0795],[383093.2008,4901840.3615],[383092.1377,4901840.8025],[383091.0888,4901841.1805],[383089.9618,4901841.5325],[383089.0088,4901841.9414],[383088.0488,4901842.3254],[383087.1527,4901842.8954],[383087.1267,4901843.9384],[383087.3827,4901844.9494],[383087.8307,4901845.9353],[383088.5477,4901846.7543],[383089.2646,4901847.5863],[383090.0196,4901848.2903],[383090.8066,4901848.9624],[383091.7026,4901849.4174],[383092.6946,4901849.6094],[383093.7056,4901849.7244],[383094.7486,4901849.8074],[383095.8886,4901849.8454],[383096.9886,4901849.9414],[383098.0256,4901849.9295],[383099.1336,4901849.7175],[383100.0996,4901849.3085],[383101.0016,4901849.7754],[383101.8146,4901850.3774],[383102.6465,4901850.9404],[383103.5816,4901850.4534],[383103.4086,4901849.4044],[383104.0356,4901848.5915],[383104.9126,4901848.0855],[383105.9237,4901847.8745],[383106.9857,4901847.8495],[383107.9907,4901847.8495],[383108.9697,4901848.1055],[383109.9877,4901848.1495],[383111.0376,4901848.0796],[383111.9656,4901848.5726],[383112.5346,4901847.7466],[383113.3347,4901847.0746],[383114.3397,4901846.6846],[383115.3507,4901846.2616],[383116.3557,4901846.2236],[383117.3737,4901846.3387],[383118.4037,4901846.5437],[383119.3446,4901847.0297],[383120.1386,4901847.6637],[383120.7786,4901848.5787],[383121.3026,4901849.4627],[383121.7446,4901850.4226],[383122.1546,4901851.3626],[383122.8195,4901853.2766],[383122.8265,4901853.2946],[383462.1893,4901889.9806],[383448.2539,4901850.856],[383419.1588,4901750.3743],[383415.7205,4901732.0514],[383411.8557,4901698.5559],[383406.6378,4901697.9938],[383218.0447,4901677.6649],[383091.4728,4901664.0206],[382988.15,4901652.8834],[382951.5856,4901648.942]]]}"
129,RICHDALE PARK,116 GRENADIER DR,MUNICIPAL,NEIGHBOURHOOD, ,Richdale Park,"{""type"":""Polygon"",""coordinates"":[[[384008.2844,4901679.4216],[384010.9513,4901679.7696],[384012.8396,4901664.4629],[384014.0449,4901654.0351],[384015.3661,4901643.6222],[384016.5103,4901633.2244],[384018.0366,4901621.7905],[384020.7021,4901600.581],[384017.9183,4901599.6649],[384013.8905,4901631.1774],[384003.3292,4901628.8934],[383999.5924,4901628.0464],[383991.56,4901623.9845],[383980.8357,4901618.5605],[383970.8024,4901613.4866],[383963.0159,4901609.5487],[383960.8721,4901608.5116],[383951.1498,4901603.8107],[383946.922,4901601.7667],[383940.4614,4901598.6428],[383933.6078,4901595.3287],[383930.4179,4901593.7858],[383928.765,4901593.5717],[383921.0014,4901592.5668],[383915.7237,4901591.8828],[383908.2601,4901590.9157],[383903.5544,4901590.3067],[383887.2711,4901587.1267],[383875.8168,4901583.6136],[383865.6022,4901572.2467],[383886.1879,4901550.0359],[383884.261,4901548.0899],[383870.8928,4901561.0888],[383868.378,4901563.2368],[383864.6071,4901565.1747],[383853.0828,4901569.1557],[383842.7644,4901566.2746],[383831.2799,4901667.3843],[383834.2557,4901667.7554],[383867.8258,4901671.9354],[383866.6019,4901668.7615],[383834.5748,4901664.7734],[383836.5784,4901646.0478],[383837.0035,4901642.0718],[383847.0564,4901631.627],[383857.2452,4901621.0402],[383863.7589,4901617.5703],[383870.5177,4901613.9694],[383885.5009,4901614.9203],[383895.0874,4901615.5273],[383897.3402,4901617.5243],[383908.1773,4901627.1302],[383917.5305,4901635.4621],[383919.4073,4901637.1341],[383927.7598,4901638.1781],[383938.1762,4901639.4801],[383948.5917,4901640.7821],[383959.0081,4901642.0851],[383969.4235,4901643.386],[383979.8399,4901644.6891],[383990.2553,4901645.9901],[384001.3817,4901647.3831],[384011.9872,4901648.7341],[384008.2844,4901679.4216]]]}"
138,ROSE ABBEY PARK,59 ROSE ABBEY DR,MUNICIPAL,NEIGHBOURHOOD, ,Rose Abbey Park,"{""type"":""Polygon"",""coordinates"":[[[384377.7274,4901625.4431],[384382.0713,4901625.9161],[384443.4058,4901632.3973],[384446.2633,4901612.5006],[384379.8946,4901605.5134],[384334.8723,4901600.5961],[384331.5708,4901631.0777],[384324.0388,4901637.1435],[384326.3727,4901639.1695],[384333.9058,4901633.1036],[384366.2894,4901624.1981],[384374.7464,4901625.1201],[384377.7274,4901625.4431]]]}"
176,MOLLY MCGLYNN PARK,MOLLY MCGLYNN ST,MUNICIPAL,NEIGHBOURHOOD,"Walkways, outdoor skating rink",Molly McGlynn Park,"{""type"":""Polygon"",""coordinates"":[[[384431.4986,4902416.9153],[384428.9197,4902416.6914],[384426.5746,4902417.7873],[384317.2965,4902509.6034],[384315.8145,4902511.7244],[384315.5904,4902514.3022],[384316.6853,4902516.6463],[384333.4067,4902536.5482],[384335.5277,4902538.0313],[384338.1058,4902538.2553],[384340.4498,4902537.1603],[384350.937,4902528.3484],[384357.798,4902523.3674],[384365.2922,4902519.4034],[384373.2703,4902516.5354],[384381.5735,4902514.8215],[384402.5419,4902512.0176],[384412.4521,4902510.6927],[384427.9904,4902508.6158],[384434.2285,4902507.1729],[384440.0856,4902504.5869],[384445.3538,4902500.9479],[384475.3066,4902475.7815],[384476.7896,4902473.6606],[384477.0126,4902471.0826],[384475.9176,4902468.7386],[384433.6197,4902418.3983],[384431.4986,4902416.9153]]]}"
19,BUCKINGHAM PARK,19 BUCKINGHAM CRT,MUNICIPAL,NEIGHBOURHOOD, ,Buckingham Park,"{""type"":""Polygon"",""coordinates"":[[[384281.6345,4901701.6259],[384282.4877,4901693.5931],[384283.1937,4901686.9322],[384283.9018,4901680.2724],[384284.236,4901677.1214],[384284.608,4901673.6114],[384285.3151,4901666.9515],[384286.0211,4901660.2907],[384287.4984,4901646.3669],[384284.5174,4901646.0429],[384281.155,4901676.8243],[384273.9184,4901676.0673],[384267.2587,4901675.3454],[384260.6001,4901674.6223],[384253.9414,4901673.8993],[384247.2818,4901673.1763],[384240.6231,4901672.4534],[384233.9644,4901671.7313],[384227.3048,4901671.0083],[384225.8139,4901670.8464],[384224.3229,4901670.6843],[384217.6633,4901669.9613],[384211.0056,4901669.2393],[384204.347,4901668.5163],[384197.6873,4901667.7933],[384191.0287,4901667.0703],[384184.3691,4901666.3472],[384181.8092,4901666.0693],[384180.2943,4901665.9053],[384180.1292,4901667.4203],[384178.435,4901683.036],[384181.2027,4901681.5584],[384184.1865,4901680.5834],[384187.2957,4901680.1411],[384190.4323,4901680.2473],[384193.5031,4901680.8964],[384196.4161,4901682.068],[384199.0788,4901683.7303],[384201.4136,4901685.8283],[384203.3487,4901688.2999],[384204.8233,4901691.0723],[384205.7942,4901694.0572],[384206.2312,4901697.1651],[384236.6035,4901702.4999],[384230.7038,4901756.701],[384263.0022,4901759.901],[384269.8119,4901700.7489],[384281.6345,4901701.6259]]]}"
18,BRODIE PARK,905 BRODIE AVE,MUNICIPAL,NEIGHBOURHOOD, ,Brodie Park,"{""type"":""Polygon"",""coordinates"":[[[373491.9772,4897639.9234],[373483.6072,4897602.1367],[373510.6219,4897603.5507],[373513.6649,4897603.7107],[373530.4027,4897604.5871],[373531.9238,4897604.6661],[373538.0097,4897604.9849],[373539.0456,4897585.2049],[373540.0016,4897566.9448],[373540.9576,4897548.6856],[373541.9134,4897530.4266],[373542.8694,4897512.1675],[373543.8254,4897493.9084],[373544.8613,4897474.1274],[373544.9403,4897472.6184],[373542.1924,4897473.5404],[373446.9382,4897505.5306],[373461.1602,4897551.4123],[373465.8793,4897566.6361],[373469.5682,4897578.536],[373474.1332,4897578.7749],[373487.7513,4897640.6566],[373491.9772,4897639.9234]]]}"
55,GARDENWALK PARK,910 LIMESTONE DR,MUNICIPAL,NEIGHBOURHOOD,Walking trails,Gardenwalk Park,"{""type"":""Polygon"",""coordinates"":[[[372971.4078,4901407.1245],[372956.7809,4901406.6753],[372921.8082,4901405.7266],[372916.8111,4901405.5905],[372915.9123,4901438.5716],[372900.4215,4901438.1513],[372884.9305,4901437.731],[372869.4387,4901437.3107],[372853.9488,4901436.8894],[372838.4569,4901436.4692],[372814.4711,4901435.8187],[372782.2153,4901434.9431],[372765.7234,4901434.4948],[372728.9706,4901433.4971],[372692.2959,4901432.5015],[372647.3272,4901431.2807],[372642.1702,4901430.4416],[372637.4111,4901428.2836],[372598.4525,4901427.5489],[372598.4517,4901407.7706],[372598.4511,4901388.3864],[372600.1234,4901370.0851],[372603.6976,4901349.019],[372594.9759,4901356.1987],[372579.9725,4901368.5499],[372563.848,4901381.8251],[372563.67,4901381.9731],[372543.2651,4901378.9068],[372540.1771,4901378.4438],[372520.8841,4901375.5456],[372502.5982,4901372.7994],[372485.2492,4901370.1933],[372470.1823,4901367.9301],[372455.1143,4901365.6669],[372440.0474,4901363.4038],[372424.9803,4901361.1406],[372414.6603,4901359.5906],[372404.3434,4901358.0385],[372398.1516,4901360.3522],[372383.3138,4901365.8988],[372362.3777,4901357.9808],[372343.7566,4901350.9368],[372340.9056,4901349.8588],[372326.6545,4901344.4689],[372312.4034,4901339.0779],[372310.9774,4901338.5389],[372298.1513,4901333.6879],[372295.3013,4901332.61],[372283.9001,4901328.2971],[372281.0501,4901327.2191],[372269.648,4901322.9073],[372265.3729,4901321.2903],[372255.3968,4901317.5164],[372251.1217,4901315.8995],[372241.1456,4901312.1266],[372235.4445,4901309.9697],[372226.8934,4901306.7358],[372219.7683,4901304.0408],[372212.6423,4901301.3459],[372205.5162,4901298.6501],[372198.3911,4901295.9551],[372189.84,4901292.7213],[372187.1409,4901291.7002],[372178.4015,4901308.2724],[372161.1887,4901340.9115],[372150.6694,4901360.8604],[372131.5808,4901397.0573],[372141.5659,4901401.7382],[372151.9411,4901405.4761],[372162.6182,4901408.2391],[372174.8029,4901373.9039],[372186.8599,4901375.0159],[372189.9759,4901375.303],[372198.8479,4901373.9561],[372210.8188,4901372.1373],[372222.7887,4901370.3195],[372237.8526,4901368.0317],[372252.9166,4901365.744],[372267.9805,4901363.4562],[372284.9414,4901360.8805],[372304.0582,4901357.9769],[372309.455,4901357.1569],[372322.9982,4901362.279],[372345.3143,4901370.7179],[372371.6794,4901380.6888],[372382.3035,4901384.7058],[372394.0991,4901400.8773],[372396.6092,4901404.3172],[372463.0717,4901406.1123],[372495.5787,4901440.4944],[372495.3769,4901447.3701],[372600.6813,4901452.215],[372636.642,4901453.8695],[372641.522,4901451.9897],[372646.7239,4901451.4528],[372691.6977,4901452.6618],[372710.9065,4901453.1781],[372745.4263,4901454.1067],[372766.4151,4901454.6712],[372781.646,4901455.0814],[372798.5458,4901455.5448],[372815.4368,4901456.0101],[372832.3267,4901456.4744],[372849.2165,4901456.9387],[372866.1065,4901457.402],[372882.9973,4901457.8664],[372901.2862,4901458.3687],[372916.478,4901458.787],[372922.474,4901458.9511],[372936.6059,4901459.3404],[372940.585,4901459.4495],[372943.3368,4901456.7836],[372955.6983,4901444.8102],[372965.7519,4901435.0726],[372970.7786,4901430.2029],[372970.8665,4901427.003],[372971.1931,4901415.0103],[372971.4078,4901407.1245]]]}"
17,BRIDLE PATH PARK,825 LANCASTER DR,MUNICIPAL,DISTRICT, ,Bridle Path Park,"{""type"":""Polygon"",""coordinates"":[[[372971.4078,4901407.1245],[372971.6654,4901397.6807],[372972.0859,4901382.2591],[372977.5756,4901374.6665],[372991.4318,4901355.5042],[373001.1203,4901342.1076],[373008.8591,4901339.3188],[373027.6157,4901332.5592],[373049.2493,4901324.7636],[373044.8449,4901312.5399],[373040.2665,4901301.4511],[373034.6972,4901290.8253],[373028.1849,4901280.7505],[373020.7816,4901271.3106],[373012.5503,4901262.5838],[373003.5552,4901254.6399],[372993.874,4901247.5479],[372983.5868,4901241.367],[372972.7807,4901236.149],[372961.5426,4901231.936],[372961.0023,4901251.7656],[372960.5809,4901267.2561],[372960.1584,4901282.7467],[372959.736,4901298.2383],[372959.3136,4901313.7298],[372958.8921,4901329.2204],[372958.4697,4901344.711],[372958.0472,4901360.2025],[372957.6258,4901375.6932],[372957.2033,4901391.1847],[372956.7809,4901406.6753],[372971.4078,4901407.1245]]]}"
14,BONNYCASTLE PARK,13 BONNYCASTLE CRT,MUNICIPAL,NEIGHBOURHOOD, ,Bonnycastle Park,"{""type"":""Polygon"",""coordinates"":[[[377778.0963,4898711.5787],[377762.2772,4898708.2498],[377759.9502,4898708.3668],[377757.9832,4898709.6148],[377756.8861,4898711.6697],[377756.9441,4898713.9986],[377758.8349,4898720.5064],[377760.9129,4898725.4034],[377764.1379,4898729.6322],[377768.3089,4898732.9331],[377773.1669,4898735.099],[377779.1449,4898737.33],[377784.7929,4898740.2989],[377783.974,4898734.473],[377784.0611,4898728.5902],[377785.0542,4898722.7923],[377785.2343,4898719.1354],[377783.9663,4898715.7015],[377781.4523,4898713.0406],[377778.0963,4898711.5787]]]}"
