PARK_ID,NAME,ADDRESS,OWNERSHIP,TYPE,DESCRIP,MAP_LABEL,GeoJSON
134,RIVERSIDE WATERSIDE PARK,34 FAIRCREST BLVD,MUNICIPAL,NEIGHBOURHOOD,"Boat storage, waterfront",Riverside Waterside Park,"{""type"":""Polygon"",""coordinates"":[[[387491.6366,4900078.6617],[387482.3056,4900082.5488],[387468.3629,4900114.4497],[387459.2111,4900135.3905],[387412.5402,4900152.7556],[387447.2615,4900176.6123],[387481.773,4900126.3825],[387516.0494,4900149.9341],[387523.0054,4900154.7141],[387521.4837,4900088.0205],[387521.0154,4900067.2066],[387519.9495,4900070.6767],[387520.0515,4900071.7006],[387519.9105,4900072.4556],[387518.5286,4900073.6076],[387518.3236,4900074.5036],[387518.1826,4900075.6176],[387517.9526,4900077.1796],[387517.1586,4900077.6786],[387516.6466,4900078.7156],[387515.6867,4900080.7246],[387514.6246,4900081.2496],[387513.4216,4900081.3776],[387511.8086,4900081.8766],[387510.7586,4900081.7106],[387506.8166,4900080.4046],[387505.7027,4900080.2127],[387502.5666,4900079.3037],[387501.2356,4900079.0097],[387499.9046,4900078.8436],[387499.0726,4900079.2916],[387498.2016,4900079.7007],[387498.0576,4900079.6397],[387497.2166,4900079.2787],[387496.5376,4900079.2397],[387494.8616,4900079.7007],[387493.7345,4900080.1227],[387492.4936,4900080.7117],[387491.3536,4900081.4797],[387490.6496,4900082.5677],[387490.0097,4900083.6307],[387489.3827,4900084.3987],[387488.8197,4900085.0898],[387487.9747,4900085.3198],[387487.7147,4900085.1427],[387487.4116,4900084.9357],[387487.5396,4900084.0907],[387488.2176,4900083.3487],[387488.9856,4900082.4527],[387489.6006,4900081.6977],[387494.1955,4900077.4607],[387491.6366,4900078.6617]]]}"
133,RIVERSIDE CENTRAL PARK,31 FAIRCREST BLVD,MUNICIPAL,NEIGHBOURHOOD,Walkways,Riverside Central Park,"{""type"":""Polygon"",""coordinates"":[[[387299.0874,4900494.5323],[387299.9334,4900482.2395],[387301.8882,4900453.8488],[387318.299,4900416.603],[387321.886,4900408.4641],[387369.3881,4900385.5141],[387412.9972,4900364.444],[387440.1902,4900351.3061],[387443.0812,4900352.268],[387485.5057,4900366.3848],[387486.4667,4900363.4938],[387425.7501,4900343.2902],[387414.7237,4900310.9375],[387411.1056,4900300.3236],[387408.1254,4900291.5786],[387405.1394,4900282.8187],[387401.5033,4900272.1468],[387388.7709,4900234.7901],[387423.3145,4900184.5613],[387403.6624,4900171.0576],[387382.9636,4900201.1825],[387318.8296,4900226.9475],[387288.1657,4900261.8344],[387210.7254,4900272.2876],[387207.1985,4900277.7026],[387241.0167,4900282.8664],[387284.9309,4900289.5721],[387286.5919,4900289.8262],[387288.2549,4900290.0802],[387319.8291,4900294.902],[387329.8657,4900368.8513],[387316.3299,4900406.0031],[387296.9921,4900449.8908],[387274.1395,4900398.2043],[387271.2586,4900399.2463],[387289.5311,4900462.0907],[387236.3978,4900469.8428],[387235.9478,4900469.9088],[387273.5133,4900494.6015],[387287.3703,4900487.6615],[387299.0464,4900495.1254],[387299.0874,4900494.5323]]]}"
123,PORTSMOUTH OLYMPIC HARBOUR,53 YONGE ST,MUNICIPAL,REGIONAL,"Rental facilities, marina (public)",Portsmouth Olympic Harbour,"{""type"":""Polygon"",""coordinates"":[[[379003.6502,4897522.2783],[379015.3255,4897339.5614],[379023.2049,4897226.7512],[379026.2954,4897186.1919],[379018.2652,4897185.3821],[379023.2812,4897108.8283],[379022.3012,4897109.2873],[379016.849,4897110.2923],[379009.1497,4897110.7554],[379007.7517,4897111.1375],[379005.8396,4897112.9325],[378999.7225,4897115.9635],[378996.2604,4897118.0176],[378993.4333,4897120.3066],[378990.0362,4897121.8306],[378986.545,4897123.7186],[378986.28,4897123.8406],[378986.0189,4897123.9716],[378985.7629,4897124.1116],[378985.5119,4897124.2606],[378985.2669,4897124.4177],[378985.0269,4897124.5837],[378984.7919,4897124.7577],[378984.5639,4897124.9387],[378984.3429,4897125.1287],[378984.1279,4897125.3257],[378983.9199,4897125.5307],[378983.7189,4897125.7427],[378983.5919,4897125.9507],[378983.4719,4897126.1627],[378983.3599,4897126.3787],[378983.2548,4897126.5997],[378983.1588,4897126.8227],[378983.0698,4897127.0497],[378982.9898,4897127.2807],[378982.9168,4897127.5127],[378982.8538,4897127.7487],[378982.7978,4897127.9857],[378982.7508,4897128.2247],[378982.7128,4897128.4656],[378982.6828,4897128.7076],[378982.6608,4897128.9506],[378982.6488,4897129.1936],[378982.6448,4897129.4376],[378982.6488,4897129.6816],[378982.6618,4897129.9246],[378982.6838,4897130.1676],[378982.7148,4897130.4096],[378982.7538,4897130.6496],[378982.8018,4897130.8886],[378982.8578,4897131.1256],[378982.9218,4897131.3616],[378984.2989,4897134.1515],[378984.3709,4897134.2455],[378984.4469,4897134.3365],[378984.5259,4897134.4255],[378984.6079,4897134.5115],[378984.6929,4897134.5945],[378984.7809,4897134.6745],[378984.8719,4897134.7515],[378984.9649,4897134.8245],[378985.0609,4897134.8945],[378985.1599,4897134.9614],[378985.2599,4897135.0244],[378985.3629,4897135.0844],[378985.4679,4897135.1404],[378985.5749,4897135.1924],[378985.6829,4897135.2414],[378985.7929,4897135.2854],[378985.9049,4897135.3264],[378986.0179,4897135.3634],[378986.1319,4897135.3964],[378986.2469,4897135.4244],[378986.3639,4897135.4494],[378986.4809,4897135.4694],[378986.5979,4897135.4864],[378986.7159,4897135.4984],[378986.8349,4897135.5064],[378986.9539,4897135.5104],[378987.0729,4897135.5094],[378987.5589,4897135.4374],[378988.0429,4897135.3484],[378988.524,4897135.2423],[378989,4897135.1193],[378989.471,4897134.9793],[378989.938,4897134.8224],[378990.399,4897134.6494],[378990.853,4897134.4604],[378991.3,4897134.2554],[378991.74,4897134.0344],[378995.2371,4897132.0703],[378996.8832,4897130.9153],[378998.5673,4897129.8153],[379000.2863,4897128.7723],[379002.0404,4897127.7873],[379002.1994,4897127.6723],[379002.3624,4897127.5623],[379002.5284,4897127.4583],[379002.6984,4897127.3603],[379002.8714,4897127.2673],[379003.0474,4897127.1813],[379003.2264,4897127.1003],[379003.4074,4897127.0253],[379003.5914,4897126.9573],[379003.7774,4897126.8953],[379003.9654,4897126.8403],[379004.1554,4897126.7903],[379004.3474,4897126.7483],[379004.5394,4897126.7113],[379004.7334,4897126.6823],[379004.9284,4897126.6592],[379005.0634,4897126.8432],[379005.1914,4897127.0322],[379005.3134,4897127.2252],[379005.4284,4897127.4222],[379005.5364,4897127.6232],[379005.6364,4897127.8282],[379005.7304,4897128.0362],[379005.8164,4897128.2482],[379005.8954,4897128.4622],[379005.9674,4897128.6792],[379006.0304,4897128.8982],[379006.0874,4897129.1192],[379006.1354,4897129.3422],[379006.1764,4897129.5672],[379006.1954,4897134.5992],[379006.0594,4897135.7941],[379005.8844,4897136.9851],[379005.6694,4897138.1681],[379005.4164,4897139.344],[379005.1234,4897140.512],[379004.9653,4897142.5149],[379005.0093,4897142.7943],[379004.9653,4897143.3482],[379005.3893,4897146.3183],[379003.7279,4897158.9033],[379003.5391,4897161.2003],[379000.5282,4897190.7242],[379000.3156,4897192.9732],[378998.9064,4897209.6379],[378997.3484,4897209.61],[378996.9444,4897209.913],[378994.7123,4897209.7329],[378994.2222,4897210.0099],[378993.9822,4897210.5019],[378994.1826,4897211.0955],[378993.9822,4897211.3352],[378994.3232,4897212.3442],[378991.2171,4897214.2659],[378990.4781,4897215.0639],[378990.4681,4897215.1589],[378990.4561,4897215.2549],[378990.4391,4897215.3489],[378990.4201,4897215.4439],[378990.3981,4897215.5369],[378990.3721,4897215.6299],[378990.3431,4897215.7209],[378990.3111,4897215.8119],[378990.2761,4897215.9019],[378990.2381,4897215.9899],[378990.1971,4897216.0769],[378990.1531,4897216.1619],[378990.1061,4897216.2459],[378990.0561,4897216.3279],[378990.0031,4897216.4089],[378989.9481,4897216.4869],[378989.8901,4897216.5639],[378989.181,4897217.2609],[378988.9879,4897219.8483],[378987.185,4897219.7581],[378977.5393,4897316.3051],[378980.6798,4897316.5075],[378980.5589,4897319.3728],[378980.5307,4897320.4034],[378981.3247,4897320.5154],[378981.4277,4897321.8424],[378983.0977,4897323.7164],[378983.8088,4897324.0184],[378987.1538,4897324.8253],[378987.6578,4897325.2813],[378990.9049,4897331.2512],[378991.5209,4897332.9351],[378992.4279,4897334.4561],[378992.5219,4897334.4891],[378992.6139,4897334.5281],[378992.7029,4897334.5731],[378992.7879,4897334.6251],[378992.8689,4897334.6821],[378992.9469,4897334.7451],[378993.0019,4897334.7951],[378993.0539,4897334.8481],[378993.1039,4897334.904],[378993.1499,4897334.963],[378993.2079,4897335.044],[378993.2589,4897335.129],[378993.2928,4897335.1931],[378992.9758,4897340.9096],[378992.8718,4897341.7076],[378992.7428,4897342.5006],[378992.5868,4897343.2886],[378992.4038,4897344.0716],[378992.1958,4897344.8486],[378991.9628,4897345.6176],[378991.6087,4897346.9455],[378991.3167,4897347.6915],[378990.9237,4897351.5395],[378990.5096,4897352.6724],[378989.9266,4897353.4884],[378989.3716,4897354.3244],[378988.8466,4897355.1794],[378988.3505,4897356.0524],[378987.8865,4897356.9414],[378987.4545,4897357.8474],[378987.0535,4897358.7664],[378986.3084,4897362.2314],[378984.4343,4897367.9363],[378982.0671,4897374.6779],[378981.5402,4897376.3056],[378979.2831,4897383.2788],[378974.9105,4897393.6825],[378973.3132,4897399.3208],[378972.792,4897401.1607],[378965.8628,4897425.2241],[378965.3765,4897426.9764],[378963.1554,4897434.9752],[378953.7714,4897462.4928],[378943.9159,4897461.9809],[378935.8933,4897461.564],[378932.9502,4897461.4935],[378907.581,4897460.457],[378905.3,4897460.387],[378879.8268,4897459.1679],[378877.6543,4897459.1834],[378851.4632,4897457.8628],[378851.5747,4897451.4476],[378875.5981,4897402.3697],[378867.4889,4897403.3417],[378866.2169,4897394.193],[378874.5682,4897392.9979],[378873.9474,4897390.2552],[378871.1754,4897364.4896],[378870.8926,4897361.6612],[378869.3645,4897345.721],[378864.2338,4897330.6091],[378863.179,4897327.906],[378850.4867,4897289.2114],[378849.6128,4897286.8081],[378835.3309,4897243.6527],[378834.457,4897241.2494],[378827.8978,4897221.2549],[378826.5098,4897217.059],[378772.4728,4897194.3104],[378771.9126,4897191.1075],[378771.5184,4897188.9652],[378769.0141,4897175.9016],[378761.037,4897177.4636],[378758.8167,4897166.6266],[378767.202,4897165.0066],[378765.7089,4897156.2478],[378811.5892,4897148.0405],[378827.6792,4897151.0825],[378836.3037,4897152.6942],[378837.6583,4897153.7759],[378837.9098,4897153.8243],[378883.2529,4897162.5443],[378897.406,4897170.1302],[378897.5861,4897168.7892],[378900.2157,4897169.2707],[378900.276,4897166.3266],[378898.0205,4897166.2936],[378898.3218,4897164.3853],[378902.0143,4897164.1455],[378906.9105,4897163.854],[378909.345,4897163.7931],[378912.9806,4897163.9684],[378914.5986,4897163.9483],[378914.9386,4897163.8593],[378915.2806,4897163.7813],[378915.6256,4897163.7153],[378915.9726,4897163.6603],[378916.3217,4897163.6163],[378916.6717,4897163.5853],[378917.0227,4897163.5653],[378917.3737,4897163.5563],[378917.7247,4897163.5603],[378918.0757,4897163.5753],[378926.2039,4897163.854],[378933.8252,4897163.585],[378937.7943,4897162.983],[378939.0913,4897161.412],[378939.2013,4897161.147],[378939.3023,4897160.879],[378939.3933,4897160.606],[378939.4743,4897160.331],[378939.5473,4897160.054],[378939.6093,4897159.774],[378939.6623,4897159.491],[378939.7053,4897159.208],[378939.7383,4897158.9231],[378939.7614,4897158.6371],[378939.7614,4897158.4181],[378939.7524,4897158.1991],[378939.7404,4897158.0391],[378939.7614,4897157.7751],[378939.7614,4897157.5561],[378939.7524,4897157.3381],[378939.7354,4897157.1201],[378939.7114,4897156.9021],[378939.6794,4897156.6861],[378939.6384,4897156.4711],[378939.5914,4897156.2571],[378939.5354,4897156.0461],[378939.4724,4897155.8361],[378939.4014,4897155.6291],[378939.3234,4897155.4251],[378939.2384,4897155.2241],[378939.1524,4897155.1131],[378939.0634,4897155.0062],[378938.9704,4897154.9032],[378938.8734,4897154.8022],[378938.7734,4897154.7052],[378938.6694,4897154.6122],[378938.5634,4897154.5222],[378938.4534,4897154.4372],[378938.3404,4897154.3552],[378938.2244,4897154.2772],[378938.1064,4897154.2031],[378937.9854,4897154.1341],[378937.8624,4897154.0691],[378937.7364,4897154.0091],[378937.0994,4897153.7861],[378936.4553,4897153.5862],[378935.8043,4897153.4102],[378935.1473,4897153.2582],[378934.4853,4897153.1302],[378933.8183,4897153.0262],[378933.1483,4897152.9463],[378932.4763,4897152.8913],[378931.8022,4897152.8603],[378931.1282,4897152.8543],[378929.1161,4897152.8813],[378919.1268,4897153.9294],[378913.1177,4897153.8145],[378911.5187,4897153.9585],[378909.9166,4897154.0506],[378908.3126,4897154.0896],[378906.7086,4897154.0767],[378905.1044,4897154.0116],[378899.9833,4897154.7178],[378900.7494,4897150.1285],[378984.9065,4897068.6167],[378984.9805,4897068.6097],[378985.0555,4897068.5986],[378985.1285,4897068.5856],[378985.2025,4897068.5706],[378985.2745,4897068.5526],[378985.3465,4897068.5316],[378985.4175,4897068.5086],[378985.4885,4897068.4826],[378985.5575,4897068.4546],[378985.6265,4897068.4246],[378985.6935,4897068.3916],[378985.7595,4897068.3556],[378985.8245,4897068.3186],[378985.8875,4897068.2786],[378985.9496,4897068.2366],[378986.0096,4897068.1926],[378986.0686,4897068.1456],[378986.1256,4897068.0976],[378986.1816,4897068.0466],[378986.2346,4897067.9946],[378986.5836,4897066.7206],[378986.0476,4897065.4187],[378984.9746,4897064.9727],[378984.9056,4897064.9697],[378984.8376,4897064.9687],[378984.7696,4897064.9707],[378984.7006,4897064.9747],[378984.6326,4897064.9807],[378984.5646,4897064.9897],[378984.4976,4897065.0007],[378984.4306,4897065.0137],[378984.3636,4897065.0297],[378984.2976,4897065.0477],[378984.2326,4897065.0677],[378984.1676,4897065.0897],[378984.1035,4897065.1147],[378984.0415,4897065.1417],[378983.9795,4897065.1707],[378983.9185,4897065.2017],[378983.8585,4897065.2357],[378983.8005,4897065.2708],[378983.7425,4897065.3088],[378983.6865,4897065.3478],[378983.6325,4897065.3888],[378983.5795,4897065.4318],[378983.5275,4897065.4768],[378983.4775,4897065.5238],[378983.4295,4897065.5728],[378983.3835,4897065.6228],[378983.3385,4897065.6748],[378983.2955,4897065.7278],[378983.2545,4897065.7828],[378983.2155,4897065.8388],[378983.1775,4897065.8958],[378983.1425,4897065.9548],[378983.1095,4897066.0148],[378983.0785,4897066.0758],[378983.0495,4897066.1378],[378983.0235,4897066.2008],[378982.9985,4897066.2638],[378982.9765,4897066.3288],[378982.9565,4897066.3948],[378982.9385,4897066.4608],[378982.9235,4897066.5268],[378982.9105,4897066.5948],[378982.8995,4897066.6618],[378982.8915,4897066.7297],[378982.8855,4897066.7977],[378982.8815,4897066.8657],[378981.3194,4897068.3417],[378980.4234,4897067.4187],[378979.0464,4897068.7547],[378979.9544,4897069.6907],[378978.0633,4897071.5267],[378977.1543,4897070.5897],[378975.7903,4897071.9128],[378976.7113,4897072.8617],[378974.9372,4897074.5837],[378974.0162,4897073.6348],[378972.5702,4897075.0377],[378973.5032,4897075.9987],[378971.6111,4897077.8347],[378970.7161,4897076.9127],[378969.408,4897078.1817],[378970.2691,4897079.0687],[378961.7715,4897087.4254],[378903.3065,4897144.4579],[378888.6061,4897152.6519],[378817.2124,4897139.5419],[378807.4462,4897139.1061],[378710.4117,4897157.7622],[378704.6226,4897158.7965],[378700.5318,4897153.3458],[378697.8575,4897149.6094],[378695.352,4897145.0159],[378694.0157,4897142.3433],[378693.1805,4897140.2553],[378693.0374,4897138.901],[378692.7205,4897137.1338],[378690.0014,4897137.5178],[378689.1062,4897146.7946],[378688.142,4897169.1091],[378690.652,4897170.4531],[378689.9888,4897186.4347],[378700.9631,4897186.8916],[378710.4122,4897201.9563],[378710.1501,4897208.2861],[378709.758,4897217.7359],[378709.3638,4897227.2637],[378708.9698,4897236.7495],[378708.5766,4897246.2393],[378708.1885,4897255.6241],[378708.1295,4897257.0541],[378695.9951,4897270.279],[378711.7263,4897284.7255],[378734.9387,4897306.0329],[378739.3267,4897310.0617],[378749.858,4897298.5879],[378756.6432,4897301.0707],[378762.4873,4897315.0234],[378754.3669,4897323.8684],[378761.9541,4897330.8341],[378766.4016,4897377.0591],[378768.3275,4897397.0787],[378768.8534,4897402.5385],[378770.2544,4897417.0983],[378772.4471,4897439.8907],[378773.7161,4897453.0784],[378774.362,4897459.7963],[378802.9177,4897456.3442],[378803.4907,4897462.2991],[378804.0627,4897468.2539],[378804.6356,4897474.2088],[378803.8604,4897491.6994],[378803.7253,4897494.7443],[378802.6801,4897518.3008],[378812.4003,4897518.7658],[378834.2938,4897519.8126],[378863.9486,4897517.6974],[378907.2417,4897518.346],[378945.0527,4897519.4848],[378955.8849,4897519.8117],[378983.0616,4897521.0205],[379003.6502,4897522.2783]]]}"
130,RIDEAU SCHOOL PARKETTE,375 MACDONNELL ST,MUNICIPAL,NEIGHBOURHOOD, ,Rideau School Parkette,"{""type"":""Polygon"",""coordinates"":[[[379820.7654,4899238.5276],[379821.3554,4899226.0177],[379806.7898,4899225.3316],[379790.9161,4899224.5825],[379789.5091,4899254.4132],[379805.8087,4899246.1284],[379820.7654,4899238.5276]]]}"
30,CHURCHILL PARK,685 BROCK ST,MUNICIPAL,CITY,"Building, washrooms, storage area, floral gardens",Churchill Park,"{""type"":""Polygon"",""coordinates"":[[[379568.4768,4898940.7673],[379583.7044,4898941.2944],[379596.4431,4898941.7355],[379608.6257,4898942.1566],[379620.8073,4898942.5787],[379632.9888,4898942.9987],[379645.1705,4898943.4209],[379646.8334,4898908.3732],[379647.4114,4898896.1973],[379647.9894,4898884.0215],[379648.5675,4898871.8466],[379649.1446,4898859.6708],[379650.8488,4898823.7533],[379638.6702,4898823.2611],[379626.4906,4898822.7691],[379614.3121,4898822.277],[379602.1325,4898821.785],[379589.9539,4898821.2929],[379574.7291,4898820.6788],[379562.5497,4898820.1867],[379550.3705,4898819.6947],[379538.1911,4898819.2026],[379526.0118,4898818.7106],[379513.8325,4898818.2186],[379511.9643,4898854.128],[379511.3312,4898866.3009],[379510.6982,4898878.4737],[379510.0651,4898890.6465],[379509.431,4898902.8183],[379507.5673,4898938.661],[379519.7496,4898939.0821],[379531.9309,4898939.5031],[379544.1133,4898939.9252],[379556.2945,4898940.3462],[379568.4768,4898940.7673]]]}"
35,COMPTON PARK,346 COLLEGE ST,MUNICIPAL,NEIGHBOURHOOD,"Building, washrooms, basketball court (1), outdoor skating rink",Compton Park,"{""type"":""Polygon"",""coordinates"":[[[379391.8068,4898983.13],[379370.2482,4898981.6629],[379359.197,4898981.1599],[379348.6977,4898979.9598],[379348.7607,4898977.8549],[379325.9121,4898976.7038],[379325.8221,4898977.6737],[379325.7031,4898979.0157],[379325.2361,4898983.8986],[379324.7381,4898988.7785],[379324.2072,4898993.6556],[379323.6872,4898998.2215],[379323.1392,4899002.7844],[379322.5633,4899007.3443],[379321.9133,4899012.2083],[379321.2323,4899017.0683],[379320.5183,4899021.9232],[379319.8173,4899026.4621],[379319.0884,4899030.9961],[379318.3324,4899035.526],[379317.8264,4899038.5269],[379317.2524,4899042.0509],[379316.7204,4899045.3169],[379316.1405,4899048.8809],[379315.5115,4899053.2818],[379314.9095,4899057.6857],[379314.3345,4899062.0927],[379312.0406,4899079.6905],[379311.6917,4899084.4634],[379311.3477,4899089.1824],[379311.0127,4899093.7653],[379309.8808,4899106.8921],[379308.9919,4899120.037],[379322.2373,4899120.5871],[379335.6336,4899121.1441],[379335.9376,4899121.1561],[379352.233,4899121.8332],[379368.5284,4899122.5113],[379384.8248,4899123.1884],[379386.2566,4899094.4568],[379386.8945,4899081.6739],[379387.5313,4899068.8911],[379388.1833,4899055.8042],[379388.8192,4899043.0513],[379391.8068,4898983.13]]]}"
43,ELDER PARK,388 MACK ST,MUNICIPAL,NEIGHBOURHOOD, ,Elder Park,"{""type"":""Polygon"",""coordinates"":[[[379234.3863,4898876.6635],[379194.1203,4898874.7374],[379190.1285,4898950.7514],[379230.4295,4898952.3095],[379234.3863,4898876.6635]]]}"
31,CITY PARK,33 BAGOT ST,MUNICIPAL,CITY,"Rental facilities, building, washrooms, outdoor skating rink, storage area",City Park,"{""type"":""Polygon"",""coordinates"":[[[381032.5731,4897756.0789],[380972.1216,4897714.5437],[380968.8707,4897778.5987],[380959.3539,4897964.4598],[381170.573,4898149.4115],[381277.8085,4897925.1286],[381213.4485,4897880.784],[381196.8568,4897869.1429],[381164.8503,4897847.3927],[381132.2967,4897825.1274],[381049.1688,4897767.389],[381032.5731,4897756.0789]]]}"
39,CRICKET FIELD,32 BAGOT ST,MUNICIPAL,CITY,"Rental facilities, baseball/softball diamonds (2)",Cricket Field,"{""type"":""Polygon"",""coordinates"":[[[381109.0035,4898241.2721],[381149.3677,4898157.5799],[380957.9225,4897989.9424],[380947.3171,4898178.6955],[380963.5896,4898178.1718],[380979.8511,4898178.9551],[380995.9987,4898181.0395],[381011.9263,4898184.4128],[381027.5319,4898189.053],[381042.7156,4898194.9292],[381057.3792,4898202.0045],[381071.427,4898210.2326],[381084.7707,4898219.5619],[381097.3236,4898229.93],[381109.0035,4898241.2721]]]}"
97,NAVY MEMORIAL PARK,61 ONTARIO ST,MUNICIPAL,CITY,"Building, washrooms, dry dock, docking",Navy Memorial Park,"{""type"":""Polygon"",""coordinates"":[[[381525.7924,4898030.3172],[381512.8015,4898011.235],[381480.2819,4897963.2236],[381464.3454,4897973.9704],[381487.1041,4898007.4696],[381509.9169,4898041.0459],[381525.7924,4898030.3172]]]}"
126,AN GORTA MOR PARK,11 ONTARIO ST,MUNICIPAL,NEIGHBOURHOOD,"Museum, waterfront",An Gorta Mor Park,"{""type"":""Polygon"",""coordinates"":[[[381479.1488,4897812.4189],[381478.3339,4897811.6289],[381477.2389,4897811.0739],[381473.0289,4897810.4548],[381471.674,4897809.6868],[381470.292,4897808.9667],[381468.887,4897808.2947],[381467.459,4897807.6727],[381466.01,4897807.1017],[381464.5421,4897806.5807],[381463.0562,4897806.1116],[381461.5552,4897805.6956],[381460.0412,4897805.3316],[381458.5142,4897805.0206],[381457.1032,4897804.7926],[381455.6852,4897804.6145],[381454.2614,4897804.4855],[381452.8334,4897804.4075],[381451.4044,4897804.3785],[381449.9754,4897804.3995],[381448.5474,4897804.4714],[381447.1234,4897804.5924],[381445.8426,4897805.4904],[381444.5406,4897806.4034],[381440.2312,4897809.5852],[381438.1592,4897806.9952],[381441.0172,4897804.0952],[381447.7874,4897798.4948],[381447.2824,4897798.0498],[381447.7874,4897797.6615],[381446.4815,4897796.5105],[381445.2955,4897792.5035],[381418.3329,4897778.1132],[381391.2563,4897751.9422],[381387.9593,4897750.9941],[381384.7645,4897751.0781],[381371.7279,4897774.7166],[381369.7199,4897778.9666],[381358.9745,4897801.7102],[381356.2395,4897800.4311],[381354.2345,4897804.743],[381346.0927,4897800.189],[381345.3177,4897801.7629],[381393.1583,4897871.568],[381479.1488,4897812.4189]]]}"
157,VICTORIA PARK,487 BROCK ST,MUNICIPAL,CITY,"Washrooms, baseball/softball diamond, tennis court, wading pool, outdoor skating rink",Victoria Park,"{""type"":""Polygon"",""coordinates"":[[[380246.7309,4898838.3171],[380196.0074,4898837.431],[380194.9854,4898857.5238],[380193.9634,4898877.6177],[380192.9412,4898897.7104],[380191.919,4898917.8033],[380190.8969,4898937.8961],[380189.8756,4898957.9899],[380240.2671,4898959.4763],[380290.6596,4898960.962],[380310.7417,4898962.0526],[380361.5863,4898963.4955],[380412.4309,4898964.9373],[380413.5221,4898944.5184],[380414.6114,4898924.0994],[380415.7016,4898903.6814],[380416.7918,4898883.2634],[380417.8827,4898862.8446],[380418.9727,4898842.4258],[380368.2761,4898840.992],[380317.5825,4898839.5593],[380297.4584,4898839.2038],[380246.7309,4898838.3171]]]}"
47,EMMA MARTIN PARK,9 ORCHARD ST,MUNICIPAL,NEIGHBOURHOOD,"Building, rowing club, waterfront, pathway",Emma Martin Park,"{""type"":""Polygon"",""coordinates"":[[[381838.2497,4899854.9756],[381737.6642,4899836.7476],[381726.4092,4899899.007],[381720.9046,4899929.4588],[381849.1904,4899952.5606],[381848.8303,4899952.2686],[381848.3143,4899951.5527],[381848.2223,4899951.3127],[381848.1383,4899951.0707],[381848.0643,4899950.8247],[381847.9993,4899950.5767],[381847.9423,4899950.3257],[381847.8953,4899950.0737],[381847.8573,4899949.8207],[381847.8283,4899949.5657],[381847.8083,4899949.3097],[381847.7983,4899949.0527],[381847.7973,4899948.7967],[381848.6742,4899943.4817],[381848.3751,4899940.0158],[381848.3671,4899939.0168],[381848.3261,4899938.0178],[381848.2511,4899937.0218],[381848.1431,4899936.0288],[381848.0011,4899935.0398],[381848.199,4899933.5828],[381849.22,4899930.4319],[381853.5079,4899929.7899],[381854.2399,4899929.3489],[381854.6379,4899928.4759],[381854.6689,4899923.9299],[381855.3999,4899922.5739],[381853.8958,4899921.567],[381853.9378,4899921.526],[381853.9788,4899921.482],[381854.0188,4899921.438],[381854.0568,4899921.392],[381854.0938,4899921.345],[381854.1278,4899921.296],[381854.1608,4899921.247],[381854.1928,4899921.196],[381854.2218,4899921.144],[381854.2498,4899921.091],[381854.2748,4899921.037],[381854.2988,4899920.983],[381854.3208,4899920.927],[381854.3408,4899920.871],[381854.3588,4899920.814],[381854.3748,4899920.757],[381854.3888,4899920.699],[381854.4008,4899920.64],[381854.4098,4899920.582],[381854.4178,4899920.522],[381854.4238,4899920.463],[381854.4268,4899920.403],[381854.4288,4899920.344],[381854.4278,4899920.284],[381854.4258,4899920.225],[381854.4208,4899920.165],[381854.4138,4899920.106],[381854.4048,4899920.047],[381856.5157,4899915.92],[381856.5517,4899915.703],[381856.5947,4899915.488],[381856.6447,4899915.275],[381856.7037,4899915.064],[381856.7697,4899914.855],[381856.8437,4899914.648],[381856.9257,4899914.444],[381857.0137,4899914.244],[381857.1097,4899914.047],[381857.2127,4899913.853],[381857.3227,4899913.663],[381857.4547,4899911.3971],[381858.7346,4899908.2671],[381858.8236,4899907.8331],[381858.8986,4899907.3961],[381858.9586,4899906.9571],[381859.0036,4899906.5161],[381859.0326,4899906.0751],[381859.0475,4899905.6321],[381859.0475,4899905.1891],[381859.0325,4899904.7461],[381859.0025,4899904.3041],[381857.8414,4899894.3232],[381856.4873,4899886.4293],[381856.1522,4899881.9613],[381855.8742,4899881.6774],[381855.6062,4899881.3834],[381855.3482,4899881.0804],[381855.1012,4899880.7694],[381854.8641,4899880.4494],[381854.6391,4899880.1224],[381854.4251,4899879.7874],[381854.2221,4899879.4454],[381854.0311,4899879.0964],[381853.8531,4899878.7414],[381853.6861,4899878.3804],[381853.5321,4899878.0144],[381855.824,4899872.9334],[381851.8251,4899873.4664],[381851.18,4899870.1625],[381855.436,4899869.5315],[381852.3239,4899865.7376],[381852.2728,4899860.4966],[381852.1328,4899857.4126],[381838.2497,4899854.9756]]]}"
109,NEWCOURT PARK,50 NEWCOURT PL,MUNICIPAL,DISTRICT,"Rental facilities, soccer fields",Newcourt Park,"{""type"":""Polygon"",""coordinates"":[[[377886.28,4898384.042],[377865.3005,4898402.4266],[377870.8414,4898409.8823],[377875.4934,4898417.9242],[377879.1952,4898426.4449],[377881.8971,4898435.3326],[377936.1916,4898439.9413],[377939.2286,4898440.1993],[377939.3246,4898438.6784],[377939.7077,4898432.5945],[377942.4955,4898388.3676],[377942.6106,4898386.5417],[377945.4053,4898342.4758],[377948.9492,4898286.1802],[377892.5977,4898283.6805],[377889.0538,4898339.9761],[377888.9398,4898341.801],[377886.28,4898384.042]]]}"
