CYCLE_STATUS,CYCLE_TYPE,CONSTRUCTION_STATUS,CONSTRUCTION_TYPE,CONSTRUCTION_REASON,CYCLE_WIDTH,GeoJSON
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[387604.5439,4900703.7159],[387730.5118,4900773.4061]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[387730.5118,4900773.4061],[387895.5178,4900864.599],[387990.2948,4900916.704]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[387990.2948,4900916.704],[388063.0444,4900957.7243],[388208.2263,4901038.29],[388321.3045,4901101.0658],[388545.4162,4901225.3906],[388639.4776,4901277.7378],[388795.9059,4901364.8469],[388903.7037,4901420.8737]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[388903.7037,4901420.8737],[388927.3082,4901432.9794],[389060.6301,4901494.9373],[389150.6019,4901535.8336],[389195.9968,4901557.5086],[389227.4869,4901573.2537],[389259.1816,4901590.6346],[389312.1423,4901620.08],[389357.9461,4901646.4581],[389414.5875,4901679.3796],[389451.3941,4901701.6681],[389487.7918,4901724.7745],[389556.8771,4901773.0243]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[389556.8771,4901773.0243],[389651.1644,4901844.7875]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[389651.1644,4901844.7875],[389669.721,4901859.0942]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[389669.721,4901859.0942],[389827.9897,4901981.3741],[389907.3285,4902042.7186],[390030.0174,4902136.3711],[390112.5516,4902195.9809]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[390112.5516,4902195.9809],[390226.9689,4902275.7783]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[390226.9689,4902275.7783],[390400.4567,4902395.1621]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[390400.4567,4902395.1621],[390458.7768,4902437.3184],[390490.0625,4902461.0382],[390522.1661,4902485.7805],[390557.3369,4902512.5676],[390578.3985,4902528.5171],[390595.1659,4902540.786],[390615.4096,4902554.8952],[390633.404,4902566.3462],[390651.6028,4902576.7747],[390667.1434,4902585.1585],[390702.5187,4902601.926],[390783.4934,4902638.1192],[390830.7286,4902660.4076],[390860.9918,4902675.7438],[390879.1907,4902685.7633],[390891.6604,4902693.9404]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[390891.6604,4902693.9404],[390910.2486,4902708.1364],[390928.6519,4902724.086],[390948.0777,4902742.4893],[390967.9124,4902761.915],[390984.2709,4902777.2511],[391011.4669,4902802.4024],[391025.5761,4902814.8757],[391046.6377,4902832.6656],[391062.7918,4902846.1614],[391074.6517,4902855.9765],[391101.4387,4902877.0381],[391185.2761,4902938.587],[391268.5001,4902999.5225],[391340.16,4903052.038]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[391340.16,4903052.038],[391484.3858,4903160.2856],[391568.8366,4903223.4704],[391808.8978,4903404.641],[391854.9062,4903436.7446],[392073.7013,4903579.0637],[392268.3677,4903706.6601],[392354.4544,4903760.2342],[392456.6951,4903821.7831],[392663.2214,4903940.5869],[392761.9859,4903997.2282],[392819.2407,4904029.3318],[392992.0275,4904121.144],[393273.1895,4904270.0065],[393290.1615,4904279.4126],[393306.52,4904288.8188],[393319.8113,4904296.998],[393334.534,4904306.1997],[393365.2062,4904327.4658],[393402.4218,4904355.6842],[393526.3721,4904451.2515]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[393526.3721,4904451.2515],[393623.3481,4904525.607],[393759.7372,4904630.7105],[393981.1906,4904801.4525],[394047.8552,4904852.422]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[394047.8552,4904852.422],[394283.4142,4905034.1524],[394520.6127,4905216.9588],[394685.7047,4905343.4808]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[394685.7047,4905343.4808],[394898.4517,4905506.6517]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[394898.4517,4905506.6517],[394942.1908,4905540.0403],[394977.3616,4905567.0319],[395005.3755,4905588.9114],[395022.3475,4905602.8161],[395040.9553,4905618.5612],[395060.1766,4905636.1466],[395080.8292,4905656.1858],[395102.0953,4905680.3146],[395109.0476,4905688.6983]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[395109.0476,4905688.6983],[395137.2661,4905726.5274],[395152.8067,4905748.8159],[395160.3725,4905760.2668],[395173.4593,4905782.1463],[395185.5237,4905803.0034],[395194.5209,4905819.9754],[395205.5629,4905843.6953],[395215.7869,4905866.3927],[395224.7841,4905888.2722],[395231.7365,4905907.4935],[395249.1174,4905956.1601],[395261.9997,4905993.7846],[395272.2238,4906022.2076],[395282.0389,4906045.7229],[395297.375,4906075.7817],[395313.7336,4906101.9553],[395336.2265,4906134.2634],[395367.7167,4906173.7283],[395381.4098,4906192.127]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[395381.4098,4906192.127],[395449.9146,4906279.4429],[395484.2675,4906326.6781],[395506.7605,4906358.9862],[395520.0518,4906377.3895],[395555.2226,4906428.1009],[395578.7379,4906461.0224],[395593.8696,4906482.493],[395615.1356,4906511.1204],[395632.3121,4906530.7506],[395641.7182,4906540.7702],[395656.4409,4906554.4705],[395669.3232,4906566.3304],[395684.8638,4906578.3948],[395709.4016,4906595.3667],[395719.4212,4906601.5012],[395737.62,4906611.1118],[395756.6368,4906620.109],[395808.3706,4906642.193],[395940.6701,4906696.994]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[395940.6701,4906696.994],[395966.5352,4906707.3192],[395996.594,4906719.5881],[396015.6108,4906726.9494],[396050.9861,4906739.6272],[396081.8628,4906750.2603],[396105.1737,4906757.8261],[396137.4817,4906767.4367],[396177.3556,4906778.6832]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[396177.3556,4906778.6832],[396195.35,4906783.3863],[396212.5264,4906787.8849],[396257.5123,4906797.9045],[396290.4339,4906804.4479],[396322.333,4906810.3778],[396353.4141,4906815.8988],[396380.8147,4906819.9884],[396413.7362,4906824.0781],[396452.3832,4906828.1677],[396492.8705,4906831.6439],[396542.764,4906835.3246],[396668.7821,4906844.7338],[396880.5673,4906859.8623],[397062.0708,4906873.1622]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[397062.0708,4906873.1622],[397114.3274,4906877.3057]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[397114.3274,4906877.3057],[397339.2834,4906895.8554],[397376.908,4906899.1271],[397412.4878,4906902.6032],[397472.6053,4906908.1242],[397531.496,4906913.8497],[397586.706,4906919.1662],[397626.7844,4906923.4604],[397677.4958,4906928.9814],[397726.7758,4906934.5024],[397756.0166,4906938.183],[397798.9577,4906943.9085],[397836.1734,4906949.4295],[397871.1397,4906954.9505],[397909.5822,4906961.0849],[397959.8846,4906970.0821],[398008.9602,4906979.6928],[398115.495,4907002.1857],[398195.8562,4907020.1801],[398254.9514,4907033.6759],[398308.73,4907046.3537],[398345.1277,4907055.3509],[398368.0296,4907062.0988],[398393.1808,4907070.0736],[398417.3097,4907078.4573],[398439.8026,4907086.6366],[398449.6177,4907090.1127],[398466.7942,4907096.4517],[398627.3121,4907158.614],[398824.0233,4907234.0677],[398976.6753,4907292.7741]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[398976.6753,4907292.7741],[399194.0737,4907376.6305],[399369.9277,4907445.5407],[399443.058,4907475.2449]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[399443.058,4907475.2449],[399705.7342,4907591.1492],[399779.7008,4907623.5166],[399865.4342,4907660.6729],[400033.2724,4907731.4498]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[390887.5473,4902701.568],[390878.647,4902695.615],[390864.6716,4902687.4379],[390850.8448,4902680.1528],[390833.3013,4902671.0837],[390805.3505,4902657.5543],[390770.858,4902641.6462],[390725.661,4902621.4265],[390695.0341,4902607.4511],[390672.7329,4902597.1925],[390655.7841,4902588.8668],[390640.0246,4902580.2437],[390623.9677,4902570.5798],[390606.4242,4902559.4292],[390587.8399,4902546.0485],[390557.5103,4902523.004],[390479.9023,4902463.8316],[390447.0452,4902438.8543],[390395.9012,4902402.1317]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[390395.9012,4902402.1317],[390223.5032,4902283.0466]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[390223.5032,4902283.0466],[390109.916,4902204.2491]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[390109.916,4902204.2491],[390067.8411,4902174.3656],[390030.2265,4902146.8608],[389998.2615,4902122.9243],[389967.7833,4902099.7311],[389932.8448,4902072.821],[389857.9129,4902015.284],[389778.8181,4901953.8815],[389665.7735,4901866.8156]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[400033.2724,4907731.4498],[400069.4252,4907747.0978],[400155.9208,4907782.8821],[400281.2679,4907835.6383],[400364.4919,4907871.2181],[400407.433,4907889.8259],[400446.489,4907904.753],[400486.1584,4907918.8622]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[400486.1584,4907918.8622],[400525.3368,4907932.5088],[400577.2751,4907949.8897],[400606.5159,4907959.2958],[400665.6111,4907976.8812],[400745.1544,4908000.6011],[400761.9218,4908004.6907],[400775.8266,4908007.9624],[400795.6613,4908011.8476],[400813.8601,4908014.5058],[400839.0114,4908017.1641],[400915.8964,4908023.094],[401109.1314,4908037.2033],[401286.6213,4908051.3125],[401468.6097,4908067.0576],[401489.6713,4908069.5113],[401514.4136,4908072.3741],[401536.0886,4908075.2368]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[401535.5509,4908083.6573],[401518.2002,4908080.9844],[401472.4085,4908075.7808],[401413.3848,4908070.5772],[401252.8165,4908056.4531],[401157.3675,4908049.0194],[401032.1837,4908039.5042],[400933.7613,4908032.3679],[400857.64,4908026.8669],[400827.6077,4908024.1908],[400816.1598,4908023.0014],[400804.1172,4908021.366],[400789.8445,4908018.9872],[400766.9486,4908014.2296],[400749.1077,4908009.918],[400719.9675,4908001.741],[400670.7563,4907987.1709],[400617.5308,4907971.114],[400572.6312,4907956.99],[400535.7599,4907944.5013],[400484.7646,4907927.1064]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[400484.7646,4907927.1064],[400443.7084,4907912.609],[400419.1771,4907903.5399],[400387.5094,4907890.7539],[400347.8134,4907873.805],[400284.1808,4907846.1516],[400189.9212,4907805.8608],[400080.9429,4907760.3665],[400031.7317,4907739.4034]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[400031.7317,4907739.4034],[399825.011,4907652.1695],[399761.2297,4907624.8134],[399605.4189,4907555.5312],[399440.3904,4907482.6807]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[399440.3904,4907482.6807],[399212.8759,4907392.342],[398976.0376,4907301.2046]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[398976.0376,4907301.2046],[398760.4068,4907218.291],[398522.6764,4907127.0049],[398442.0949,4907095.932],[398414.2928,4907085.6734],[398389.9102,4907077.0503],[398354.0797,4907065.8997],[398320.7766,4907057.7226],[398281.5266,4907048.3562],[398187.8617,4907026.6497],[398042.6069,4906994.8334],[398008.1144,4906987.697],[397962.4714,4906978.9252],[397917.8691,4906970.7481],[397860.3321,4906961.233],[397816.1758,4906954.5426],[397780.3452,4906949.339],[397743.1767,4906944.5814],[397701.1018,4906939.6752],[397655.7561,4906934.6203],[397583.5004,4906927.0379],[397351.8657,4906905.0341],[397269.0541,4906898.195],[397193.8248,4906891.802],[397113.392,4906885.409]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[397113.392,4906885.409],[397062.0993,4906881.3948]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[397062.0993,4906881.3948],[396954.3104,4906873.3664],[396908.6674,4906870.2442],[396836.1143,4906864.892],[396746.761,4906858.2016],[396688.0346,4906854.1874],[396676.5866,4906853.444],[396520.9246,4906841.9961],[396474.8355,4906838.1306],[396444.6546,4906835.6031],[396421.1641,4906833.0757],[396403.3231,4906830.8455],[396379.9813,4906827.8721],[396362.735,4906825.4933],[396344.5968,4906822.5198],[396318.2814,4906817.9109],[396291.966,4906812.8559],[396273.6791,4906809.2878],[396248.7018,4906804.0841],[396233.2396,4906800.6646],[396221.643,4906797.9885],[396198.3012,4906792.3389],[396177.0693,4906786.9759]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[396177.0693,4906786.9759],[396155.4229,4906780.6626],[396124.3499,4906771.8908],[396101.1567,4906764.9031],[396075.1387,4906756.5773],[396043.3224,4906745.5754],[396005.1131,4906731.7487],[395948.4681,4906708.5555],[395934.9471,4906702.7928]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[395934.9471,4906702.7928],[395888.0062,4906683.9279],[395835.9701,4906662.3701],[395791.2191,4906643.9344],[395753.9019,4906627.8776],[395737.6964,4906620.1465],[395722.2342,4906612.1181],[395708.2588,4906604.0897],[395691.6073,4906592.7905],[395678.8213,4906583.7213],[395666.63,4906573.7601],[395655.6281,4906564.691],[395645.2209,4906555.3245],[395635.7057,4906546.4041],[395626.0419,4906536.1455],[395617.5675,4906526.779],[395595.1176,4906498.3822],[395563.004,4906453.4826],[395528.9575,4906404.5687],[395501.4528,4906365.17],[395474.5427,4906327.258],[395459.5266,4906306.2949],[395441.8343,4906282.6557],[395402.733,4906232.1064],[395377.3097,4906199.398]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[395377.3097,4906199.398],[395333.6537,4906143.6368],[395319.5296,4906124.6065],[395306.5949,4906106.1708],[395300.2019,4906095.9123],[395295.147,4906087.8839],[395289.3487,4906078.2201],[395283.8478,4906067.8128],[395279.0902,4906057.8517],[395274.6299,4906048.4852],[395264.6688,4906024.846],[395229.7303,4905924.7881],[395219.0257,4905896.3913],[395205.3477,4905862.4935],[395191.6696,4905833.2047],[395187.5068,4905824.2842],[395182.3031,4905814.0257],[395170.8552,4905793.3599],[395153.7577,4905765.1118],[395129.2264,4905729.5786],[395105.2898,4905698.357],[395102.2079,4905694.7044]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[394895.9563,4905514.8928],[394831.9992,4905465.9831],[394785.1668,4905430.3013],[394725.9944,4905384.6582],[394680.946,4905350.0171]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[394680.946,4905350.0171],[394516.9717,4905224.7568],[394343.1714,4905090.8012],[394164.9108,4904953.1287],[394045.351,4904861.2241]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[393522.4226,4904458.5301],[393374.6125,4904345.0025],[393360.0425,4904334.1492],[393341.9042,4904321.0659],[393322.1305,4904307.9825],[393303.2488,4904296.3859],[393269.6484,4904277.5043],[393211.3681,4904246.58],[393017.4967,4904143.6974],[392829.7209,4904044.3829],[392747.504,4903998.5912],[392701.7123,4903972.2758],[392649.5276,4903942.2436],[392553.4839,4903886.788],[392464.874,4903835.9414],[392411.2026,4903804.5711],[392363.6268,4903775.2822],[392318.1324,4903747.3315],[392276.2062,4903721.1648],[392204.5452,4903675.0757],[392085.1596,4903596.5756],[391981.0876,4903528.4828],[391897.8299,4903475.1087],[391858.2825,4903449.0907],[391832.1158,4903431.2497],[391808.4766,4903414.3008],[391784.54,4903397.0546],[391763.4283,4903380.9978],[391729.0845,4903354.9798],[391653.1119,4903296.8481],[391576.9906,4903239.9058],[391415.8276,4903119.0335],[391339.2603,4903061.9426]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[391339.2603,4903061.9426],[391165.7171,4902934.5407],[391125.129,4902904.9545],[391104.4633,4902889.6411],[391093.61,4902881.3153],[391078.7426,4902869.7187],[391062.8344,4902856.9327],[391044.6962,4902841.7679],[391028.6393,4902828.3872],[391007.0815,4902809.5056],[390972.8864,4902777.6893],[390938.6913,4902744.9809],[390924.4186,4902731.1542],[390916.9849,4902724.6125],[390902.7121,4902712.5699],[390887.5473,4902701.568]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[389642.8841,4901849.3064],[389591.6854,4901810.142],[389544.4069,4901774.7575]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[389544.4069,4901774.7575],[389530.7289,4901764.945],[389516.0101,4901754.3891],[389493.5603,4901739.0756],[389478.3955,4901729.1145],[389460.5546,4901717.3692],[389442.2676,4901705.9212],[389401.0848,4901681.2413],[389354.8471,4901654.0339],[389322.4361,4901635.5983],[389293.1472,4901618.9467],[389260.4389,4901600.6598],[389229.9606,4901584.1569],[389210.0382,4901573.7497],[389182.5335,4901560.2204],[389154.434,4901546.9883],[389110.8724,4901526.7686],[389018.843,4901485.1398],[388900.6469,4901429.8329]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[388900.6469,4901429.8329],[388847.5701,4901402.1795],[388807.1307,4901380.3243],[388752.2698,4901350.1435],[388702.7613,4901322.936],[388663.9573,4901301.0809],[388563.156,4901244.2873],[388468.1531,4901191.6566],[388286.6217,4901091.004],[388233.6936,4901061.7152],[388166.6414,4901024.3979],[388068.8137,4900970.2804],[388020.9406,4900943.519],[387987.3401,4900924.786]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[387987.3401,4900924.786],[387943.2582,4900900.6264],[387893.1549,4900872.6756],[387848.9986,4900848.293],[387812.4247,4900828.0733],[387797.8546,4900820.1936],[387727.2343,4900780.7949]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[387727.2343,4900780.7949],[387600.9726,4900711.1038]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[387600.9726,4900711.1038],[387562.4659,4900689.8433],[387524.4053,4900668.5829],[387492.7376,4900651.188],[387448.5813,4900626.2107],[387428.2129,4900614.3167]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[387428.2129,4900614.3167],[387406.3578,4900601.9768],[387390.0036,4900592.6103],[387367.7025,4900579.5269],[387333.9534,4900559.0099],[387312.8416,4900545.9265],[387291.5502,4900532.7353]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[387291.5502,4900532.7353],[387271.5101,4900519.6112],[387249.3577,4900505.0411],[387226.9078,4900490.3223],[387196.2809,4900469.6566],[387135.4731,4900428.9198]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[387135.4731,4900428.9198],[386994.6784,4900335.9983],[386813.7417,4900215.2747]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[386813.7417,4900215.2747],[386701.6412,4900141.1605],[386612.1393,4900081.6908],[386553.8589,4900042.5894]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[386553.8589,4900042.5894],[386519.5151,4900019.359],[386499.5927,4900005.9783],[386485.766,4899996.9092],[386466.141,4899983.9745],[386445.6239,4899970.8912],[386425.2556,4899958.8486],[386407.8606,4899950.2254],[386391.3578,4899942.6431],[386375.0036,4899935.6554],[386344.4986,4899924.6624]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[386344.4986,4899924.6624],[386316.7233,4899915.5843],[386170.5543,4899870.472]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[386170.5543,4899870.472],[385973.4341,4899811.0662]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[395102.2079,4905694.7044],[395085.2188,4905674.5691],[395076.2983,4905664.3106],[395060.3902,4905647.3617],[395038.089,4905627.142],[395011.625,4905604.3948],[394979.2139,4905578.6741],[394895.9563,4905514.8928]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[394045.351,4904861.2241],[393886.6471,4904738.9896],[393714.6309,4904606.372],[393541.2765,4904473.0111],[393522.4226,4904458.5301]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[389665.7735,4901866.8156],[389642.8841,4901849.3064]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[385973.4341,4899811.0662],[385864.2698,4899779.8294],[385812.1468,4899765.4096],[385745.8685,4899746.7565]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[385745.8685,4899746.7565],[385716.3791,4899738.8269],[385676.6916,4899727.979],[385648.3811,4899720.4383],[385625.6269,4899714.7498],[385615.5727,4899712.3685]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[385615.5727,4899712.3685],[385590.5695,4899706.8122],[385567.8153,4899702.3143],[385551.5434,4899699.8008],[385529.7152,4899696.8904],[385510.0037,4899694.906],[385489.3662,4899693.1862],[385450.3401,4899690.1435],[385395.4389,4899686.4393],[385330.4836,4899681.1476]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[385116.4232,4899657.5921],[385199.0088,4899664.6346],[385330.7609,4899673.684]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[385330.4836,4899681.1476],[385187.3441,4899671.7235],[385115.0189,4899667.3243]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[385115.0189,4899667.3243],[384997.5904,4899657.3026],[384810.7942,4899643.5442],[384722.6877,4899636.9296],[384641.9897,4899631.5057],[384579.4156,4899627.14],[384532.0551,4899623.3036],[384479.5352,4899619.3348],[384449.6372,4899617.0858],[384345.788,4899609.2806]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[384345.788,4899609.2806],[384243.7014,4899601.9222],[384204.543,4899599.0117],[384016.5562,4899584.5919],[383789.6755,4899566.9971]]}"
Paved Shoulder,,Constructed,Rehabilitation - Micro-Surfacing,2010 Project,,"{""type"":""LineString"",""coordinates"":[[383789.6755,4899566.9971],[383755.3905,4899564.5909],[383714.7769,4899562.2096],[383684.3497,4899560.093]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[381405.6839,4899207.4233],[381405.7624,4899137.2529]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[381310.0922,4899608.325],[381352.8401,4899495.6945]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[381198.1765,4899924.2486],[381212.4284,4900029.6301]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[381224.95,4900122.2315],[381241.2122,4900242.4632]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[381251.6541,4899696.1451],[381298.3425,4899638.5283],[381310.2014,4899608.5488]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[381198.0144,4899925.1235],[381203.9732,4899831.7439],[381217.0804,4899735.6694],[381250.7076,4899696.1289]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[381212.4284,4900029.6301],[381224.95,4900122.2315]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[381405.8898,4899017.3123],[381405.7624,4899137.2529]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[381293.2513,4900516.3029],[381273.5143,4900468.704],[381268.8701,4900447.8068],[381241.2122,4900242.4632]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[381378.9587,4899426.8942],[381352.8401,4899495.6945]]}"
Route,,Approved for Construction,Carryover Project,2017 Project,,"{""type"":""LineString"",""coordinates"":[[381378.9587,4899426.8942],[381400.4972,4899363.8341]]}"
